KRX코드,YTD수익률,1년수익률,시작일_YTD,시작일_1년,기준일자
451060,61.92,131.82,20260102,20250813,20260812
491610,1.65,1.93,20260102,20250813,20260812
0103T0,-11.96,,20260102,20250813,20260812
463290,1.73,0.94,20260102,20250813,20260812
0131W0,1.64,,20260102,20250813,20260812
479080,1.95,2.1,20260102,20250813,20260812
0026S0,10.2,22.39,20260102,20250813,20260812
0052S0,4.2,12.58,20260102,20250813,20260812
0069M0,13.86,26.4,20260102,20250813,20260812
0111P0,6.33,,20260102,20250813,20260812
0083S0,-8.63,3.35,20260102,20250813,20260812
0004G0,6.2,4.97,20260102,20250813,20260812
0131V0,-1.88,,20260102,20250813,20260812
0094X0,-13.46,,20260102,20250813,20260812
0017Y0,-4.59,-7.67,20260102,20250813,20260812
0052T0,1.23,0.67,20260102,20250813,20260812
495330,70.29,147.22,20260102,20250813,20260812
492500,0.51,-0.74,20260102,20250813,20260812
473440,1.74,1.12,20260102,20250813,20260812
105190,64.29,135.41,20260102,20250813,20260812
332500,65.78,138.23,20260102,20250813,20260812
475260,1.71,1.37,20260102,20250813,20260812
385600,51.01,77.24,20260102,20250813,20260812
475270,1.71,1.33,20260102,20250813,20260812
475280,1.87,1.39,20260102,20250813,20260812
469150,88.45,243.05,20260102,20250813,20260812
0079X0,-15.61,-0.88,20260102,20250813,20260812
385590,64.66,130.12,20260102,20250813,20260812
226380,-9.28,-14.16,20260102,20250813,20260812
475050,-42.98,-44.17,20260102,20250813,20260812
411060,-4.32,33.48,20260102,20250813,20260812
291130,5.25,24.99,20260102,20250813,20260812
256440,-38.7,-39.78,20260102,20250813,20260812
261920,-3.25,-4.61,20260102,20250813,20260812
0139P0,23.21,,20260102,20250813,20260812
225130,-12.24,38.59,20260102,20250813,20260812
483340,50.75,91.19,20260102,20250813,20260812
365780,-4.13,-10.02,20260102,20250813,20260812
114460,-1.29,-3.22,20260102,20250813,20260812
494340,63.62,60.42,20260102,20250813,20260812
446770,63.78,145.84,20260102,20250813,20260812
435040,-1.08,12.5,20260102,20250813,20260812
497510,7.4,40.2,20260102,20250813,20260812
460960,-1.0,4.76,20260102,20250813,20260812
414270,-4.12,3.45,20260102,20250813,20260812
440640,1.89,1.22,20260102,20250813,20260812
190620,1.47,-0.27,20260102,20250813,20260812
494330,98.32,131.14,20260102,20250813,20260812
265690,0.0,0.0,20260102,20250813,20260812
152500,100.51,294.11,20260102,20250813,20260812
483330,22.03,18.0,20260102,20250813,20260812
487340,2.06,1.73,20260102,20250813,20260812
0085P0,-4.77,-0.4,20260102,20250813,20260812
0085N0,-3.51,-3.98,20260102,20250813,20260812
452250,-11.08,-13.36,20260102,20250813,20260812
476760,-6.91,-3.32,20260102,20250813,20260812
453850,-5.79,-6.95,20260102,20250813,20260812
476750,-10.54,-13.34,20260102,20250813,20260812
480030,-2.47,3.15,20260102,20250813,20260812
0118Z0,12.47,,20260102,20250813,20260812
280320,5.42,1.85,20260102,20250813,20260812
360200,10.11,22.88,20260102,20250813,20260812
438080,4.9,10.73,20260102,20250813,20260812
309230,4.79,18.34,20260102,20250813,20260812
367380,13.92,26.91,20260102,20250813,20260812
438100,7.09,13.6,20260102,20250813,20260812
456880,0.28,6.29,20260102,20250813,20260812
440650,-0.08,2.68,20260102,20250813,20260812
0127M0,21.54,,20260102,20250813,20260812
0127P0,8.04,,20260102,20250813,20260812
480040,28.83,60.14,20260102,20250813,20260812
402970,21.05,29.48,20260102,20250813,20260812
0046Y0,9.96,19.43,20260102,20250813,20260812
0049M0,2.51,10.35,20260102,20250813,20260812
0049K0,4.04,8.74,20260102,20250813,20260812
181480,6.22,4.36,20260102,20250813,20260812
480020,-11.08,-0.7,20260102,20250813,20260812
465580,9.95,26.7,20260102,20250813,20260812
465610,12.87,44.54,20260102,20250813,20260812
465620,-12.71,-27.47,20260102,20250813,20260812
473590,-7.66,2.3,20260102,20250813,20260812
0008E0,18.45,27.65,20260102,20250813,20260812
391600,0.45,19.62,20260102,20250813,20260812
455660,-3.27,-4.73,20260102,20250813,20260812
245710,-6.8,12.96,20260102,20250813,20260812
131890,47.5,88.87,20260102,20250813,20260812
108450,66.77,129.85,20260102,20250813,20260812
316300,-8.34,2.01,20260102,20250813,20260812
277540,31.41,60.23,20260102,20250813,20260812
483320,67.52,124.41,20260102,20250813,20260812
448540,5.72,7.74,20260102,20250813,20260812
0099L0,0.34,,20260102,20250813,20260812
433500,33.08,65.61,20260102,20250813,20260812
0102X0,8.38,,20260102,20250813,20260812
487920,-8.14,-0.12,20260102,20250813,20260812
487910,-8.36,-4.23,20260102,20250813,20260812
145670,-53.64,-68.21,20260102,20250813,20260812
497520,5.66,36.48,20260102,20250813,20260812
238720,36.23,58.35,20260102,20250813,20260812
196030,43.74,74.92,20260102,20250813,20260812
205720,-21.11,-30.31,20260102,20250813,20260812
469160,58.53,108.61,20260102,20250813,20260812
356540,-4.24,-7.54,20260102,20250813,20260812
447430,7.14,7.28,20260102,20250813,20260812
416090,30.73,74.86,20260102,20250813,20260812
168580,3.17,22.29,20260102,20250813,20260812
219900,-0.54,39.15,20260102,20250813,20260812
272910,-0.75,-3.01,20260102,20250813,20260812
0087F0,14.78,29.76,20260102,20250813,20260812
371870,-18.72,-12.42,20260102,20250813,20260812
380340,71.5,151.45,20260102,20250813,20260812
496120,75.34,153.21,20260102,20250813,20260812
354500,-6.57,8.04,20260102,20250813,20260812
305050,52.64,105.92,20260102,20250813,20260812
457480,-16.0,15.51,20260102,20250813,20260812
469170,0.62,7.17,20260102,20250813,20260812
466810,2.52,9.19,20260102,20250813,20260812
457930,35.56,86.19,20260102,20250813,20260812
487750,89.81,226.44,20260102,20250813,20260812
445690,31.64,64.64,20260102,20250813,20260812
0120J0,-23.66,,20260102,20250813,20260812
486240,85.61,185.2,20260102,20250813,20260812
434960,64.13,135.05,20260102,20250813,20260812
0098Z0,63.87,,20260102,20250813,20260812
448570,45.57,88.57,20260102,20250813,20260812
285690,34.66,56.47,20260102,20250813,20260812
0073X0,-13.39,-8.74,20260102,20250813,20260812
293180,64.67,135.9,20260102,20250813,20260812
407310,40.28,83.86,20260102,20250813,20260812
332930,65.97,138.45,20260102,20250813,20260812
304780,100.77,300.48,20260102,20250813,20260812
306520,-53.94,-68.21,20260102,20250813,20260812
0123S0,1.7,,20260102,20250813,20260812
0091M0,1.05,,20260102,20250813,20260812
448490,-4.85,-9.03,20260102,20250813,20260812
454320,31.63,67.9,20260102,20250813,20260812
395290,-43.73,-45.02,20260102,20250813,20260812
395280,-3.38,-10.47,20260102,20250813,20260812
368190,-2.45,3.1,20260102,20250813,20260812
402460,68.84,85.81,20260102,20250813,20260812
395270,135.38,324.06,20260102,20250813,20260812
438900,-4.25,-8.8,20260102,20250813,20260812
367740,91.4,170.52,20260102,20250813,20260812
407300,15.61,32.62,20260102,20250813,20260812
381560,77.56,113.59,20260102,20250813,20260812
441540,-4.12,2.42,20260102,20250813,20260812
381570,29.61,29.86,20260102,20250813,20260812
479850,31.05,18.66,20260102,20250813,20260812
453060,1.57,2.57,20260102,20250813,20260812
304760,60.3,125.69,20260102,20250813,20260812
322410,23.01,33.25,20260102,20250813,20260812
332940,70.78,152.5,20260102,20250813,20260812
322400,-13.68,-10.17,20260102,20250813,20260812
473640,3.35,64.1,20260102,20250813,20260812
354350,-6.64,6.3,20260102,20250813,20260812
461340,60.29,76.86,20260102,20250813,20260812
401590,-6.44,15.22,20260102,20250813,20260812
0040S0,52.97,81.81,20260102,20250813,20260812
314700,1.97,6.87,20260102,20250813,20260812
486830,1.85,2.53,20260102,20250813,20260812
432840,10.38,23.04,20260102,20250813,20260812
498050,-26.98,-6.31,20260102,20250813,20260812
476260,40.63,95.27,20260102,20250813,20260812
434730,21.72,58.01,20260102,20250813,20260812
0082F0,10.34,16.41,20260102,20250813,20260812
491820,52.18,122.07,20260102,20250813,20260812
461500,-4.1,-9.11,20260102,20250813,20260812
0111J0,30.49,,20260102,20250813,20260812
495750,72.0,148.52,20260102,20250813,20260812
304770,-6.93,7.15,20260102,20250813,20260812
306530,-35.76,-16.47,20260102,20250813,20260812
375760,60.02,123.76,20260102,20250813,20260812
491700,65.37,135.24,20260102,20250813,20260812
0000Y0,1.65,-0.79,20260102,20250813,20260812
215620,-0.03,3.19,20260102,20250813,20260812
0113P0,1.79,,20260102,20250813,20260812
391670,64.58,126.48,20260102,20250813,20260812
472920,-4.13,-12.61,20260102,20250813,20260812
472840,64.08,134.72,20260102,20250813,20260812
0005G0,117.23,269.67,20260102,20250813,20260812
0135Y0,0.02,,20260102,20250813,20260812
483570,4.64,19.91,20260102,20250813,20260812
069660,64.54,135.23,20260102,20250813,20260812
294400,65.92,138.31,20260102,20250813,20260812
253250,101.05,296.07,20260102,20250813,20260812
253240,-54.31,-68.69,20260102,20250813,20260812
253230,-85.14,-93.2,20260102,20250813,20260812
464240,0.1,-1.02,20260102,20250813,20260812
458210,1.69,2.7,20260102,20250813,20260812
488200,23.05,40.69,20260102,20250813,20260812
488210,51.25,125.81,20260102,20250813,20260812
100910,65.0,140.21,20260102,20250813,20260812
435530,7.52,16.82,20260102,20250813,20260812
435540,10.37,21.57,20260102,20250813,20260812
435550,10.93,23.12,20260102,20250813,20260812
148070,-4.2,-10.46,20260102,20250813,20260812
167860,-9.63,-19.51,20260102,20250813,20260812
471460,-22.37,-30.25,20260102,20250813,20260812
114470,-1.14,-2.9,20260102,20250813,20260812
473490,42.99,59.91,20260102,20250813,20260812
489860,18.67,31.97,20260102,20250813,20260812
130730,1.58,-0.56,20260102,20250813,20260812
419890,1.09,-1.26,20260102,20250813,20260812
411860,-0.45,5.91,20260102,20250813,20260812
476450,1.89,0.05,20260102,20250813,20260812
