KRX코드,ISIN,종목명,운용사,총보수,시가총액,종가,NAV,상장일,자산분류,시장분류,운용방식,과세유형,기초지수명,투자지역,테마섹터,전략,기준일자
477080,KR7477080006,RISE CD금리액티브(합성),케이비자산운용,0.02,1670847750000,107250,107231.14,2024-03-26,기타,국내,합성(액티브),배당소득세(보유기간과세),FnGuide CD금리투자 지수(총수익),한국,채권·금리,일반,20260806
290130,KR7290130004,RISE ESG사회책임투자,케이비자산운용,0.3,604960500000,42905,42768.91,2018-02-27,주식,국내,실물(패시브),비과세,KRX ESG 사회책임경영지수(S),한국,광범위지수,일반,20260806
367770,KR7367770005,RISE 수소경제테마,케이비자산운용,0.45,117845500000,22235,22343.91,2020-10-29,주식,국내,실물(패시브),비과세,FnGuide 수소 경제 테마 지수,한국,에너지·원자력,일반,20260806
326240,KR7326240009,RISE IT플러스,케이비자산운용,0.4,100185600000,39135,39153.39,2019-06-20,주식,국내,실물(패시브),비과세,FnGuide IT플러스 지수,한국,AI·테크,일반,20260806
385560,KR7385560008,RISE KIS국고채30년Enhanced,케이비자산운용,0.05,768748840000,52460,52384.74,2021-05-26,채권,국내,실물(패시브),배당소득세(보유기간과세),KIS 국고채30년Enhanced지수(시장가격),한국,채권·금리,일반,20260806
479520,KR7479520009,RISE KOFR금리액티브(합성),케이비자산운용,0.02,1030592190000,106170,106146.1,2024-04-30,기타,국내,합성(액티브),배당소득세(보유기간과세),KOFR 지수,한국,채권·금리,일반,20260806
270800,KR7270800006,RISE KQ고배당,케이비자산운용,0.3,8445250000,15355,15455.6,2017-07-07,주식,국내,실물(패시브),비과세,FnGuide KQ고배당포커스 지수,한국,배당주,일반,20260806
292050,KR7292050002,RISE KRX300,케이비자산운용,0.05,15716750000,44905,44948.07,2018-03-26,주식,국내,실물(패시브),비과세,KRX 300,한국,광범위지수,일반,20260806
388280,KR7388280000,RISE K엔터&여행레저,케이비자산운용,0.45,24368800000,7340,7362.06,2021-06-10,주식,국내,실물(패시브),비과세,FnGuide K엔터&여행레저 지수,한국,게임·엔터,일반,20260806
0192L0,KR70192L0007,RISE SK하이닉스단일종목레버리지,케이비자산운용,0.09,39517500000,7185,7208.29,2026-05-27,주식,국내,실물(패시브),배당소득세(보유기간과세),KRX SK하이닉스 지수,한국,개별종목,일반,20260806
0013R0,KR70013R0008,RISE 테슬라미국채타겟커버드콜혼합(합성),케이비자산운용,0.25,26979000000,7935,7954.61,2025-02-18,혼합자산,해외,합성(패시브),배당소득세(보유기간과세),KEDI 테슬라미국30년국채15%타겟프리미엄 혼합지수(TR),미국,개별종목,커버드콜,20260806
234310,KR7234310001,RISE V&S셀렉트밸류,케이비자산운용,0.3,13540000000,27080,27009.04,2016-02-02,주식,국내,실물(패시브),비과세,FnGuide 셀렉트 밸류 지수,한국,광범위지수,일반,20260806
241390,KR7241390004,RISE V&S셀렉트밸류채권혼합,케이비자산운용,0.23,33693000000,15315,15438.28,2016-04-12,혼합자산,국내,실물(패시브),배당소득세(보유기간과세),FnGuide 셀렉트벨류 채권혼합지수,한국,채권·금리,혼합,20260806
401170,KR7401170006,RISE 메타버스,케이비자산운용,0.45,44668800000,11280,11274.39,2021-10-13,주식,국내,실물(패시브),비과세,iSelect 메타버스 지수(시장가격지수),한국,AI·테크,일반,20260806
300640,KR7300640000,RISE 게임테마,케이비자산운용,0.3,22770000000,6600,6625.7,2018-07-24,주식,국내,실물(패시브),비과세,WISE 게임 테마 지수 (시장가격지수),한국,게임·엔터,일반,20260806
266160,KR7266160001,RISE 고배당,케이비자산운용,0.2,197824000000,30910,30807.47,2017-04-14,주식,국내,실물(패시브),비과세,FnGuide 고배당포커스 지수,한국,배당주,일반,20260806
481430,KR7481430007,RISE 국고채10년액티브,케이비자산운용,0.012,102662420000,99095,98971.58,2024-05-21,채권,국내,실물(액티브),배당소득세(보유기간과세),KAP 국고채 10년 지수(총수익),한국,채권·금리,일반,20260806
282000,KR7282000009,RISE 국고채3년선물인버스,케이비자산운용,0.07,61482640000,114280,114282.34,2017-11-09,채권,국내,실물(패시브),배당소득세(보유기간과세),국채선물지수,한국,채권·금리,일반,20260806
114100,KR7114100001,RISE 국고채3년,케이비자산운용,0.115,97657950000,106730,106721.04,2009-07-29,채권,국내,실물(패시브),배당소득세(보유기간과세),KTB INDEX(시장가격),한국,채권·금리,일반,20260806
451670,KR7451670004,RISE 국채30년레버리지(합성),케이비자산운용,0.1,6220000000,12440,12402.35,2023-02-14,채권,국내,합성(패시브),배당소득세(보유기간과세),KAP 국채30년 TR 지수(총수익),한국,채권·금리,일반,20260806
295020,KR7295020002,RISE 국채선물10년인버스,케이비자산운용,0.07,43756200000,59940,59941.73,2018-05-11,채권,국내,실물(패시브),배당소득세(보유기간과세),10년국채선물지수,한국,채권·금리,일반,20260806
295000,KR7295000004,RISE 국채선물10년,케이비자산운용,0.07,5183000000,51830,51793.85,2018-05-11,채권,국내,실물(패시브),배당소득세(보유기간과세),10년국채선물지수,한국,채권·금리,일반,20260806
432600,KR7432600005,RISE 국채선물3년,케이비자산운용,0.07,5537500000,55375,55356.21,2022-06-14,채권,국내,실물(패시브),배당소득세(보유기간과세),국채선물지수,한국,채권·금리,일반,20260806
397420,KR7397420001,RISE 국채선물5년추종,케이비자산운용,0.07,304680000,50780,50756.02,2021-08-31,채권,국내,실물(패시브),배당소득세(보유기간과세),5년 국채선물 추종 지수,한국,채권·금리,일반,20260806
0114X0,KR70114X0008,RISE 글로벌게임테크TOP3Plus,케이비자산운용,0.4,5988500000,8555,8604.47,2025-10-21,주식,해외,실물(패시브),배당소득세(보유기간과세),Solactive-KEDI 글로벌 게임 테크 TOP3 플러스 지수,글로벌,AI·테크,일반,20260806
437370,KR7437370000,RISE 글로벌농업경제,케이비자산운용,0.4,7381500000,10545,10545.55,2022-07-29,주식,해외,실물(패시브),배당소득세(보유기간과세),MVIS Global Agribusiness Index(Price Return),글로벌,소비재,일반,20260806
375270,KR7375270006,RISE 글로벌데이터센터리츠(합성),케이비자산운용,0.4,9363250000,14405,14421.47,2021-01-14,부동산,해외,합성(패시브),배당소득세(분리과세부동산ETF),Kelly Data Center & Tech Infrastructure Net Total Return Index,기타,AI·테크,일반,20260806
475380,KR7475380002,RISE 글로벌리얼티인컴,케이비자산운용,0.01,28971000000,10730,10712.51,2024-02-20,부동산,해외,실물(패시브),배당소득세(분리과세부동산ETF),Solactive Global Realty Income Index(Price Return),글로벌,리츠·부동산,일반,20260806
476310,KR7476310008,RISE 글로벌비만산업TOP2+,케이비자산운용,0.35,5516500000,10030,10141.24,2024-02-27,주식,해외,실물(패시브),배당소득세(보유기간과세),KEDI 글로벌 비만 산업 Top2+ 지수(Price Return),글로벌,바이오·헬스케어,일반,20260806
417450,KR7417450004,RISE 글로벌수소경제,케이비자산운용,0.4,14054750000,16535,16170.67,2022-02-15,주식,해외,실물(패시브),배당소득세(보유기간과세),Indxx Hydrogen Economy Index (PR),기타,에너지·원자력,일반,20260806
442320,KR7442320008,RISE 글로벌원자력,케이비자산운용,0.4,229336950000,36345,36060.53,2022-10-13,주식,해외,실물(패시브),배당소득세(보유기간과세),iSelect 글로벌원자력 지수(시장가격),글로벌,에너지·원자력,일반,20260806
461490,KR7461490005,RISE 글로벌자산배분액티브,케이비자산운용,0.01,288832500000,14850,14842.97,2023-06-27,혼합자산,해외,실물(액티브),배당소득세(보유기간과세),Bloomberg Multi-Asset Weighted (KRW ETFs) 지수(시장가격),기타,자산배분·TDF,혼합,20260806
459750,KR7459750006,RISE 글로벌주식분산액티브,케이비자산운용,0.2,33282000000,18490,18445.94,2023-06-27,주식,해외,실물(액티브),배당소득세(보유기간과세),Bloomberg Global Equity Market Weighted Index(Price Return),글로벌,광범위지수,일반,20260806
399580,KR7399580000,RISE 글로벌클린에너지,케이비자산운용,0.4,9835000000,9835,9870.15,2021-10-21,주식,해외,실물(패시브),배당소득세(보유기간과세),S&P Global Clean Energy Transition Index (Price Return),글로벌,에너지·원자력,일반,20260806
276650,KR7276650009,RISE 글로벌테크놀로지(합성 H),케이비자산운용,0.4,34890000000,46520,46504.22,2017-08-17,주식,국내&해외,합성(패시브),배당소득세(보유기간과세),S&P Global 1200 Information Technology and Interactive Media & Services(PR),글로벌,AI·테크,일반,20260806
336160,KR7336160007,RISE 금융채액티브,케이비자산운용,0.07,47737500000,100500,100383.26,2019-10-29,채권,국내,실물(액티브),배당소득세(보유기간과세),KIS 종합채권금융채 2.5Y-3Y 지수 (총수익),한국,금융,일반,20260806
326230,KR7326230000,RISE 내수주플러스,케이비자산운용,0.4,7180800000,11220,11247.18,2019-06-20,주식,국내,실물(패시브),비과세,FnGuide 내수주플러스 지수,한국,광범위지수,일반,20260806
367760,KR7367760006,RISE 네트워크인프라,케이비자산운용,0.45,596820000000,51450,51637.86,2020-10-29,주식,국내,실물(패시브),비과세,FnGuide 네트워크 인프라 지수,한국,AI·테크,일반,20260806
272560,KR7272560004,RISE 단기국공채액티브,케이비자산운용,0.07,156815405000,114715,114680.01,2017-06-29,채권,국내,실물(액티브),배당소득세(보유기간과세),KIS 종합채권국공채3M~1.5Y지수,한국,채권·금리,일반,20260806
385550,KR7385550009,RISE 단기채권알파액티브,케이비자산운용,0.05,339520995000,113895,113866.83,2021-05-26,채권,국내,실물(액티브),배당소득세(보유기간과세),KIS 단기채권알파지수(AA-이상)(총수익지수),한국,채권·금리,일반,20260806
196230,KR7196230007,RISE 단기통안채,케이비자산운용,0.13,249494750000,116750,116732.0,2014-05-19,채권,국내,실물(패시브),배당소득세(보유기간과세),KIS 통안채 5개월 지수(총수익),한국,채권·금리,일반,20260806
0061Z0,KR70061Z0009,RISE 단기특수은행채액티브,케이비자산운용,0.01,729936090000,50895,50888.42,2025-06-24,채권,국내,실물(액티브),배당소득세(보유기간과세),KAP 단기 특수은행채 지수(시장가격),한국,금융,일반,20260806
315960,KR7315960005,RISE 대형고배당10TR,케이비자산운용,0.07,478170000000,72450,72389.91,2019-01-22,주식,국내,실물(패시브),배당소득세(보유기간과세),WISE 대형고배당10 TR 지수,한국,배당주,일반,20260806
0138D0,KR70138D0004,RISE 동학개미,케이비자산운용,0.07,7289750000,11215,11207.1,2025-12-16,주식,국내,실물(패시브),비과세,FnGuide 동학개미 지수,한국,기타,일반,20260806
455890,KR7455890004,RISE 머니마켓액티브,케이비자산운용,0.05,2975616000000,55350,55342.76,2023-05-09,채권,국내,실물(액티브),배당소득세(보유기간과세),KIS 시가평가 MMF 지수 (총수익지수),한국,채권·금리,일반,20260806
481340,KR7481340008,RISE 미국30년국채액티브,케이비자산운용,0.05,24585000000,8940,8941.65,2024-05-28,채권,해외,실물(액티브),배당소득세(보유기간과세),Bloomberg U.S Treasury 20+ Year Total Return Index,미국,채권·금리,일반,20260806
472870,KR7472870005,RISE 미국30년국채엔화노출(합성 H),케이비자산운용,0.15,175570000000,7240,7279.48,2023-12-27,채권,해외,합성(패시브),배당소득세(보유기간과세),KIS 미국채30년 엔화노출 지수(USD/JPY 헤지)(총수익지수),미국,채권·금리,일반,20260806
472830,KR7472830009,RISE 미국30년국채커버드콜(합성),케이비자산운용,0.25,45898500000,8270,8271.49,2023-12-14,채권,해외,합성(패시브),배당소득세(보유기간과세),Bloomberg U.S. Treasury 20+ Year (TLT) 2% OTM Covered Call Index(TR),미국,채권·금리,커버드콜,20260806
485690,KR7485690002,RISE 미국AI밸류체인TOP3Plus,케이비자산운용,0.01,94122000000,22410,22500.84,2024-07-23,주식,해외,실물(패시브),배당소득세(보유기간과세),KEDI 미국 AI 밸류체인 TOP3 Plus 지수(Price Return),미국,AI·테크,일반,20260806
490590,KR7490590007,RISE 미국AI밸류체인데일리고정커버드콜,케이비자산운용,0.25,771936000000,14620,14669.8,2024-10-02,주식,해외,실물(패시브),배당소득세(보유기간과세),KEDI 미국 AI밸류체인 90%참여+데일리옵션 프리미엄 지수(TR),미국,AI·테크,커버드콜,20260806
0176E0,KR70176E0006,RISE 미국AI전력인프라액티브,케이비자산운용,0.45,129489750000,10485,10575.01,2026-04-07,주식,해외,실물(액티브),배당소득세(보유기간과세),Solactive US AI Electricity Infrastructure Index PR,미국,AI·테크,일반,20260806
0127R0,KR70127R0001,RISE 미국AI클라우드인프라,케이비자산운용,0.4,20652000000,17210,17306.65,2025-11-25,주식,해외,실물(패시브),배당소득세(보유기간과세),Akros 미국 AI 클라우드 인프라 지수(Price Return),미국,AI·테크,일반,20260806
495940,KR7495940009,RISE 미국AI테크액티브,케이비자산운용,0.5,61721000000,19910,20062.17,2024-11-26,주식,해외,실물(액티브),배당소득세(보유기간과세),Solactive US AI Tech Active Index PR,미국,AI·테크,일반,20260806
0138T0,KR70138T0006,RISE 미국S&P500데일리고정커버드콜,케이비자산운용,0.25,31824000000,9945,9962.77,2025-12-23,주식,해외,실물(패시브),배당소득세(보유기간과세),S&P500 10% Daily Fixed Covered Call Index,미국,광범위지수,커버드콜,20260806
0005C0,KR70005C0005,RISE 미국S&P500엔화노출(합성 H),케이비자산운용,0.1,7605000000,11700,11739.52,2025-01-14,주식,해외,합성(패시브),배당소득세(보유기간과세),S&P500 Yen Hedged Index(PR),미국,광범위지수,일반,20260806
379780,KR7379780000,RISE 미국S&P500,케이비자산운용,0.004,1557405000000,23850,23813.2,2021-04-09,주식,해외,실물(패시브),배당소득세(보유기간과세),S&P 500,미국,광범위지수,일반,20260806
453330,KR7453330003,RISE 미국S&P500(H),케이비자산운용,0.004,84203000000,18305,18272.19,2023-03-21,주식,해외,실물(패시브),배당소득세(보유기간과세),S&P 500,미국,광범위지수,일반,20260806
460660,KR7460660004,RISE 미국S&P배당킹,케이비자산운용,0.01,18787500000,12525,12482.59,2023-06-27,주식,해외,실물(패시브),배당소득세(보유기간과세),S&P Dividend Monarchs Index(Price Return),미국,배당주,일반,20260806
219390,KR7219390002,RISE 미국S&P원유생산기업(합성 H),케이비자산운용,0.25,17689000000,7220,7351.29,2015-06-02,주식,해외,합성(패시브),배당소득세(보유기간과세),S&P Oil & Gas Exploration & Production Select Industry Index(PR),기타,에너지·원자력,일반,20260806
0115C0,KR70115C0002,RISE 미국고배당다우존스TOP10,케이비자산운용,0.01,26116500000,11355,11319.44,2025-10-21,주식,해외,실물(패시브),배당소득세(보유기간과세),Dow Jones U.S. High Dividend 10 Index,미국,배당주,일반,20260806
354240,KR7354240004,RISE 미국고정배당우선증권,케이비자산운용,0.5,12083500000,10985,10982.46,2020-05-19,혼합자산,해외,실물(패시브),배당소득세(보유기간과세),ICE BofAML Core Plus Fixed Rate Preferred Securities Index(PR),기타,채권·금리,일반,20260806
368590,KR7368590006,RISE 미국나스닥100,케이비자산운용,0.006,1557360000000,30900,30979.45,2020-11-06,주식,해외,실물(패시브),배당소득세(보유기간과세),NASDAQ 100,미국,광범위지수,일반,20260806
437350,KR7437350002,RISE 미국단기투자등급회사채액티브,케이비자산운용,0.1,27665000000,12575,12581.72,2022-07-29,채권,해외,실물(액티브),배당소득세(보유기간과세),Bloomberg US Corporate 1-5 Years Total Return Index,미국,채권·금리,일반,20260806
455960,KR7455960005,RISE 미국달러SOFR금리액티브(합성),케이비자산운용,0.05,56952300000,12435,12453.97,2023-05-16,기타,해외,합성(액티브),배당소득세(보유기간과세),KAP SOFR 지수,미국,채권·금리,일반,20260806
469530,KR7469530000,RISE 미국달러선물인버스,케이비자산운용,0.05,5840000000,9125,9114.16,2023-11-09,통화,국내,실물(패시브),배당소득세(보유기간과세),미국달러선물지수,한국,기타,일반,20260806
469060,KR7469060008,RISE 미국반도체NYSE,케이비자산운용,0.01,80820000000,35920,36263.05,2023-10-24,주식,해외,실물(패시브),배당소득세(보유기간과세),NYSE Semicondoctor Index(Price Return),미국,반도체,일반,20260806
469050,KR7469050009,RISE 미국반도체NYSE(H),케이비자산운용,0.01,36403250000,31655,31960.74,2023-10-24,주식,해외,실물(패시브),배당소득세(보유기간과세),NYSE Semicondoctor Index(Price Return),미국,반도체,일반,20260806
491630,KR7491630000,RISE 미국반도체인버스(합성 H),케이비자산운용,0.49,2536500000,5340,5351.02,2024-10-22,주식,해외,합성(패시브),배당소득세(보유기간과세),NYSE Semicondoctor Index(Price Return),미국,반도체,일반,20260806
490600,KR7490600004,RISE 미국배당100데일리고정커버드콜,케이비자산운용,0.25,160181000000,9340,9314.37,2024-09-24,주식,해외,실물(패시브),배당소득세(보유기간과세),KEDI 미국 배당100 90%참여+데일리옵션 프리미엄 지수(총수익지수),미국,배당주,커버드콜,20260806
0018Z0,KR70018Z0003,RISE 미국양자컴퓨팅,케이비자산운용,0.4,18710000000,18710,18797.69,2025-03-11,주식,해외,실물(패시브),배당소득세(보유기간과세),Solactive US Quantum Computing Technology Index PR,미국,AI·테크,일반,20260806
0218J0,KR70218J0001,RISE 미국우주&로봇TOP2미국채혼합50,케이비자산운용,0.13,25170000000,8390,8412.81,2026-07-14,혼합자산,해외,실물(패시브),배당소득세(보유기간과세),Akros 미국 우주-로봇 TOP2 채권혼합50 지수,미국,AI·테크,혼합,20260806
0013P0,KR70013P0000,RISE 미국은행TOP10,케이비자산운용,0.2,14993000000,13630,13531.18,2025-02-18,주식,해외,실물(패시브),배당소득세(보유기간과세),KEDI 미국 은행 TOP10 지수,미국,금융,일반,20260806
267490,KR7267490001,RISE 미국장기국채선물레버리지(합성 H),케이비자산운용,0.5,3566500000,5095,5088.6,2017-04-20,채권,해외,합성(패시브),배당소득세(보유기간과세),S&P U.S. Treasury Bond Futures Excess Return Index,미국,채권·금리,일반,20260806
267450,KR7267450005,RISE 미국장기국채선물인버스(H),케이비자산운용,0.4,5500000000,11000,11064.31,2017-04-20,채권,해외,실물(패시브),배당소득세(보유기간과세),S&P U.S. Treasury Bond Futures Excess Return Index,미국,채권·금리,일반,20260806
267440,KR7267440006,RISE 미국장기국채선물(H),케이비자산운용,0.4,4872000000,8120,8130.74,2017-04-20,채권,해외,실물(패시브),배당소득세(보유기간과세),S&P U.S. Treasury Bond Futures Excess Return Index,미국,채권·금리,일반,20260806
0036Z0,KR70036Z0001,RISE 미국천연가스밸류체인,케이비자산운용,0.4,6839250000,12435,12372.84,2025-04-22,주식,해외,실물(패시브),배당소득세(보유기간과세),Solactive US Natural Gas Value Chain Index PR,미국,에너지·원자력,일반,20260806
491620,KR7491620001,RISE 미국테크100데일리고정커버드콜,케이비자산운용,0.25,540876000000,10960,10984.53,2024-10-02,주식,해외,실물(패시브),배당소득세(보유기간과세),KEDI 미국 테크100 90%참여+데일리옵션 프리미엄 지수(TR),미국,AI·테크,커버드콜,20260806
0036R0,KR70036R0001,RISE 미국휴머노이드로봇,케이비자산운용,0.4,111412000000,19895,19882.36,2025-04-15,주식,해외,실물(패시브),배당소득세(보유기간과세),KEDI 미국 휴머노이드 로봇 지수(시장가격),미국,AI·테크,일반,20260806
