KRX코드,YTD수익률,1년수익률,시작일_YTD,시작일_1년,기준일자
451060,68.45,141.25,20260102,20250814,20260813
491610,1.67,1.94,20260102,20250814,20260813
0103T0,-10.1,,20260102,20250814,20260813
463290,1.75,0.96,20260102,20250814,20260813
0131W0,1.68,,20260102,20250814,20260813
479080,1.99,2.13,20260102,20250814,20260813
0026S0,10.62,22.56,20260102,20250814,20260813
0052S0,4.46,12.7,20260102,20250814,20260813
0069M0,14.8,27.62,20260102,20250814,20260813
0111P0,6.86,,20260102,20250814,20260813
0083S0,-9.02,0.05,20260102,20250814,20260813
0004G0,5.86,2.71,20260102,20250814,20260813
0131V0,-2.66,,20260102,20250814,20260813
0094X0,-12.16,,20260102,20250814,20260813
0017Y0,-4.59,-7.79,20260102,20250814,20260813
0052T0,1.25,0.66,20260102,20250814,20260813
495330,71.22,147.79,20260102,20250814,20260813
492500,0.5,-0.85,20260102,20250814,20260813
473440,1.83,1.21,20260102,20250814,20260813
105190,70.64,144.69,20260102,20250814,20260813
332500,72.15,147.56,20260102,20250814,20260813
475260,1.71,1.32,20260102,20250814,20260813
385600,52.52,78.61,20260102,20250814,20260813
475270,1.76,1.32,20260102,20250814,20260813
475280,1.9,1.37,20260102,20250814,20260813
469150,96.72,258.66,20260102,20250814,20260813
0079X0,-16.01,-0.19,20260102,20250814,20260813
385590,70.11,138.34,20260102,20250814,20260813
226380,-11.0,-16.03,20260102,20250814,20260813
475050,-46.35,-48.69,20260102,20250814,20260813
411060,-4.28,33.09,20260102,20250814,20260813
291130,5.03,24.81,20260102,20250814,20260813
256440,-38.23,-40.21,20260102,20250814,20260813
261920,-3.33,-4.62,20260102,20250814,20260813
0139P0,23.16,,20260102,20250814,20260813
225130,-12.17,38.63,20260102,20250814,20260813
483340,54.63,96.76,20260102,20250814,20260813
365780,-4.12,-10.17,20260102,20250814,20260813
114460,-1.23,-3.21,20260102,20250814,20260813
494340,66.53,64.04,20260102,20250814,20260813
446770,68.3,150.53,20260102,20250814,20260813
435040,-1.53,11.82,20260102,20250814,20260813
497510,7.69,37.71,20260102,20250814,20260813
460960,-1.0,4.19,20260102,20250814,20260813
414270,-4.78,2.96,20260102,20250814,20260813
440640,1.91,1.23,20260102,20250814,20260813
190620,1.48,-0.27,20260102,20250814,20260813
494330,103.15,138.15,20260102,20250814,20260813
265690,0.0,0.0,20260102,20250814,20260813
152500,115.89,324.54,20260102,20250814,20260813
483330,21.75,18.14,20260102,20250814,20260813
487340,2.07,1.73,20260102,20250814,20260813
0085P0,-4.49,-0.34,20260102,20250814,20260813
0085N0,-3.46,-4.12,20260102,20250814,20260813
452250,-11.46,-14.81,20260102,20250814,20260813
476760,-6.96,-3.88,20260102,20250814,20260813
453850,-5.86,-7.56,20260102,20250814,20260813
476750,-10.42,-14.45,20260102,20250814,20260813
480030,-4.05,1.43,20260102,20250814,20260813
0118Z0,12.35,,20260102,20250814,20260813
280320,5.34,1.69,20260102,20250814,20260813
360200,10.71,23.27,20260102,20250814,20260813
438080,5.3,10.98,20260102,20250814,20260813
309230,4.81,17.4,20260102,20250814,20260813
367380,14.92,28.17,20260102,20250814,20260813
438100,7.54,14.07,20260102,20250814,20260813
456880,0.44,6.5,20260102,20250814,20260813
440650,0.17,2.9,20260102,20250814,20260813
0127M0,22.07,,20260102,20250814,20260813
0127P0,8.98,,20260102,20250814,20260813
480040,27.13,57.47,20260102,20250814,20260813
402970,21.47,28.34,20260102,20250814,20260813
0046Y0,10.04,18.92,20260102,20250814,20260813
0049M0,2.65,9.97,20260102,20250814,20260813
0049K0,4.23,8.67,20260102,20250814,20260813
181480,6.33,4.37,20260102,20250814,20260813
480020,-15.9,-5.58,20260102,20250814,20260813
465580,10.65,27.57,20260102,20250814,20260813
465610,14.24,47.54,20260102,20250814,20260813
465620,-13.26,-28.47,20260102,20250814,20260813
473590,-4.4,4.59,20260102,20250814,20260813
0008E0,19.16,28.17,20260102,20250814,20260813
391600,-0.32,17.45,20260102,20250814,20260813
455660,-3.22,-4.87,20260102,20250814,20260813
245710,-6.33,10.28,20260102,20250814,20260813
131890,48.25,88.21,20260102,20250814,20260813
108450,70.49,133.87,20260102,20250814,20260813
316300,-8.72,0.98,20260102,20250814,20260813
277540,33.75,62.88,20260102,20250814,20260813
483320,75.39,135.59,20260102,20250814,20260813
448540,6.8,9.23,20260102,20250814,20260813
0099L0,0.42,,20260102,20250814,20260813
433500,34.1,67.62,20260102,20250814,20260813
0102X0,10.7,,20260102,20250814,20260813
487920,-7.76,0.0,20260102,20250814,20260813
487910,-7.94,-4.68,20260102,20250814,20260813
145670,-55.36,-69.43,20260102,20250814,20260813
497520,5.55,33.62,20260102,20250814,20260813
238720,37.31,62.38,20260102,20250814,20260813
196030,48.21,83.98,20260102,20250814,20260813
205720,-21.93,-31.53,20260102,20250814,20260813
469160,64.22,115.49,20260102,20250814,20260813
356540,-4.09,-7.49,20260102,20250814,20260813
447430,6.41,6.31,20260102,20250814,20260813
416090,32.42,72.88,20260102,20250814,20260813
168580,3.4,21.75,20260102,20250814,20260813
219900,-0.22,37.93,20260102,20250814,20260813
272910,-0.72,-3.05,20260102,20250814,20260813
0087F0,15.0,27.68,20260102,20250814,20260813
371870,-17.93,-11.73,20260102,20250814,20260813
380340,79.17,162.1,20260102,20250814,20260813
496120,81.29,160.79,20260102,20250814,20260813
354500,-5.95,8.18,20260102,20250814,20260813
305050,57.89,112.58,20260102,20250814,20260813
457480,-16.36,14.76,20260102,20250814,20260813
469170,1.06,5.84,20260102,20250814,20260813
466810,3.68,5.97,20260102,20250814,20260813
457930,38.76,89.7,20260102,20250814,20260813
487750,98.43,243.78,20260102,20250814,20260813
445690,34.2,67.06,20260102,20250814,20260813
0120J0,-23.24,,20260102,20250814,20260813
486240,89.1,191.72,20260102,20250814,20260813
434960,70.66,144.77,20260102,20250814,20260813
0098Z0,71.19,,20260102,20250814,20260813
448570,49.64,93.84,20260102,20250814,20260813
285690,37.91,59.71,20260102,20250814,20260813
0073X0,-13.43,-9.88,20260102,20250814,20260813
293180,70.92,145.0,20260102,20250814,20260813
407310,43.99,87.3,20260102,20250814,20260813
332930,72.16,147.45,20260102,20250814,20260813
304780,116.27,331.25,20260102,20250814,20260813
306520,-55.39,-69.25,20260102,20250814,20260813
0123S0,1.65,,20260102,20250814,20260813
0091M0,1.15,,20260102,20250814,20260813
448490,-4.63,-8.96,20260102,20250814,20260813
454320,32.39,70.17,20260102,20250814,20260813
395290,-47.15,-49.26,20260102,20250814,20260813
