ISIN,종목코드,구성종목코드,구성종목명,현재가,구성금액,평가금액,비중
KR7337140008,337140,012450,한화에어로스페이스,1160000,42920000,43845000,1.16
KR7337140008,337140,000270,기아,141700,39817700,38609400,1.08
KR7337140008,337140,329180,HD현대중공업,510000,38760000,37696000,1.05
KR7337140008,337140,034020,두산에너빌리티,82600,38161200,37375800,1.04
KR7337140008,337140,055550,신한지주,107400,36730800,36457200,1.0
KR7337140008,337140,012330,현대모비스,547000,35555000,33215000,0.96
KR7337140008,337140,068270,셀트리온,201000,33768000,33936000,0.92
KR7337140008,337140,034730,SK,585000,30420000,28756000,0.83
KR7337140008,337140,006400,삼성SDI,516000,29928000,28246000,0.81
KR7337140008,337140,086790,하나금융지주,133000,26334000,25938000,0.71
KR7337140008,337140,035420,NAVER,228000,25764000,25594500,0.7
KR7337140008,337140,066570,LG전자,215000,25155000,24160500,0.68
KR7337140008,337140,010120,LS ELECTRIC,206500,22302000,23112000,0.6
KR7337140008,337140,042660,한화오션,95800,21171800,20044700,0.57
KR7337140008,337140,267260,HD현대일렉트릭,803000,20878000,20410000,0.57
KR7337140008,337140,298040,효성중공업,2954000,20678000,21119000,0.56
KR7337140008,337140,009540,HD한국조선해양,386000,19686000,18946500,0.53
KR7337140008,337140,000810,삼성화재,615000,19680000,19552000,0.53
KR7337140008,337140,005490,POSCO홀딩스,334000,19038000,18553500,0.52
KR7337140008,337140,010130,고려아연,1196000,17940000,18495000,0.49
KR7244660007,244660,005180,빙그레,82400,40705600,33937800,4.24
KR7244660007,244660,004370,농심,437500,39812500,35444500,4.15
KR7244660007,244660,000080,하이트진로,15850,38277750,37118550,3.99
KR7244660007,244660,030000,제일기획,18980,35853220,35343190,3.73
KR7244660007,244660,214320,이노션,19330,35354570,34860740,3.68
KR7244660007,244660,001680,대상,18370,34884630,33783210,3.63
KR7244660007,244660,185750,종근당,68300,34354900,34304600,3.58
KR7244660007,244660,005300,롯데칠성,101700,33459300,32571000,3.49
KR7244660007,244660,271560,오리온,134000,30686000,30182200,3.2
KR7244660007,244660,003850,보령,9170,26904780,26934120,2.8
KR7244660007,244660,051900,LG생활건강,307500,26752500,26404500,2.79
KR7244660007,244660,081660,미스토홀딩스,42500,25500000,25740000,2.66
KR7244660007,244660,090430,아모레퍼시픽,135700,25240200,25017000,2.63
KR7244660007,244660,001060,JW중외제약,28850,24984100,24681000,2.6
KR7244660007,244660,002790,아모레퍼시픽홀딩스,26350,24637250,24497000,2.57
KR7244660007,244660,215200,메가스터디교육,37000,24346000,24378900,2.54
KR7244660007,244660,069620,대웅제약,124600,24047800,23796900,2.5
KR7244660007,244660,003090,대웅,18110,23778430,23581480,2.48
KR7244660007,244660,030520,한컴,18590,23553530,23198770,2.45
KR7244660007,244660,007070,GS리테일,27700,22824800,22042000,2.38
KR7244660007,244660,009970,영원무역홀딩스,189400,21402200,21503900,2.23
KR7244660007,244660,009450,경동나비엔,68100,19680900,19738700,2.05
KR7244660007,244660,317450,명인제약,47650,19488850,19304800,2.03
KR7244660007,244660,042000,카페24,17840,17661600,17879400,1.84
KR7244660007,244660,383220,F&F,67000,17353000,17819200,1.81
KR7244660007,244660,267270,HD건설기계,138600,16770600,16879500,1.75
KR7244660007,244660,108320,LX세미콘,41500,16641500,16100150,1.73
KR7244660007,244660,012750,에스원,77700,15462300,15541900,1.61
KR7244660007,244660,031430,신세계인터내셔날,11010,15215820,14732120,1.58
KR7244660007,244660,018290,브이티,12990,14769630,15213060,1.54
KR7266410000,266410,033780,KT&G,176000,424688000,419379400,21.62
KR7266410000,266410,278470,에이피알,390500,335439500,343170500,17.07
KR7266410000,266410,003230,삼양식품,1270000,175260000,168222000,8.92
KR7266410000,266410,090430,아모레퍼시픽,135700,148455800,147143000,7.56
KR7266410000,266410,271560,오리온,134000,102778000,101090600,5.23
KR7266410000,266410,051900,LG생활건강,307500,97477500,96209500,4.96
KR7266410000,266410,161890,한국콜마,136700,82020000,81120000,4.18
KR7266410000,266410,192820,코스맥스,247500,71280000,71712000,3.63
KR7266410000,266410,139480,이마트,78900,55308900,54748100,2.82
KR7266410000,266410,097950,CJ제일제당,185400,51170400,50370000,2.6
KR7266410000,266410,004370,농심,437500,46812500,41676500,2.38
KR7266410000,266410,282330,BGF리테일,145200,45157200,44379700,2.3
KR7266410000,266410,007070,GS리테일,27700,32686000,31565000,1.66
KR7266410000,266410,026960,동서,26300,28693300,28584200,1.46
KR7266410000,266410,241710,코스메카코리아,127200,27348000,26767500,1.39
KR7266410000,266410,048410,현대바이오,7560,23428440,24915960,1.19
KR7266410000,266410,002790,아모레퍼시픽홀딩스,26350,22740050,22610600,1.16
KR7266410000,266410,001800,오리온홀딩스,26800,18786800,18471350,0.96
KR7266410000,266410,003380,하림지주,11230,17316660,17270400,0.88
KR7266410000,266410,000080,하이트진로,15850,17260650,16737930,0.88
KR7266410000,266410,007310,오뚜기,337000,17187000,16651500,0.87
KR7266410000,266410,005180,빙그레,82400,14008000,11679000,0.71
KR7266410000,266410,006040,동원산업,37550,12879650,12656700,0.66
KR7266410000,266410,005300,롯데칠성,101700,12610800,12276000,0.64
KR7266410000,266410,001680,대상,18370,12344640,11954880,0.63
KR7266410000,266410,280360,롯데웰푸드,129300,11378400,10489600,0.58
KR7266410000,266410,060280,큐렉소,9670,9853730,9711070,0.5
KR7266410000,266410,018290,브이티,12990,9768480,10061760,0.5
KR7266410000,266410,000070,삼양홀딩스,60200,8066800,7986400,0.41
KR7266410000,266410,024720,콜마홀딩스,10250,6949500,7017300,0.35
KR7364690008,364690,005930,삼성전자,274500,1018120500,994012000,25.9
KR7364690008,364690,000660,SK하이닉스,1645000,708995000,686583000,18.04
KR7364690008,364690,009150,삼성전기,1558000,313158000,302103000,7.97
KR7364690008,364690,402340,SK스퀘어,1154000,205412000,198826000,5.23
KR7364690008,364690,012450,한화에어로스페이스,1160000,180960000,184860000,4.6
KR7364690008,364690,011070,LG이노텍,654000,149112000,140220000,3.79
KR7364690008,364690,207940,삼성바이오로직스,1548000,82044000,82892000,2.09
KR7364690008,364690,267260,HD현대일렉트릭,803000,81103000,79285000,2.06
KR7364690008,364690,005380,현대차,453000,68856000,63612000,1.75
KR7364690008,364690,047810,한국항공우주,146400,67636800,69854400,1.72
KR7364690008,364690,034020,두산에너빌리티,82600,65501800,64153700,1.67
KR7364690008,364690,034730,SK,585000,47385000,44793000,1.21
KR7364690008,364690,009540,HD한국조선해양,386000,45548000,43837000,1.16
KR7364690008,364690,012330,현대모비스,547000,44854000,41902000,1.14
KR7364690008,364690,000270,기아,141700,42510000,41220000,1.08
KR7364690008,364690,066570,LG전자,215000,42140000,40474000,1.07
KR7364690008,364690,373220,LG에너지솔루션,369500,33624500,33260500,0.86
KR7364690008,364690,105560,KB금융,168500,32015000,31939000,0.81
KR7364690008,364690,003550,LG,120000,31680000,30016800,0.81
KR7364690008,364690,005490,POSCO홀딩스,334000,28056000,27342000,0.71
KR7364690008,364690,017670,SK텔레콤,100500,27738000,25143600,0.71
KR7364690008,364690,032640,LG유플러스,15060,27394140,26739300,0.7
KR7364690008,364690,032830,삼성생명,301000,27391000,26526500,0.7
KR7364690008,364690,055550,신한지주,107400,25346400,25157600,0.64
KR7364690008,364690,051910,LG화학,280500,24123000,23693000,0.61
KR7364690008,364690,138040,메리츠금융지주,116700,21122700,21466600,0.54
KR7364690008,364690,010950,S-Oil,147600,20516400,19585100,0.52
KR7364690008,364690,030200,KT,53400,15913200,15645000,0.4
KR7364690008,364690,004800,효성,169700,15782100,15335700,0.4
KR7364690008,364690,0126Z0,삼성에피스홀딩스,433500,15606000,14508000,0.4
KR7253150007,253150,491220,PLUS 200TR,130590,796599000,777902500,35.28
KR7253150007,253150,123320,TIGER 레버리지,114535,651475080,619381434,28.85
KR7253150007,253150,152500,ACE 레버리지,46480,622832000,593352000,27.59
KR7253150007,253150,152100,PLUS 200,111750,133317750,130017038,5.9
KR7253150007,253150,122630,KODEX 레버리지,113525,53583800,50964200,2.37
KR70203D0004,0203D0,005930,삼성전자,274500,157837500,154100000,24.39
KR70203D0004,0203D0,000660,SK하이닉스,1645000,115150000,111510000,17.79
KR70203D0004,0203D0,298340,PLUS 국채선물3년,56515,113030000,113070000,17.46
KR70203D0004,0203D0,114820,TIGER 국채3년,105110,73577000,73598000,11.37
KR70203D0004,0203D0,402340,SK스퀘어,1154000,12694000,12287000,1.96
KR70203D0004,0203D0,009150,삼성전기,1558000,10906000,10521000,1.69
KR70203D0004,0203D0,005380,현대차,453000,7701000,7114500,1.19
KR70203D0004,0203D0,105560,KB금융,168500,6403000,6387800,0.99
KR70203D0004,0203D0,055550,신한지주,107400,5370000,5330000,0.83
KR70203D0004,0203D0,012450,한화에어로스페이스,1160000,4640000,4740000,0.72
KR70203D0004,0203D0,028260,삼성물산,369000,4428000,4380000,0.68
KR70203D0004,0203D0,034020,두산에너빌리티,82600,4377800,4287700,0.68
KR70203D0004,0203D0,012330,현대모비스,547000,4376000,4088000,0.68
KR70203D0004,0203D0,000270,기아,141700,4251000,4122000,0.66
KR70203D0004,0203D0,006400,삼성SDI,516000,4128000,3896000,0.64
KR70203D0004,0203D0,086790,하나금융지주,133000,4123000,4061000,0.64
KR70203D0004,0203D0,035420,NAVER,228000,3876000,3850500,0.6
KR70203D0004,0203D0,068270,셀트리온,201000,3819000,3838000,0.59
KR70203D0004,0203D0,032830,삼성생명,301000,3311000,3206500,0.51
KR70203D0004,0203D0,298040,효성중공업,2954000,2954000,3017000,0.46
KR70203D0004,0203D0,316140,우리금융지주,33700,2797100,2763900,0.43
KR70203D0004,0203D0,066570,LG전자,215000,2795000,2684500,0.43
KR70203D0004,0203D0,005490,POSCO홀딩스,334000,2672000,2604000,0.41
KR70203D0004,0203D0,000810,삼성화재,615000,2460000,2444000,0.38
KR70203D0004,0203D0,267260,HD현대일렉트릭,803000,2409000,2355000,0.37
KR70203D0004,0203D0,034730,SK,585000,2340000,2212000,0.36
KR70203D0004,0203D0,009540,HD한국조선해양,386000,2316000,2229000,0.36
KR70203D0004,0203D0,373220,LG에너지솔루션,369500,2217000,2193000,0.34
KR70203D0004,0203D0,010120,LS ELECTRIC,206500,2065000,2140000,0.32
KR70203D0004,0203D0,329180,HD현대중공업,510000,2040000,1984000,0.32
KR70090B0002,0090B0,003570,SNT다이내믹스,32600,58712600,57632000,15.95
KR70090B0002,0090B0,077970,STX엔진,28400,58589200,58898650,15.92
KR70090B0002,0090B0,484870,엠앤씨솔루션,17820,58289220,59924720,15.84
KR70090B0002,0090B0,010820,퍼스텍,6590,47737960,46868680,12.97
KR70090B0002,0090B0,484590,삼양컴텍,6700,40226800,40587040,10.93
KR70090B0002,0090B0,218410,RFHIC,53200,28355600,28941900,7.7
KR70090B0002,0090B0,214430,아이쓰리시스템,72000,24912000,25534800,6.77
KR70090B0002,0090B0,274090,켄코아에어로스페이스,11880,22465080,22200340,6.1
KR70090B0002,0090B0,103140,풍산,82000,18368000,18816000,4.99
KR70090B0002,0090B0,289930,웨이비스,7120,10402320,10782180,2.83
KR70035T0000,0035T0,277810,레인보우로보틱스,501000,61122000,61068875,15.21
KR70035T0000,0035T0,005930,삼성전자,274500,50782500,49730750,12.64
KR70035T0000,0035T0,005380,현대차,453000,42582000,39365156,10.6
KR70035T0000,0035T0,000660,SK하이닉스,1645000,41125000,41052884,10.23
KR70035T0000,0035T0,012330,현대모비스,547000,41025000,38458064,10.21
KR70035T0000,0035T0,108490,로보티즈,280000,35280000,33008330,8.78
KR70035T0000,0035T0,058610,에스피지,118600,32852200,31095758,8.17
KR70035T0000,0035T0,204320,HL만도,57100,27693500,26921545,6.89
KR70035T0000,0035T0,005850,에스엘,61600,25379200,24330125,6.32
KR70035T0000,0035T0,011070,LG이노텍,654000,18966000,18142500,4.72
KR70035T0000,0035T0,437730,삼현,40100,13874600,13306798,3.45
KR70035T0000,0035T0,086280,현대글로비스,211000,11183000,10904533,2.78
KR7183700004,183700,005930,삼성전자,274500,676917000,660888000,25.17
KR7183700004,183700,148020,RISE 200,110885,574162530,559431120,21.35
KR7183700004,183700,000660,SK하이닉스,1645000,467180000,452412000,17.37
KR7183700004,183700,114100,RISE 국고채3년,106670,174725460,174709080,6.5
KR7183700004,183700,402340,SK스퀘어,1154000,56546000,54733000,2.1
KR7183700004,183700,009150,삼성전기,1558000,46740000,45090000,1.74
KR7183700004,183700,005380,현대차,453000,32616000,30132000,1.21
KR7183700004,183700,105560,KB금융,168500,27128500,27064100,1.01
KR7183700004,183700,055550,신한지주,107400,23413200,23238800,0.87
KR7183700004,183700,012450,한화에어로스페이스,1160000,19720000,20145000,0.73
KR7183700004,183700,034020,두산에너빌리티,82600,18915400,18526100,0.7
KR7183700004,183700,028260,삼성물산,369000,18819000,18615000,0.7
KR7183700004,183700,000270,기아,141700,18279300,17724600,0.68
KR7183700004,183700,012330,현대모비스,547000,18051000,16863000,0.67
KR7183700004,183700,086790,하나금융지주,133000,17556000,17292000,0.65
KR7183700004,183700,068270,셀트리온,201000,16683000,16766000,0.62
KR7183700004,183700,035420,NAVER,228000,16644000,16534500,0.62
KR7183700004,183700,006400,삼성SDI,516000,16512000,15584000,0.61
KR7183700004,183700,032830,삼성생명,301000,13545000,13117500,0.5
KR7183700004,183700,066570,LG전자,215000,12255000,11770500,0.46
KR7183700004,183700,316140,우리금융지주,33700,12030900,11888100,0.45
KR7183700004,183700,005490,POSCO홀딩스,334000,12024000,11718000,0.45
KR7183700004,183700,034730,SK,585000,11115000,10507000,0.41
KR7183700004,183700,000810,삼성화재,615000,9840000,9776000,0.37
KR7183700004,183700,009540,HD한국조선해양,386000,9650000,9287500,0.36
KR7183700004,183700,267260,HD현대일렉트릭,803000,9636000,9420000,0.36
KR7183700004,183700,373220,LG에너지솔루션,369500,9607000,9503000,0.36
KR7183700004,183700,207940,삼성바이오로직스,1548000,9288000,9384000,0.35
KR7183700004,183700,298040,효성중공업,2954000,8862000,9051000,0.33
KR7183700004,183700,010120,LS ELECTRIC,206500,8673000,8988000,0.32
KR7422420000,422420,006400,삼성SDI,516000,23220000,21915000,17.2
KR7422420000,422420,373220,LG에너지솔루션,369500,12932500,12792500,9.58
KR7422420000,422420,003670,포스코퓨처엠,170500,12276000,11944800,9.1
KR7422420000,422420,078600,대주전자재료,95600,12045600,11944800,8.92
KR7422420000,422420,086520,에코프로,93600,10764000,10591500,7.98
KR7422420000,422420,006260,LS,323500,10352000,10432000,7.67
KR7422420000,422420,247540,에코프로비엠,116700,9452700,9274500,7.0
KR7422420000,422420,066970,엘앤에프,109700,9105100,8515800,6.75
KR7422420000,422420,096770,SK이노베이션,128700,8494200,8032200,6.29
KR7422420000,422420,005490,POSCO홀딩스,334000,7682000,7486500,5.69
KR7422420000,422420,281740,레이크머티리얼즈,13400,4368400,4319500,3.24
KR7422420000,422420,357780,솔브레인,322000,4186000,4264000,3.1
KR7422420000,422420,450080,에코프로머티,39900,3990000,3935000,2.96
KR7422420000,422420,020150,롯데에너지머티리얼즈,34450,2652650,2668050,1.96
KR7422420000,422420,093370,후성,12400,2008800,1937520,1.49
KR7422420000,422420,011790,SKC,89800,1436800,1427200,1.06
KR7105780001,105780,402340,SK스퀘어,1154000,369280000,357440000,10.47
KR7105780001,105780,005930,삼성전자,274500,360418500,351884000,10.22
KR7105780001,105780,009150,삼성전기,1558000,339644000,327654000,9.63
KR7105780001,105780,000660,SK하이닉스,1645000,307615000,297891000,8.72
KR7105780001,105780,005380,현대차,453000,278142000,256959000,7.89
KR7105780001,105780,028260,삼성물산,369000,163098000,161330000,4.63
KR7105780001,105780,000270,기아,141700,158420600,153613200,4.49
KR7105780001,105780,012330,현대모비스,547000,148784000,138992000,4.22
KR7105780001,105780,006400,삼성SDI,516000,140352000,132464000,3.98
KR7105780001,105780,032830,삼성생명,301000,116788000,113102000,3.31
KR7105780001,105780,066570,LG전자,215000,106640000,102424000,3.02
KR7105780001,105780,034730,SK,585000,90090000,85162000,2.56
KR7105780001,105780,000810,삼성화재,615000,83640000,83096000,2.37
KR7105780001,105780,207940,삼성바이오로직스,1548000,82044000,82892000,2.33
KR7105780001,105780,267260,HD현대일렉트릭,803000,81906000,80070000,2.32
KR7105780001,105780,009540,HD한국조선해양,386000,80674000,77643500,2.29
KR7105780001,105780,373220,LG에너지솔루션,369500,79812000,78948000,2.26
KR7105780001,105780,329180,HD현대중공업,510000,76500000,74400000,2.17
KR7105780001,105780,010140,삼성중공업,22300,67033800,66132000,1.9
KR7105780001,105780,017670,SK텔레콤,100500,61807500,56026500,1.75
KR7105780001,105780,051910,LG화학,280500,60307500,59232500,1.71
KR7105780001,105780,064350,현대로템,146900,48917700,49150800,1.39
KR7105780001,105780,267250,HD현대,235500,47335500,46029000,1.34
KR7105780001,105780,003550,LG,120000,46080000,43660800,1.31
KR7105780001,105780,018260,삼성에스디에스,243500,42612500,41475000,1.21
KR7105780001,105780,096770,SK이노베이션,128700,38223900,36144900,1.08
KR7105780001,105780,086280,현대글로비스,211000,36503000,35378500,1.04
KR7105780001,105780,0126Z0,삼성에피스홀딩스,433500,13005000,12090000,0.37
KR70093A0000,0093A0,005930,삼성전자,274500,244305000,238520000,15.18
KR70093A0000,0093A0,095340,ISC,161300,187591900,185847400,11.65
KR70093A0000,0093A0,000660,SK하이닉스,1645000,185885000,180009000,11.55
KR70093A0000,0093A0,240810,원익IPS,116600,183295200,188640000,11.39
KR70093A0000,0093A0,042700,한미반도체,229000,175185000,172890000,10.88
KR70093A0000,0093A0,080220,제주반도체,81500,173024500,187460900,10.75
KR70093A0000,0093A0,440110,파두,65500,150453500,144711000,9.35
KR70093A0000,0093A0,402340,SK스퀘어,1154000,143096000,138508000,8.89
KR70093A0000,0093A0,031980,피에스케이홀딩스,111200,108308800,102464800,6.73
KR70093A0000,0093A0,232140,와이씨,11100,58596900,57171570,3.64
KR7427120001,427120,181710,NHN,74700,16359300,14607300,14.86
KR7427120001,427120,030190,NICE평가정보,15870,9442650,9026150,8.58
KR7427120001,427120,035720,카카오,40000,8920000,8942300,8.1
KR7427120001,427120,035420,NAVER,228000,8892000,8833500,8.08
KR7427120001,427120,067160,SOOP,41500,8009500,8183200,7.27
KR7427120001,427120,042000,카페24,17840,7635520,7729680,6.93
KR7427120001,427120,052400,코나아이,39950,7031200,7251200,6.39
KR7427120001,427120,030520,한컴,18590,6859710,6756390,6.23
KR7427120001,427120,486990,노타,21000,6741000,6821250,6.12
KR7427120001,427120,376300,디어유,19800,5583600,5580780,5.07
KR7427120001,427120,304100,솔트룩스,17100,4446000,4433000,4.04
KR7427120001,427120,294570,쿠콘,20750,3548250,3565350,3.22
KR7427120001,427120,214180,헥토이노베이션,14770,2658600,2664000,2.41
KR7427120001,427120,300080,플리토,8730,2269800,2202200,2.06
KR7427120001,427120,094480,갤럭시아머니트리,5290,2264120,2238440,2.06
KR7427120001,427120,158430,아톤,4825,1833500,1734700,1.66
KR7427120001,427120,032620,GC메디아이,3050,1735450,1741140,1.58
KR7427120001,427120,488280,에스투더블유,11540,1661760,1645920,1.51
KR7427120001,427120,163730,핑거,10150,1552950,1554480,1.41
KR7427120001,427120,205100,엑셈,1347,1407615,1389850,1.28
KR7427120001,427120,042510,라온시큐어,8260,1247260,1236690,1.13
KR7290130004,290130,000660,SK하이닉스,1645000,717220000,694548000,29.95
KR7290130004,290130,005930,삼성전자,274500,663466500,647756000,27.71
KR7290130004,290130,402340,SK스퀘어,1154000,136172000,131806000,5.69
KR7290130004,290130,009150,삼성전기,1558000,110618000,106713000,4.62
KR7290130004,290130,105560,KB금융,168500,65715000,65559000,2.74
KR7290130004,290130,034020,두산에너빌리티,82600,45843000,44899500,1.91
KR7290130004,290130,028260,삼성물산,369000,45756000,45260000,1.91
KR7290130004,290130,000270,기아,141700,44352100,43006200,1.85
KR7290130004,290130,012330,현대모비스,547000,43760000,40880000,1.83
KR7290130004,290130,068270,셀트리온,201000,40401000,40602000,1.69
KR7290130004,290130,035420,NAVER,228000,40356000,40090500,1.69
KR7290130004,290130,005490,POSCO홀딩스,334000,29058000,28318500,1.21
KR7290130004,290130,316140,우리금융지주,33700,28880900,28538100,1.21
KR7290130004,290130,034730,SK,585000,26910000,25438000,1.12
KR7290130004,290130,373220,LG에너지솔루션,369500,23648000,23392000,0.99
KR7290130004,290130,000810,삼성화재,615000,23370000,23218000,0.98
KR7290130004,290130,267260,HD현대일렉트릭,803000,23287000,22765000,0.97
KR7290130004,290130,298040,효성중공업,2954000,17724000,18102000,0.74
KR7290130004,290130,030200,KT,53400,15112200,14857500,0.63
KR7290130004,290130,003550,LG,120000,13800000,13075500,0.58
KR7290130004,290130,267250,HD현대,235500,13659000,13282000,0.57
KR7290130004,290130,096770,SK이노베이션,128700,12355200,11683200,0.52
KR7290130004,290130,011070,LG이노텍,654000,11772000,11070000,0.49
KR7290130004,290130,000150,두산,1276000,11484000,11358000,0.48
KR7290130004,290130,086280,현대글로비스,211000,10128000,9816000,0.42
KR7290130004,290130,011200,HMM,21250,8542500,8462100,0.36
KR7290130004,290130,010950,S-Oil,147600,7970400,7608600,0.33
KR7290130004,290130,003670,포스코퓨처엠,170500,7843000,7631400,0.33
KR7290130004,290130,036930,주성엔지니어링,177800,7112000,7172000,0.3
KR7290130004,290130,021240,코웨이,98200,6874000,6804000,0.29
KR7442550000,442550,385550,RISE 단기채권알파액티브,113995,122202640,122291189,19.01
KR7442550000,442550,385540,RISE 종합채권(A-이상)액티브,102630,111456180,111590222,17.33
KR7442550000,442550,379780,RISE 미국S&P500,23960,108538800,108112297,16.88
KR7442550000,442550,368590,RISE 미국나스닥100,31455,89961300,89241057,13.99
KR7442550000,442550,273130,KODEX 종합채권(AA-이상)액티브,109625,49331250,49455372,7.67
KR7442550000,442550,481430,RISE 국고채10년액티브,98345,39338000,39402435,6.12
KR7442550000,442550,148020,RISE 200,110885,37257360,36301440,5.79
KR7442550000,442550,385560,RISE KIS국고채30년Enhanced,50685,32184975,32139849,5.01
KR7442550000,442550,295000,RISE 국채선물10년,51385,28621445,28613544,4.45
KR7442550000,442550,469060,RISE 미국반도체NYSE,37275,24079650,24169506,3.74
KR7442560009,442560,379780,RISE 미국S&P500,23960,173781880,173092845,25.17
KR7442560009,442560,368590,RISE 미국나스닥100,31455,142396785,141242400,20.63
KR7442560009,442560,385540,RISE 종합채권(A-이상)액티브,102630,117408720,117448760,17.01
KR7442560009,442560,385550,RISE 단기채권알파액티브,113995,91879970,91871910,13.31
KR7442560009,442560,148020,RISE 200,110885,57992855,56504920,8.4
KR7442560009,442560,481430,RISE 국고채10년액티브,98345,33535645,33552695,4.86
KR7442560009,442560,469060,RISE 미국반도체NYSE,37275,32913825,32988880,4.77
KR7442560009,442560,385560,RISE KIS국고채30년Enhanced,50685,23264415,23207040,3.37
KR7442560009,442560,295000,RISE 국채선물10년,51385,17213975,17202250,2.49
KR7442570008,442570,379780,RISE 미국S&P500,23960,214418040,213567885,29.78
KR7442570008,442570,368590,RISE 미국나스닥100,31455,173474325,172068000,24.1
KR7442570008,442570,385540,RISE 종합채권(A-이상)액티브,102630,89185470,89215885,12.39
KR7442570008,442570,385550,RISE 단기채권알파액티브,113995,71702855,71696565,9.96
KR7442570008,442570,148020,RISE 200,110885,71299055,69469720,9.9
KR7442570008,442570,481430,RISE 국고채10년액티브,98345,44550285,44572935,6.19
KR7442570008,442570,469060,RISE 미국반도체NYSE,37275,38952375,39041200,5.41
KR7442570008,442570,385560,RISE KIS국고채30년Enhanced,50685,16371255,16330880,2.27
KR7234310001,234310,005930,삼성전자,274500,823225500,803732000,29.39
KR7234310001,234310,402340,SK스퀘어,1154000,250418000,242389000,8.94
KR7234310001,234310,138040,메리츠금융지주,116700,144591300,146945400,5.16
KR7234310001,234310,006400,삼성SDI,516000,124872000,117854000,4.46
KR7234310001,234310,055550,신한지주,107400,100204200,99457800,3.58
KR7234310001,234310,012330,현대모비스,547000,97913000,91469000,3.5
KR7234310001,234310,329180,HD현대중공업,510000,84150000,81840000,3.0
KR7234310001,234310,207940,삼성바이오로직스,1548000,80496000,81328000,2.87
KR7234310001,234310,071050,한국금융지주,204000,76500000,74887500,2.73
KR7234310001,234310,005387,현대차2우B,213000,74124000,70122000,2.65
KR7234310001,234310,340570,티앤엘,32650,71340250,69920000,2.55
KR7234310001,234310,352820,하이브,179400,69248400,68090400,2.47
KR7234310001,234310,003550,LG,120000,65880000,62421300,2.35
KR7234310001,234310,005490,POSCO홀딩스,334000,62458000,60868500,2.23
KR7234310001,234310,298040,효성중공업,2954000,59080000,60340000,2.11
KR7234310001,234310,006260,LS,323500,57259500,57702000,2.04
KR7234310001,234310,001450,현대해상,45350,52469950,49693150,1.87
KR7234310001,234310,138930,BNK금융지주,15130,48854770,47950650,1.74
KR7234310001,234310,064960,SNT모티브,28450,46885600,45484800,1.67
KR7234310001,234310,357780,솔브레인,322000,45402000,46248000,1.62
KR7234310001,234310,086450,동국제약,19720,44902440,46564650,1.6
KR7234310001,234310,278470,에이피알,390500,44517000,45543000,1.59
KR7234310001,234310,036200,유니셈,8760,44019000,43918500,1.57
KR7234310001,234310,058470,리노공업,70800,42196800,42494800,1.51
KR7234310001,234310,015760,한국전력,33250,39401250,39223500,1.41
KR7234310001,234310,064400,LG씨엔에스,79900,32359500,31752000,1.16
KR7234310001,234310,214150,클래시스,37500,31200000,33030400,1.11
KR7234310001,234310,004000,롯데정밀화학,47100,30709200,30187600,1.1
KR7234310001,234310,014620,성광벤드,26050,28993650,29772750,1.04
KR7234310001,234310,047810,한국항공우주,146400,27376800,28274400,0.98
KR7241390004,241390,114100,RISE 국고채3년,106670,573991270,574024718,31.02
KR7241390004,241390,005930,삼성전자,274500,328851000,321185806,17.77
KR7241390004,241390,234310,RISE V&S셀렉트밸류,29230,160092710,156047499,8.65
KR7241390004,241390,402340,SK스퀘어,1154000,99244000,96975817,5.36
KR7241390004,241390,138040,메리츠금융지주,116700,57766500,58750122,3.12
KR7241390004,241390,006400,삼성SDI,516000,49536000,47194683,2.68
KR7241390004,241390,055550,신한지주,107400,39952800,39742409,2.16
KR7241390004,241390,012330,현대모비스,547000,38837000,36652599,2.1
KR7241390004,241390,329180,HD현대중공업,510000,33150000,32600691,1.79
KR7241390004,241390,207940,삼성바이오로직스,1548000,32508000,32844000,1.76
KR7241390004,241390,071050,한국금융지주,204000,30396000,29918674,1.64
KR7241390004,241390,005387,현대차2우B,213000,29394000,27990163,1.59
KR7241390004,241390,340570,티앤엘,32650,28503450,27944726,1.54
KR7241390004,241390,352820,하이브,179400,27627600,27229739,1.49
KR7241390004,241390,003550,LG,120000,26280000,24941641,1.42
KR7241390004,241390,005490,POSCO홀딩스,334000,24716000,24353291,1.34
KR7241390004,241390,298040,효성중공업,2954000,23632000,24136000,1.28
KR7241390004,241390,006260,LS,323500,22645000,23116334,1.22
KR7241390004,241390,001450,현대해상,45350,20951700,19858516,1.13
KR7241390004,241390,138930,BNK금융지주,15130,19517700,19167298,1.05
KR7241390004,241390,064960,SNT모티브,28450,18720100,18185888,1.01
KR7241390004,241390,357780,솔브레인,322000,18032000,18546891,0.97
KR7241390004,241390,086450,동국제약,19720,17925480,18607639,0.97
KR7241390004,241390,036200,유니셈,8760,17590080,17553097,0.95
KR7241390004,241390,278470,에이피알,390500,17572500,18231701,0.95
KR7241390004,241390,058470,리노공업,70800,16850400,16975881,0.91
KR7241390004,241390,015760,한국전력,33250,15727250,15674352,0.85
KR7241390004,241390,064400,LG씨엔에스,79900,12863900,12693665,0.7
KR7241390004,241390,214150,클래시스,37500,12450000,13209269,0.67
KR7241390004,241390,004000,롯데정밀화학,47100,12246000,12059043,0.66
KR7417450004,417450,336260,두산퓨얼셀,37850,57456300,57858210,69.44
