ISIN,종목코드,구성종목코드,구성종목명,현재가,구성금액,평가금액,비중
KR7433970001,433970,390390,KODEX 미국반도체,56650,4418700,4427280,1.15
KR7433970001,433970,487230,KODEX 미국AI전력핵심인프라,21490,4147570,4187135,1.08
KR7433970001,433970,091160,KODEX 반도체,126250,3282500,3212950,0.85
KR7433970001,433970,487240,KODEX AI전력핵심설비,36740,3233120,3242360,0.84
KR7433970001,433970,395160,KODEX AI반도체TOP2플러스,41000,3198000,3100110,0.83
KR7433980000,433980,439860,KODEX ESG종합채권(A-이상)액티브,113580,107560260,107579200,33.3
KR7433980000,433980,273130,KODEX 종합채권(AA-이상)액티브,109625,56895375,56916135,17.61
KR7433980000,433980,488770,KODEX 머니마켓액티브,105255,56627190,56605670,17.53
KR7433980000,433980,214980,KODEX 단기채권PLUS,114520,29431640,29423930,9.11
KR7433980000,433980,114260,KODEX 국고채3년,61815,19657170,19661940,6.09
KR7433980000,433980,0038A0,KODEX 미국휴머노이드로봇,15965,9131980,9089080,2.83
KR7433980000,433980,485540,KODEX 미국AI테크TOP10,15740,8263500,8200500,2.56
KR7433980000,433980,478150,TIME 글로벌우주테크&방산액티브,21480,7732800,7808400,2.39
KR7433980000,433980,487230,KODEX 미국AI전력핵심인프라,21490,6575940,6638670,2.04
KR7433980000,433980,390390,KODEX 미국반도체,56650,6571400,6584160,2.03
KR7433980000,433980,091160,KODEX 반도체,126250,5050000,4943000,1.56
KR7433980000,433980,395160,KODEX AI반도체TOP2플러스,41000,4797000,4650165,1.48
KR7433980000,433980,487240,KODEX AI전력핵심설비,36740,4739460,4753005,1.47
KR7434060000,434060,439860,KODEX ESG종합채권(A-이상)액티브,113580,84503520,84518400,27.36
KR7434060000,434060,273130,KODEX 종합채권(AA-이상)액티브,109625,29050625,29061225,9.41
KR7434060000,434060,214980,KODEX 단기채권PLUS,114520,27141240,27134130,8.79
KR7434060000,434060,0038A0,KODEX 미국휴머노이드로봇,15965,21057835,20958910,6.82
KR7434060000,434060,485540,KODEX 미국AI테크TOP10,15740,20383300,20227900,6.6
KR7434060000,434060,114260,KODEX 국고채3년,61815,18482685,18487170,5.98
KR7434060000,434060,488770,KODEX 머니마켓액티브,105255,17367075,17360475,5.62
KR7434060000,434060,478150,TIME 글로벌우주테크&방산액티브,21480,16840320,17004960,5.45
KR7434060000,434060,487230,KODEX 미국AI전력핵심인프라,21490,16719220,16878710,5.41
KR7434060000,434060,390390,KODEX 미국반도체,56650,16428500,16460400,5.32
KR7434060000,434060,091160,KODEX 반도체,126250,16033750,15694025,5.19
KR7434060000,434060,395160,KODEX AI반도체TOP2플러스,41000,13038000,12638910,4.22
KR7434060000,434060,487240,KODEX AI전력핵심설비,36740,11830280,11864090,3.83
KR70082V0008,0082V0,439860,KODEX ESG종합채권(A-이상)액티브,113580,56562840,56572800,27.84
KR70082V0008,0082V0,273130,KODEX 종합채권(AA-이상)액티브,109625,19294000,19301040,9.5
KR70082V0008,0082V0,488770,KODEX 머니마켓액티브,105255,18419625,18412625,9.07
KR70082V0008,0082V0,0038A0,KODEX 미국휴머노이드로봇,15965,14065165,13999090,6.92
KR70082V0008,0082V0,485540,KODEX 미국AI테크TOP10,15740,13316040,13214520,6.56
KR70082V0008,0082V0,214980,KODEX 단기채권PLUS,114520,12139120,12135940,5.98
KR70082V0008,0082V0,114260,KODEX 국고채3년,61815,11497590,11500380,5.66
KR70082V0008,0082V0,478150,TIME 글로벌우주테크&방산액티브,21480,11255520,11365560,5.54
KR70082V0008,0082V0,390390,KODEX 미국반도체,56650,11103400,11124960,5.47
KR70082V0008,0082V0,487230,KODEX 미국AI전력핵심인프라,21490,10508610,10608855,5.17
KR70082V0008,0082V0,091160,KODEX 반도체,126250,8585000,8403100,4.23
KR70082V0008,0082V0,395160,KODEX AI반도체TOP2플러스,41000,8200000,7949000,4.04
KR70082V0008,0082V0,487240,KODEX AI전력핵심설비,36740,8193020,8216435,4.03
KR7395170004,395170,373220,LG에너지솔루션,369500,182163500,180191500,11.07
KR7395170004,395170,012330,현대모비스,547000,179963000,168119000,10.94
KR7395170004,395170,402340,SK스퀘어,1154000,177716000,172018000,10.8
KR7395170004,395170,005930,삼성전자,274500,174033000,169912000,10.58
KR7395170004,395170,028260,삼성물산,369000,170478000,168630000,10.36
KR7395170004,395170,009150,삼성전기,1558000,163590000,157815000,9.94
KR7395170004,395170,032830,삼성생명,301000,156219000,151288500,9.49
KR7395170004,395170,329180,HD현대중공업,510000,149430000,145328000,9.08
KR7395170004,395170,000660,SK하이닉스,1645000,148050000,143370000,9.0
KR7395170004,395170,005380,현대차,453000,144054000,133083000,8.75
KR70190G0006,0190G0,000660,SK하이닉스,1645000,324065000,313821000,36.07
KR70190G0006,0190G0,005930,삼성전자,274500,221796000,216544000,24.69
KR70190G0006,0190G0,042700,한미반도체,229000,57250000,56500000,6.37
KR70190G0006,0190G0,036930,주성엔지니어링,177800,32715200,32991200,3.64
KR70190G0006,0190G0,240810,원익IPS,116600,22503800,23160000,2.5
KR70190G0006,0190G0,058470,리노공업,70800,20886000,21033500,2.32
KR70190G0006,0190G0,039030,이오테크닉스,404000,20200000,18925000,2.25
KR70190G0006,0190G0,000990,DB하이텍,102800,18606800,18045700,2.07
KR70190G0006,0190G0,222800,심텍,108700,15652800,15235200,1.74
KR70190G0006,0190G0,319660,피에스케이,134100,15421500,15479000,1.72
KR70190G0006,0190G0,080220,제주반도체,81500,14507000,15717400,1.61
KR70190G0006,0190G0,440110,파두,65500,13820500,13293000,1.54
KR70190G0006,0190G0,403870,HPSP,40400,10908000,11124000,1.21
KR70190G0006,0190G0,084370,유진테크,131100,10619100,10935000,1.18
KR70190G0006,0190G0,067310,하나마이크론,36600,10284600,10298650,1.14
KR70190G0006,0190G0,098460,고영,32350,9769700,9633800,1.09
KR70190G0006,0190G0,095340,ISC,161300,9678000,9588000,1.08
KR70190G0006,0190G0,064760,티씨케이,244000,8052000,7491000,0.9
KR70190G0006,0190G0,089030,테크윙,49250,7683000,7698600,0.86
KR70190G0006,0190G0,323280,태성,54000,6750000,6375000,0.75
KR70190G0006,0190G0,131970,두산테스나,84000,5796000,5796000,0.65
KR70190G0006,0190G0,218410,RFHIC,53200,5160400,5267100,0.57
KR70190G0006,0190G0,031980,피에스케이홀딩스,111200,4670400,4418400,0.52
KR70190G0006,0190G0,101490,에스앤에스텍,44500,4227500,4265500,0.47
KR70190G0006,0190G0,322000,HD현대에너지솔루션,123300,3699000,3726000,0.41
KR70190G0006,0190G0,166090,하나머티리얼즈,58300,3556300,3660000,0.4
KR70190G0006,0190G0,281820,케이씨텍,71900,3451200,3451200,0.38
KR70190G0006,0190G0,161580,필옵틱스,29850,2955150,2960100,0.33
KR70190G0006,0190G0,213420,덕산네오룩스,35050,2663800,2682800,0.3
KR70190G0006,0190G0,108320,LX세미콘,41500,2656000,2569600,0.3
KR7325020006,325020,005930,삼성전자,274500,555588000,542432000,18.51
KR7325020006,325020,105560,KB금융,168500,235226000,234667600,7.84
KR7325020006,325020,055550,신한지주,107400,181183800,179834200,6.04
KR7325020006,325020,000270,기아,141700,157853800,153063600,5.26
KR7325020006,325020,086790,하나금융지주,133000,146167000,143969000,4.87
KR7325020006,325020,068270,셀트리온,201000,136479000,137158000,4.55
KR7325020006,325020,316140,우리금융지주,33700,101740300,100532700,3.39
KR7325020006,325020,005490,POSCO홀딩스,334000,98864000,96348000,3.29
KR7325020006,325020,034730,SK,585000,89505000,84609000,2.98
KR7325020006,325020,000810,삼성화재,615000,83025000,82485000,2.77
KR7325020006,325020,009540,HD한국조선해양,386000,80674000,77643500,2.69
KR7325020006,325020,329180,HD현대중공업,510000,76500000,74400000,2.55
KR7325020006,325020,033780,KT&G,176000,63184000,62394200,2.11
KR7325020006,325020,011200,HMM,21250,61412500,60834500,2.05
KR7325020006,325020,003550,LG,120000,46320000,43888200,1.54
KR7325020006,325020,015760,한국전력,33250,45153500,44949800,1.5
KR7325020006,325020,071050,한국금융지주,204000,38556000,37743300,1.28
KR7325020006,325020,086280,현대글로비스,211000,36292000,35174000,1.21
KR7325020006,325020,030200,KT,53400,35190600,34597500,1.17
KR7325020006,325020,005830,DB손해보험,176800,33238400,31320800,1.11
KR7325020006,325020,003490,대한항공,26300,30008300,29780100,1.0
KR7325020006,325020,016360,삼성증권,93000,25854000,25715000,0.86
KR7325020006,325020,078930,GS,117000,24102000,22124400,0.8
KR7325020006,325020,021240,코웨이,98200,23568000,23328000,0.79
KR7325020006,325020,024110,기업은행,20400,23541600,23080000,0.78
KR7325020006,325020,161390,한국타이어앤테크놀로지,71600,22554000,22522500,0.75
KR7325020006,325020,039490,키움증권,300500,20734500,20493000,0.69
KR7325020006,325020,005940,NH투자증권,28750,19952500,19674900,0.66
KR7325020006,325020,175330,JB금융지주,28000,19852000,20809150,0.66
KR7325020006,325020,267270,HD건설기계,138600,18711000,18832500,0.62
KR7244670006,244670,280360,롯데웰푸드,129300,46289400,42673600,3.91
KR7244670006,244670,005440,현대지에프홀딩스,11920,42161040,41206050,3.56
KR7244670006,244670,078930,GS,117000,42003000,38556600,3.55
KR7244670006,244670,006040,동원산업,37550,40291150,39593700,3.41
KR7244670006,244670,002310,아세아제지,7790,38973370,39023400,3.29
KR7244670006,244670,000640,동아쏘시오홀딩스,93000,37479000,38043200,3.17
KR7244670006,244670,035760,CJ ENM,34400,37152000,37368000,3.14
KR7244670006,244670,000120,CJ대한통운,77200,35820800,34336000,3.03
KR7244670006,244670,001680,대상,18370,34664190,33569730,2.93
KR7244670006,244670,097950,CJ제일제당,185400,34484400,33945000,2.92
KR7244670006,244670,004490,세방전지,58000,34452000,32848200,2.91
KR7244670006,244670,002790,아모레퍼시픽홀딩스,26350,34413100,34217200,2.91
KR7244670006,244670,009290,광동제약,6320,33028320,32505720,2.79
KR7244670006,244670,000490,대동,8300,32951000,33665600,2.79
KR7244670006,244670,014830,유니드,63900,31247100,31002600,2.64
KR7244670006,244670,001120,LX인터내셔널,37800,29484000,29328000,2.49
KR7244670006,244670,003380,하림지주,11230,29433830,29355200,2.49
KR7244670006,244670,200880,서연이화,13050,28801350,27278520,2.43
KR7244670006,244670,001800,오리온홀딩스,26800,28783200,28299900,2.43
KR7244670006,244670,001390,KG케미칼,4530,27841380,27718460,2.35
KR7244670006,244670,002350,넥센타이어,6730,24093400,23234200,2.04
KR7244670006,244670,139480,이마트,78900,23196600,22961400,1.96
KR7244670006,244670,011760,현대코퍼레이션,27500,22165000,22044100,1.87
KR7244670006,244670,008060,대덕,17000,22134000,20649720,1.87
KR7244670006,244670,005250,녹십자홀딩스,10750,22026750,21391560,1.86
KR7244670006,244670,009970,영원무역홀딩스,189400,21591600,21694200,1.83
KR7244670006,244670,031430,신세계인터내셔날,11010,21117180,20445880,1.79
KR7244670006,244670,001040,CJ,138100,19195900,19126400,1.62
KR7244670006,244670,120110,코오롱인더,55300,19133800,19272200,1.62
KR7244670006,244670,020000,한섬,16350,19064100,18539400,1.61
KR70177N0004,0177N0,000660,SK하이닉스,1645000,361900000,350460000,50.1
KR70177N0004,0177N0,005930,삼성전자,274500,360418500,351884000,49.9
KR7446690000,446690,005930,삼성전자,274500,278068500,271484000,22.37
KR7446690000,446690,000660,SK하이닉스,1645000,258265000,250101000,20.78
KR7446690000,446690,095610,테스,147500,176262500,173275000,14.18
KR7446690000,446690,009150,삼성전기,1558000,176054000,169839000,14.16
KR7446690000,446690,420770,기가비스,120100,74101700,72744300,5.96
KR7446690000,446690,319660,피에스케이,134100,72816300,73087800,5.86
KR7446690000,446690,089970,브이엠,68200,66085800,66376500,5.32
KR7446690000,446690,000150,두산,1276000,52316000,51742000,4.21
KR7446690000,446690,036930,주성엔지니어링,177800,41249600,41597600,3.32
KR7446690000,446690,031980,피에스케이홀딩스,111200,24908800,23564800,2.0
KR7446690000,446690,170920,엘티씨,38250,22797000,24197600,1.83
KR7091180000,091180,005380,현대차,453000,405435000,374557500,25.51
KR7091180000,091180,012330,현대모비스,547000,346251000,323463000,21.79
KR7091180000,091180,000270,기아,141700,260728000,252816000,16.41
KR7091180000,091180,161390,한국타이어앤테크놀로지,71600,189668400,189403500,11.93
KR7091180000,091180,204320,HL만도,57100,68234500,66322500,4.29
KR7091180000,091180,018880,한온시스템,3820,49151940,48958935,3.09
KR7091180000,091180,007340,DN오토모티브,58900,44469500,37334750,2.8
KR7091180000,091180,011210,현대위아,67800,38781600,37866400,2.44
KR7091180000,091180,005850,에스엘,61600,35851200,34338000,2.26
KR7091180000,091180,073240,금호타이어,8140,33626340,33626340,2.12
KR7091180000,091180,000240,한국앤컴퍼니,26250,22968750,22750000,1.45
KR7091180000,091180,437730,삼현,40100,16882100,16166400,1.06
KR7091180000,091180,004490,세방전지,58000,16878000,16092300,1.06
KR7091180000,091180,064960,SNT모티브,28450,11123950,10791600,0.7
KR7091180000,091180,015750,성우하이텍,6270,10727970,10402880,0.67
KR7091180000,091180,003620,KG모빌리티,2915,9572860,9392240,0.6
KR7091180000,091180,009900,명신산업,8120,8168720,7303560,0.51
KR7091180000,091180,036530,SNT홀딩스,48400,8131200,8080800,0.51
KR7091180000,091180,002350,넥센타이어,6730,8001970,7716610,0.5
KR7091180000,091180,271940,일진하이솔루스,11500,4623000,4643100,0.29
KR70153K0005,0153K0,316140,우리금융지주,33700,103391600,102164400,8.45
KR70153K0005,0153K0,086790,하나금융지주,133000,102942000,101394000,8.41
KR70153K0005,0153K0,081660,미스토홀딩스,42500,102850000,103818000,8.4
KR70153K0005,0153K0,055550,신한지주,107400,95586000,94874000,7.81
KR70153K0005,0153K0,105560,KB금융,168500,94023000,93799800,7.68
KR70153K0005,0153K0,033780,KT&G,176000,93984000,92809200,7.68
KR70153K0005,0153K0,175330,JB금융지주,28000,83328000,87345600,6.81
KR70153K0005,0153K0,030200,KT,53400,68512200,67357500,5.6
KR70153K0005,0153K0,030000,제일기획,18980,54909140,54128030,4.49
KR70153K0005,0153K0,139130,iM금융지주,17470,50051550,48619050,4.09
KR70153K0005,0153K0,005830,DB손해보험,176800,44376800,41816600,3.63
KR70153K0005,0153K0,138930,BNK금융지주,15130,43877000,43065000,3.59
KR70153K0005,0153K0,067160,SOOP,41500,29423500,30061600,2.4
KR70153K0005,0153K0,078930,GS,117000,22698000,20835600,1.85
KR70153K0005,0153K0,032640,LG유플러스,15060,19111140,18654300,1.56
KR70153K0005,0153K0,003690,코리안리,15290,16834290,16151670,1.38
KR70153K0005,0153K0,018670,SK가스,244000,15860000,14820000,1.3
KR70153K0005,0153K0,005810,풍산홀딩스,39450,15267150,14667300,1.25
KR70153K0005,0153K0,000240,한국앤컴퍼니,26250,15198750,15054000,1.24
KR70153K0005,0153K0,161390,한국타이어앤테크놀로지,71600,15179200,15158000,1.24
KR70153K0005,0153K0,029780,삼성카드,48550,15147600,14632800,1.24
KR70153K0005,0153K0,001800,오리온홀딩스,26800,14820400,14571550,1.21
KR70153K0005,0153K0,069260,TKG휴켐스,16350,14715000,14454000,1.2
KR70153K0005,0153K0,214320,이노션,19330,13898270,13704140,1.14
KR70153K0005,0153K0,001120,LX인터내셔널,37800,13721400,13648800,1.12
KR70153K0005,0153K0,016360,삼성증권,93000,13485000,13412500,1.1
KR70153K0005,0153K0,047050,포스코인터내셔널,53300,13111800,13357800,1.07
KR70153K0005,0153K0,005940,NH투자증권,28750,12995000,12814200,1.06
KR70153K0005,0153K0,005850,에스엘,61600,12689600,12154000,1.04
KR70153K0005,0153K0,039490,키움증권,300500,11719500,11583000,0.96
KR7117680009,117680,005490,POSCO홀딩스,334000,190046000,185209500,21.91
KR7117680009,117680,004020,현대제철,29900,168337000,162144000,19.4
KR7117680009,117680,010130,고려아연,1196000,163852000,168921000,18.89
KR7117680009,117680,103140,풍산,82000,92332000,94584000,10.64
KR7117680009,117680,001430,세아베스틸지주,45000,36720000,35536800,4.23
KR7117680009,117680,006110,삼아알미늄,52900,29994300,30788100,3.46
KR7117680009,117680,295310,에이치브이엠,53800,28191200,28034000,3.25
KR7117680009,117680,460860,동국제강,9860,23259740,22811530,2.68
KR7117680009,117680,005810,풍산홀딩스,39450,18659850,17926700,2.15
KR7117680009,117680,009520,포스코엠텍,12400,17285600,17146200,1.99
KR7117680009,117680,016380,KG스틸,5690,14862280,14731680,1.71
KR7117680009,117680,002710,TCC스틸,10450,12289200,12124560,1.42
KR7117680009,117680,000670,영풍,38100,12230100,12454800,1.41
KR7117680009,117680,001390,KG케미칼,4530,9993180,9949060,1.15
KR7117680009,117680,003030,세아제강지주,108000,9936000,9972800,1.15
KR7117680009,117680,306200,세아제강,132800,9030400,9050800,1.04
KR7117680009,117680,001940,KISCO홀딩스,27900,9011700,8785600,1.04
KR7117680009,117680,092790,넥스틸,12920,8320480,8429960,0.96
KR7117680009,117680,151860,KG에코솔루션,5820,7048020,7023800,0.81
KR7117680009,117680,084010,대한제강,8680,6188840,6067630,0.71
KR7375770005,375770,005930,삼성전자,274500,718641000,701624000,28.58
KR7375770005,375770,000660,SK하이닉스,1645000,468825000,454005000,18.64
KR7375770005,375770,402340,SK스퀘어,1154000,83088000,80424000,3.3
KR7375770005,375770,005380,현대차,453000,43941000,40594500,1.75
KR7375770005,375770,034020,두산에너빌리티,82600,40474000,39641000,1.61
KR7375770005,375770,105560,KB금융,168500,39092000,38999200,1.55
KR7375770005,375770,055550,신한지주,107400,38986200,38695800,1.55
KR7375770005,375770,012450,한화에어로스페이스,1160000,35960000,36735000,1.43
KR7375770005,375770,086790,하나금융지주,133000,30856000,30392000,1.23
KR7375770005,375770,009150,삼성전기,1558000,29602000,28557000,1.18
KR7375770005,375770,068270,셀트리온,201000,29547000,29694000,1.18
KR7375770005,375770,000270,기아,141700,28481700,27617400,1.13
KR7375770005,375770,006400,삼성SDI,516000,23736000,22402000,0.94
KR7375770005,375770,316140,우리금융지주,33700,19242700,19014300,0.77
KR7375770005,375770,035420,NAVER,228000,19152000,19026000,0.76
KR7375770005,375770,051910,LG화학,280500,18793500,18458500,0.75
KR7375770005,375770,009540,HD한국조선해양,386000,17370000,16717500,0.69
KR7375770005,375770,207940,삼성바이오로직스,1548000,17028000,17204000,0.68
KR7375770005,375770,010130,고려아연,1196000,16744000,17262000,0.67
KR7375770005,375770,010140,삼성중공업,22300,15543100,15334000,0.62
KR7375770005,375770,028260,삼성물산,369000,15498000,15330000,0.62
KR7375770005,375770,010120,LS ELECTRIC,206500,15487500,16050000,0.62
KR7375770005,375770,012330,현대모비스,547000,15316000,14308000,0.61
KR7375770005,375770,033780,KT&G,176000,14256000,14077800,0.57
KR7375770005,375770,032830,삼성생명,301000,14147000,13700500,0.56
KR7375770005,375770,079550,LIG디펜스앤에어로스페이스,815000,13855000,14229000,0.55
KR7375770005,375770,329180,HD현대중공업,510000,13770000,13392000,0.55
KR7375770005,375770,267260,HD현대일렉트릭,803000,13651000,13345000,0.54
KR7375770005,375770,196170,알테오젠,314000,12560000,12700000,0.5
KR7375770005,375770,000810,삼성화재,615000,12300000,12220000,0.49
KR7459560009,459560,373220,LG에너지솔루션,369500,24756500,24488500,57.59
KR7459560009,459560,051910,LG화학,280500,18232500,17907500,42.41
KR7298770009,298770,005930,삼성전자,274500,1518259500,1482308000,49.39
KR7298770009,298770,000660,SK하이닉스,1645000,990290000,958986000,32.21
KR7298770009,298770,009150,삼성전기,1558000,185402000,178857000,6.03
KR7298770009,298770,035420,NAVER,228000,76380000,75877500,2.48
KR7298770009,298770,006400,삼성SDI,516000,74820000,70615000,2.43
KR7298770009,298770,035720,카카오,40000,29040000,29112600,0.94
KR7298770009,298770,017670,SK텔레콤,100500,25125000,22775000,0.82
KR7298770009,298770,042700,한미반도체,229000,23358000,23052000,0.76
KR7298770009,298770,018260,삼성에스디에스,243500,22889000,22278000,0.74
KR7298770009,298770,011070,LG이노텍,654000,21582000,20295000,0.7
KR7298770009,298770,259960,크래프톤,238000,16184000,15946000,0.53
KR7298770009,298770,030200,KT,53400,15646200,15382500,0.51
KR7298770009,298770,036930,주성엔지니어링,177800,13157200,13268200,0.43
KR7298770009,298770,007660,이수페타시스,95600,12141200,12293600,0.39
KR7298770009,298770,352820,하이브,179400,9508200,9349200,0.31
KR7298770009,298770,064400,LG씨엔에스,79900,9188500,9016000,0.3
KR7298770009,298770,036570,NC,247500,8415000,8279000,0.27
KR7298770009,298770,307950,현대오토에버,489500,7832000,7184000,0.25
KR7298770009,298770,034220,LG디스플레이,10270,7671690,7425180,0.25
KR7298770009,298770,058470,리노공업,70800,7150800,7201300,0.23
KR7152100004,152100,005930,삼성전자,274500,1930558500,1884844000,34.47
KR7152100004,152100,000660,SK하이닉스,1645000,1409765000,1365201000,25.17
KR7152100004,152100,402340,SK스퀘어,1154000,160406000,155263000,2.86
KR7152100004,152100,009150,삼성전기,1558000,130872000,126252000,2.34
KR7152100004,152100,005380,현대차,453000,93318000,86211000,1.67
KR7152100004,152100,105560,KB금융,168500,77341500,77157900,1.38
KR7152100004,152100,055550,신한지주,107400,66695400,66198600,1.19
KR7152100004,152100,012450,한화에어로스페이스,1160000,56840000,58065000,1.01
KR7152100004,152100,034020,두산에너빌리티,82600,53937800,52827700,0.96
KR7152100004,152100,028260,삼성물산,369000,53874000,53290000,0.96
KR7152100004,152100,000270,기아,141700,52145600,50563200,0.93
KR7152100004,152100,012330,현대모비스,547000,51418000,48034000,0.92
KR7152100004,152100,086790,하나금융지주,133000,50008000,49256000,0.89
KR7152100004,152100,068270,셀트리온,201000,47637000,47874000,0.85
KR7152100004,152100,006400,삼성SDI,516000,47472000,44804000,0.85
KR7152100004,152100,035420,NAVER,228000,47424000,47112000,0.85
KR7152100004,152100,032830,삼성생명,301000,38528000,37312000,0.69
KR7152100004,152100,066570,LG전자,215000,35260000,33866000,0.63
KR7152100004,152100,005490,POSCO홀딩스,334000,34068000,33201000,0.61
KR7152100004,152100,316140,우리금융지주,33700,33969600,33566400,0.61
KR7152100004,152100,034730,SK,585000,31590000,29862000,0.56
KR7152100004,152100,373220,LG에너지솔루션,369500,27712500,27412500,0.49
KR7152100004,152100,000810,삼성화재,615000,27675000,27495000,0.49
KR7152100004,152100,009540,HD한국조선해양,386000,27406000,26376500,0.49
KR7152100004,152100,267260,HD현대일렉트릭,803000,27302000,26690000,0.49
KR7152100004,152100,329180,HD현대중공업,510000,25500000,24800000,0.46
KR7152100004,152100,010120,LS ELECTRIC,206500,24573500,25466000,0.44
KR7152100004,152100,033780,KT&G,176000,23936000,23636800,0.43
KR7152100004,152100,207940,삼성바이오로직스,1548000,23220000,23460000,0.41
KR7152100004,152100,017670,SK텔레콤,100500,22612500,20497500,0.4
KR7251590006,251590,123890,한국자산신탁,2405,26060580,24760260,3.0
KR7251590006,251590,122900,아이마켓코리아,7970,25535880,25215480,2.94
KR7251590006,251590,089860,롯데렌탈,45000,25515000,24097500,2.94
KR7251590006,251590,316140,우리금융지주,33700,24803200,24508800,2.86
KR7251590006,251590,033780,KT&G,176000,24464000,24158200,2.82
KR7251590006,251590,002960,한국쉘석유,519000,24393000,23782000,2.81
KR7251590006,251590,030000,제일기획,18980,24218480,23873960,2.79
KR7251590006,251590,024110,기업은행,20400,23460000,23000000,2.7
KR7251590006,251590,344820,KCC글라스,25250,23356250,22662500,2.69
KR7251590006,251590,214320,이노션,19330,23311980,22986360,2.68
KR7251590006,251590,032640,LG유플러스,15060,22484580,21947100,2.59
KR7251590006,251590,035250,강원랜드,14590,22162210,21782460,2.55
KR7251590006,251590,030200,KT,53400,22054200,21682500,2.54
KR7251590006,251590,003460,유화증권,3240,21594600,21261350,2.49
KR7251590006,251590,015360,INVENI,14370,21167010,20916600,2.44
KR7251590006,251590,029780,삼성카드,48550,20779400,20073200,2.39
KR7251590006,251590,000080,하이트진로,15850,20494050,19873410,2.36
KR7251590006,251590,003300,한일홀딩스,17220,20474580,19915750,2.36
KR7251590006,251590,069260,TKG휴켐스,16350,19570950,19223820,2.25
KR7251590006,251590,007310,오뚜기,337000,19209000,18610500,2.21
KR7251590006,251590,095570,AJ네트웍스,4520,19182880,18758480,2.21
KR7251590006,251590,002100,경농,9270,18669780,18508660,2.15
KR7251590006,251590,003690,코리안리,15290,18531480,17780040,2.13
KR7251590006,251590,003490,대한항공,26300,18462600,18322200,2.13
KR7251590006,251590,012750,에스원,77700,17171700,17260100,1.98
KR7251590006,251590,034830,한국토지신탁,1163,16990267,16347471,1.96
KR7251590006,251590,034310,NICE,12990,16835040,16472160,1.94
KR7251590006,251590,102260,동성케미컬,3800,15925800,15695295,1.83
KR7251590006,251590,453340,현대그린푸드,18580,15793000,15419000,1.82
KR7251590006,251590,008060,대덕,17000,15521000,14480180,1.79
KR7447660002,447660,298340,PLUS 국채선물3년,56515,140383260,140480904,53.87
KR7447660002,447660,114820,TIGER 국채3년,105110,62014900,62128172,23.8
KR7447660002,447660,114100,RISE 국고채3년,106670,48428180,48481812,18.58
KR7447660002,447660,114460,ACE 국고채3년,100730,6043800,6107569,2.32
KR7447660002,447660,114260,KODEX 국고채3년,61815,3708900,3747268,1.42
KR7227830007,227830,005930,삼성전자,274500,1046119500,1021348000,29.02
KR7227830007,227830,000660,SK하이닉스,1645000,764925000,740745000,21.22
KR7227830007,227830,402340,SK스퀘어,1154000,99244000,96062000,2.75
KR7227830007,227830,009150,삼성전기,1558000,76342000,73647000,2.12
KR7227830007,227830,005380,현대차,453000,60249000,55660500,1.67
KR7227830007,227830,373220,LG에너지솔루션,369500,56533500,55921500,1.57
KR7227830007,227830,207940,삼성바이오로직스,1548000,46440000,46920000,1.29
KR7227830007,227830,105560,KB금융,168500,40945500,40848300,1.14
KR7227830007,227830,012450,한화에어로스페이스,1160000,39440000,40290000,1.09
KR7227830007,227830,032830,삼성생명,301000,39130000,37895000,1.09
KR7227830007,227830,028260,삼성물산,369000,39114000,38690000,1.09
KR7227830007,227830,000270,기아,141700,36133500,35037000,1.0
KR7227830007,227830,329180,HD현대중공업,510000,34680000,33728000,0.96
KR7227830007,227830,034020,두산에너빌리티,82600,34526800,33816200,0.96
KR7227830007,227830,055550,신한지주,107400,33186600,32939400,0.92
KR7227830007,227830,012330,현대모비스,547000,32273000,30149000,0.9
KR7227830007,227830,068270,셀트리온,201000,30552000,30704000,0.85
KR7227830007,227830,034730,SK,585000,27495000,25991000,0.76
KR7227830007,227830,006400,삼성SDI,516000,27348000,25811000,0.76
KR7227830007,227830,086790,하나금융지주,133000,23807000,23449000,0.66
KR7227830007,227830,035420,NAVER,228000,23256000,23103000,0.65
KR7227830007,227830,066570,LG전자,215000,22790000,21889000,0.63
KR7227830007,227830,010120,LS ELECTRIC,206500,20237000,20972000,0.56
KR7227830007,227830,042660,한화오션,95800,19160000,18140000,0.53
KR7227830007,227830,267260,HD현대일렉트릭,803000,18469000,18055000,0.51
KR7227830007,227830,000810,삼성화재,615000,18450000,18330000,0.51
KR7227830007,227830,009540,HD한국조선해양,386000,17756000,17089000,0.49
KR7227830007,227830,298040,효성중공업,2954000,17724000,18102000,0.49
KR7227830007,227830,005490,POSCO홀딩스,334000,17368000,16926000,0.48
KR7227830007,227830,010130,고려아연,1196000,16744000,17262000,0.46
KR7122090004,122090,000660,SK하이닉스,1645000,783020000,758268000,31.51
KR7122090004,122090,005930,삼성전자,274500,778207500,759780000,31.32
KR7122090004,122090,402340,SK스퀘어,1154000,88858000,86009000,3.58
KR7122090004,122090,009150,삼성전기,1558000,73226000,70641000,2.95
KR7122090004,122090,005380,현대차,453000,51642000,47709000,2.08
KR7122090004,122090,105560,KB금융,168500,42967500,42865500,1.73
KR7122090004,122090,055550,신한지주,107400,37053000,36777000,1.49
KR7122090004,122090,012450,한화에어로스페이스,1160000,31320000,31995000,1.26
KR7122090004,122090,034020,두산에너빌리티,82600,29983800,29366700,1.21
