KRX코드,YTD수익률,1년수익률,시작일_YTD,시작일_1년,기준일자
0046Y0,10.34,20.12,20260102,20250811,20260810
0049M0,2.34,10.32,20260102,20250811,20260810
0049K0,4.55,9.17,20260102,20250811,20260810
181480,8.3,5.99,20260102,20250811,20260810
480020,-11.52,-2.63,20260102,20250811,20260810
465580,12.08,29.94,20260102,20250811,20260810
465610,17.44,52.43,20260102,20250811,20260810
465620,-14.1,-29.03,20260102,20250811,20260810
473590,-6.05,3.74,20260102,20250811,20260810
0008E0,19.55,31.39,20260102,20250811,20260810
391600,0.18,21.19,20260102,20250811,20260810
455660,-3.22,-4.53,20260102,20250811,20260810
245710,-7.63,10.41,20260102,20250811,20260810
131890,44.4,83.96,20260102,20250811,20260810
108450,60.33,121.3,20260102,20250811,20260810
316300,-7.49,3.03,20260102,20250811,20260810
277540,28.59,60.25,20260102,20250811,20260810
483320,67.55,130.27,20260102,20250811,20260810
448540,6.78,8.96,20260102,20250811,20260810
0099L0,0.39,,20260102,20250811,20260810
433500,31.88,60.61,20260102,20250811,20260810
0102X0,7.46,,20260102,20250811,20260810
487920,-6.65,1.26,20260102,20250811,20260810
487910,-6.94,-1.56,20260102,20250811,20260810
145670,-51.47,-66.92,20260102,20250811,20260810
497520,5.39,37.95,20260102,20250811,20260810
238720,35.6,61.3,20260102,20250811,20260810
196030,40.7,76.38,20260102,20250811,20260810
205720,-20.79,-31.02,20260102,20250811,20260810
469160,58.47,114.54,20260102,20250811,20260810
356540,-3.93,-7.41,20260102,20250811,20260810
447430,8.09,7.98,20260102,20250811,20260810
416090,29.32,78.59,20260102,20250811,20260810
168580,4.02,23.87,20260102,20250811,20260810
219900,-0.76,40.12,20260102,20250811,20260810
272910,-0.68,-2.96,20260102,20250811,20260810
0087F0,18.19,34.99,20260102,20250811,20260810
371870,-16.3,-7.97,20260102,20250811,20260810
380340,63.77,140.54,20260102,20250811,20260810
496120,70.11,147.99,20260102,20250811,20260810
354500,-6.17,9.59,20260102,20250811,20260810
305050,45.69,97.02,20260102,20250811,20260810
457480,-15.71,18.13,20260102,20250811,20260810
469170,2.83,8.5,20260102,20250811,20260810
466810,4.13,10.91,20260102,20250811,20260810
457930,33.02,84.44,20260102,20250811,20260810
487750,81.25,214.2,20260102,20250811,20260810
445690,28.73,60.92,20260102,20250811,20260810
0120J0,-22.67,,20260102,20250811,20260810
486240,76.46,172.9,20260102,20250811,20260810
434960,56.05,124.75,20260102,20250811,20260810
0098Z0,57.51,,20260102,20250811,20260810
448570,39.32,81.74,20260102,20250811,20260810
285690,31.55,52.46,20260102,20250811,20260810
0073X0,-12.61,-7.34,20260102,20250811,20260810
293180,56.55,125.9,20260102,20250811,20260810
407310,38.61,83.79,20260102,20250811,20260810
332930,57.79,128.45,20260102,20250811,20260810
304780,81.78,267.39,20260102,20250811,20260810
306520,-51.5,-66.69,20260102,20250811,20260810
0123S0,1.4,,20260102,20250811,20260810
0091M0,1.15,,20260102,20250811,20260810
448490,-4.39,-8.8,20260102,20250811,20260810
454320,31.81,65.16,20260102,20250811,20260810
395290,-42.72,-46.51,20260102,20250811,20260810
395280,-3.12,-12.24,20260102,20250811,20260810
368190,-0.78,4.73,20260102,20250811,20260810
402460,66.76,84.94,20260102,20250811,20260810
395270,119.19,303.83,20260102,20250811,20260810
438900,-0.69,-8.98,20260102,20250811,20260810
367740,84.65,162.46,20260102,20250811,20260810
407300,14.81,30.25,20260102,20250811,20260810
381560,77.21,113.16,20260102,20250811,20260810
441540,-1.09,5.85,20260102,20250811,20260810
381570,30.82,30.99,20260102,20250811,20260810
479850,24.34,6.98,20260102,20250811,20260810
453060,1.55,2.59,20260102,20250811,20260810
304760,52.07,115.88,20260102,20250811,20260810
322410,23.96,34.47,20260102,20250811,20260810
332940,61.48,141.32,20260102,20250811,20260810
322400,-14.45,-12.05,20260102,20250811,20260810
473640,2.57,64.09,20260102,20250811,20260810
354350,-5.96,6.99,20260102,20250811,20260810
461340,63.14,81.23,20260102,20250811,20260810
401590,-5.51,14.59,20260102,20250811,20260810
0040S0,53.28,85.66,20260102,20250811,20260810
314700,5.33,8.53,20260102,20250811,20260810
486830,1.84,2.54,20260102,20250811,20260810
432840,13.48,26.77,20260102,20250811,20260810
498050,-24.07,-0.74,20260102,20250811,20260810
476260,35.79,94.64,20260102,20250811,20260810
434730,20.67,53.92,20260102,20250811,20260810
0082F0,9.96,16.9,20260102,20250811,20260810
491820,50.08,117.02,20260102,20250811,20260810
461500,-3.53,-8.71,20260102,20250811,20260810
0111J0,28.29,,20260102,20250811,20260810
495750,67.22,143.95,20260102,20250811,20260810
304770,-6.43,8.72,20260102,20250811,20260810
306530,-35.09,-14.03,20260102,20250811,20260810
375760,53.65,115.45,20260102,20250811,20260810
491700,57.79,125.92,20260102,20250811,20260810
0000Y0,1.6,-0.81,20260102,20250811,20260810
215620,-0.55,1.66,20260102,20250811,20260810
0113P0,1.77,,20260102,20250811,20260810
391670,56.45,112.29,20260102,20250811,20260810
472920,-3.6,-12.23,20260102,20250811,20260810
472840,55.34,123.96,20260102,20250811,20260810
0005G0,107.57,258.99,20260102,20250811,20260810
0135Y0,0.13,,20260102,20250811,20260810
483570,6.54,22.73,20260102,20250811,20260810
069660,56.46,124.85,20260102,20250811,20260810
294400,57.72,128.2,20260102,20250811,20260810
253250,81.93,263.25,20260102,20250811,20260810
253240,-51.76,-67.16,20260102,20250811,20260810
253230,-83.95,-92.75,20260102,20250811,20260810
464240,0.03,-1.03,20260102,20250811,20260810
458210,1.66,2.69,20260102,20250811,20260810
488200,21.27,37.03,20260102,20250811,20260810
488210,43.2,121.47,20260102,20250811,20260810
100910,57.41,132.24,20260102,20250811,20260810
435530,7.62,17.63,20260102,20250811,20260810
435540,10.58,22.4,20260102,20250811,20260810
435550,11.26,24.49,20260102,20250811,20260810
148070,-3.74,-10.26,20260102,20250811,20260810
167860,-8.58,-19.04,20260102,20250811,20260810
471460,-21.1,-29.71,20260102,20250811,20260810
114470,-1.06,-2.82,20260102,20250811,20260810
473490,45.38,63.35,20260102,20250811,20260810
489860,18.49,31.88,20260102,20250811,20260810
130730,1.55,-0.56,20260102,20250811,20260810
419890,1.08,-1.24,20260102,20250811,20260810
411860,-0.48,4.78,20260102,20250811,20260810
476450,1.87,0.07,20260102,20250811,20260810
430500,-0.68,-3.99,20260102,20250811,20260810
449770,10.2,23.25,20260102,20250811,20260810
0127V0,9.31,,20260102,20250811,20260810
0137W0,9.26,,20260102,20250811,20260810
0127T0,12.69,,20260102,20250811,20260810
449780,11.2,18.46,20260102,20250811,20260810
0137V0,22.08,,20260102,20250811,20260810
0107F0,15.16,,20260102,20250811,20260810
453080,15.2,22.67,20260102,20250811,20260810
460270,0.51,6.32,20260102,20250811,20260810
138230,0.12,4.25,20260102,20250811,20260810
225800,-2.19,6.39,20260102,20250811,20260810
139660,0.99,-3.26,20260102,20250811,20260810
230480,0.23,-9.13,20260102,20250811,20260810
0084E0,5.42,,20260102,20250811,20260810
373790,2.91,7.66,20260102,20250811,20260810
483030,9.27,33.46,20260102,20250811,20260810
459790,15.82,33.52,20260102,20250811,20260810
498270,20.23,44.24,20260102,20250811,20260810
474800,24.21,38.55,20260102,20250811,20260810
0084D0,10.23,17.18,20260102,20250811,20260810
104520,24.4,42.03,20260102,20250811,20260810
0015E0,-0.14,-0.89,20260102,20250811,20260810
483020,-24.44,7.62,20260102,20250811,20260810
200250,-13.83,-6.87,20260102,20250811,20260810
454780,-4.44,-9.42,20260102,20250811,20260810
454180,-12.34,-8.91,20260102,20250811,20260810
104530,15.05,22.07,20260102,20250811,20260810
496090,66.33,142.83,20260102,20250811,20260810
469790,85.95,211.43,20260102,20250811,20260810
316670,-6.42,9.68,20260102,20250811,20260810
291630,-34.53,-12.97,20260102,20250811,20260810
291620,-18.9,-31.74,20260102,20250811,20260810
153270,59.33,135.61,20260102,20250811,20260810
122260,1.35,-0.74,20260102,20250811,20260810
0015F0,-3.71,-5.23,20260102,20250811,20260810
0097L0,18.07,,20260102,20250811,20260810
069500,56.82,126.13,20260102,20250811,20260810
226980,14.11,24.79,20260102,20250811,20260810
337160,69.71,157.21,20260102,20250811,20260810
363580,109.94,278.3,20260102,20250811,20260810
278530,57.66,128.61,20260102,20250811,20260810
337150,25.65,60.49,20260102,20250811,20260810
223190,48.72,93.13,20260102,20250811,20260810
252650,21.97,34.0,20260102,20250811,20260810
360140,52.9,87.69,20260102,20250811,20260810
284430,17.61,39.5,20260102,20250811,20260810
252670,-83.42,-92.57,20260102,20250811,20260810
494890,56.18,125.29,20260102,20250811,20260810
498400,34.7,67.26,20260102,20250811,20260810
0117L0,1.55,,20260102,20250811,20260810
473290,1.26,0.14,20260102,20250811,20260810
0007F0,0.64,-0.93,20260102,20250811,20260810
0119H0,-0.15,,20260102,20250811,20260810
305720,8.11,13.63,20260102,20250811,20260810
462330,-15.18,-13.64,20260102,20250811,20260810
461950,-1.79,10.79,20260102,20250811,20260810
457690,-2.32,-6.9,20260102,20250811,20260810
271060,4.05,4.99,20260102,20250811,20260810
457700,-17.91,-26.3,20260102,20250811,20260810
395160,82.08,220.45,20260102,20250811,20260810
471990,34.06,106.9,20260102,20250811,20260810
487240,50.81,118.14,20260102,20250811,20260810
481050,0.04,-0.03,20260102,20250811,20260810
459580,0.05,0.01,20260102,20250811,20260810
439860,-0.44,-2.29,20260102,20250811,20260810
266370,88.84,218.13,20260102,20250811,20260810
368680,-2.12,4.2,20260102,20250811,20260810
423160,0.05,0.01,20260102,20250811,20260810
292190,50.99,116.12,20260102,20250811,20260810
306950,70.27,231.56,20260102,20250811,20260810
229720,47.65,91.19,20260102,20250811,20260810
266360,-23.49,-25.5,20260102,20250811,20260810
291890,15.08,28.6,20260102,20250811,20260810
289040,64.02,141.71,20260102,20250811,20260810
156080,60.12,138.28,20260102,20250811,20260810
278540,60.23,140.4,20260102,20250811,20260810
251350,10.59,23.91,20260102,20250811,20260810
269420,5.52,13.36,20260102,20250811,20260810
433970,4.21,7.27,20260102,20250811,20260810
433980,6.96,13.4,20260102,20250811,20260810
434060,6.24,14.75,20260102,20250811,20260810
0082V0,4.95,13.8,20260102,20250811,20260810
329650,-0.42,1.82,20260102,20250811,20260810
329660,3.21,8.22,20260102,20250811,20260810
329670,7.15,15.21,20260102,20250811,20260810
395170,33.21,78.6,20260102,20250811,20260810
315930,68.68,178.24,20260102,20250811,20260810
261220,61.63,51.95,20260102,20250811,20260810
271050,-49.3,-47.22,20260102,20250811,20260810
468370,-3.38,-0.14,20260102,20250811,20260810
468630,-4.81,-0.67,20260102,20250811,20260810
468380,-3.52,0.45,20260102,20250811,20260810
275290,64.79,137.19,20260102,20250811,20260810
117700,64.09,59.59,20260102,20250811,20260810
300950,-6.0,-15.58,20260102,20250811,20260810
266390,44.59,50.59,20260102,20250811,20260810
279530,25.11,34.74,20260102,20250811,20260810
132030,-3.36,22.79,20260102,20250811,20260810
280940,-0.14,-22.16,20260102,20250811,20260810
138910,11.24,39.74,20260102,20250811,20260810
471230,-4.03,-9.06,20260102,20250811,20260810
439870,-20.41,-28.97,20260102,20250811,20260810
114260,0.11,-1.82,20260102,20250811,20260810
152380,-3.64,-8.34,20260102,20250811,20260810
176950,6.01,10.82,20260102,20250811,20260810
292770,2.21,3.69,20260102,20250811,20260810
276990,17.17,36.12,20260102,20250811,20260810
476070,0.65,33.81,20260102,20250811,20260810
0064K0,-2.53,30.69,20260102,20250811,20260810
0089D0,24.79,,20260102,20250811,20260810
498410,1.53,-4.22,20260102,20250811,20260810
102960,5.88,21.63,20260102,20250811,20260810
404260,41.74,78.46,20260102,20250811,20260810
273140,-0.04,-0.08,20260102,20250811,20260810
153130,-0.15,-0.47,20260102,20250811,20260810
214980,-0.15,-0.38,20260102,20250811,20260810
487950,31.21,33.49,20260102,20250811,20260810
122630,79.23,261.63,20260102,20250811,20260810
445290,15.74,86.69,20260102,20250811,20260810
488770,1.95,1.61,20260102,20250811,20260810
321410,1.57,4.31,20260102,20250811,20260810
337120,49.81,106.6,20260102,20250811,20260810
401470,15.1,16.63,20260102,20250811,20260810
244620,28.67,32.32,20260102,20250811,20260810
275280,55.64,106.43,20260102,20250811,20260810
308620,-3.1,0.38,20260102,20250811,20260810
0091C0,-3.89,,20260102,20250811,20260810
484790,-6.01,-7.59,20260102,20250811,20260810
304660,-3.96,-4.02,20260102,20250811,20260810
304670,4.72,3.57,20260102,20250811,20260810
481060,-9.99,-13.73,20260102,20250811,20260810
0041D0,-12.21,-4.5,20260102,20250811,20260810
487230,25.61,21.78,20260102,20250811,20260810
485540,6.74,22.51,20260102,20250811,20260810
483280,-2.4,5.14,20260102,20250811,20260810
428560,-6.88,-9.33,20260102,20250811,20260810
379800,9.71,22.56,20260102,20250811,20260810
449180,11.12,18.61,20260102,20250811,20260810
453660,-2.24,9.58,20260102,20250811,20260810
453650,2.12,12.89,20260102,20250811,20260810
0005A0,1.02,6.41,20260102,20250811,20260810
276970,1.89,0.19,20260102,20250811,20260810
0026E0,8.45,17.94,20260102,20250811,20260810
0068M0,4.83,15.22,20260102,20250811,20260810
0089C0,7.31,,20260102,20250811,20260810
200030,15.56,24.22,20260102,20250811,20260810
219480,11.41,17.72,20260102,20250811,20260810
0041E0,20.0,37.63,20260102,20250811,20260810
218420,25.66,38.62,20260102,20250811,20260810
463640,-0.45,4.01,20260102,20250811,20260810
463690,-6.28,7.63,20260102,20250811,20260810
463680,27.15,44.5,20260102,20250811,20260810
453630,6.56,4.3,20260102,20250811,20260810
453640,3.47,28.77,20260102,20250811,20260810
185680,24.51,87.12,20260102,20250811,20260810
0028X0,-3.16,2.68,20260102,20250811,20260810
379810,14.47,27.96,20260102,20250811,20260810
449190,15.17,22.93,20260102,20250811,20260810
494300,-5.49,-1.82,20260102,20250811,20260810
409820,29.13,44.38,20260102,20250811,20260810
304940,15.24,21.64,20260102,20250811,20260810
409810,-14.23,-19.42,20260102,20250811,20260810
411420,42.56,53.34,20260102,20250811,20260810
455030,-1.78,1.88,20260102,20250811,20260810
261240,0.1,4.65,20260102,20250811,20260810
261250,-2.13,6.86,20260102,20250811,20260810
261270,1.42,-2.96,20260102,20250811,20260810
261260,1.2,-8.14,20260102,20250811,20260810
0144M0,-11.6,,20260102,20250811,20260810
280930,18.88,30.51,20260102,20250811,20260810
0048J0,-1.84,1.87,20260102,20250811,20260810
390390,57.46,103.94,20260102,20250811,20260810
489250,20.27,28.63,20260102,20250811,20260810
483290,11.59,15.35,20260102,20250811,20260810
441640,4.01,11.11,20260102,20250811,20260810
352560,8.49,6.36,20260102,20250811,20260810
314250,14.95,17.94,20260102,20250811,20260810
473460,0.59,12.2,20260102,20250811,20260810
0144L0,1.73,,20260102,20250811,20260810
390400,13.08,26.31,20260102,20250811,20260810
0132H0,-6.11,,20260102,20250811,20260810
437080,-3.66,-4.08,20260102,20250811,20260810
419420,15.35,54.5,20260102,20250811,20260810
491090,12.3,30.39,20260102,20250811,20260810
0038A0,0.85,17.99,20260102,20250811,20260810
244580,-25.03,-0.27,20260102,20250811,20260810
091160,70.43,197.36,20260102,20250811,20260810
494310,80.18,411.92,20260102,20250811,20260810
0080G0,14.63,20.4,20260102,20250811,20260810
0100K0,-3.43,,20260102,20250811,20260810
325020,45.42,73.83,20260102,20250811,20260810
244670,14.98,21.24,20260102,20250811,20260810
140700,48.26,66.93,20260102,20250811,20260810
102780,70.21,139.92,20260102,20250811,20260810
213610,60.12,117.22,20260102,20250811,20260810
448330,22.27,45.07,20260102,20250811,20260810
325010,56.1,123.17,20260102,20250811,20260810
385510,32.73,47.35,20260102,20250811,20260810
446690,93.42,207.09,20260102,20250811,20260810
437070,-4.02,0.07,20260102,20250811,20260810
117460,12.96,22.53,20260102,20250811,20260810
275300,64.39,161.86,20260102,20250811,20260810
140710,9.99,6.1,20260102,20250811,20260810
0098F0,40.02,,20260102,20250811,20260810
395150,-37.58,-44.08,20260102,20250811,20260810
456250,-15.07,1.76,20260102,20250811,20260810
400570,-5.33,9.85,20260102,20250811,20260810
144600,-16.26,57.48,20260102,20250811,20260810
091170,27.8,36.68,20260102,20250811,20260810
453810,-14.31,-7.0,20260102,20250811,20260810
453820,-27.39,-19.46,20260102,20250811,20260810
0000H0,-3.84,5.53,20260102,20250811,20260810
477730,-10.35,-4.92,20260102,20250811,20260810
114800,-51.82,-67.19,20260102,20250811,20260810
101280,15.16,29.72,20260102,20250811,20260810
352540,-11.46,-6.35,20260102,20250811,20260810
091180,18.44,52.48,20260102,20250811,20260810
385520,39.08,92.3,20260102,20250811,20260810
363570,-10.21,-16.34,20260102,20250811,20260810
0115D0,-3.84,,20260102,20250811,20260810
273130,-4.19,-7.89,20260102,20250811,20260810
102970,22.17,49.45,20260102,20250811,20260810
419430,-4.54,40.07,20260102,20250811,20260810
169950,1.45,18.8,20260102,20250811,20260810
428510,50.81,93.29,20260102,20250811,20260810
283580,-0.62,23.68,20260102,20250811,20260810
099140,-8.91,-1.57,20260102,20250811,20260810
204450,-17.04,-14.39,20260102,20250811,20260810
415340,30.79,80.19,20260102,20250811,20260810
256750,11.21,60.24,20260102,20250811,20260810
0065G0,-15.2,-4.84,20260102,20250811,20260810
372330,-17.04,-8.85,20260102,20250811,20260810
0048K0,-22.25,-4.06,20260102,20250811,20260810
117680,0.36,7.68,20260102,20250811,20260810
279540,32.85,63.42,20260102,20250811,20260810
445150,2.82,8.78,20260102,20250811,20260810
211900,30.73,47.32,20260102,20250811,20260810
237370,8.11,10.57,20260102,20250811,20260810
495850,65.24,140.63,20260102,20250811,20260810
0115E0,26.8,,20260102,20250811,20260810
373490,33.78,79.01,20260102,20250811,20260810
229200,-6.57,9.24,20260102,20250811,20260810
233740,-35.42,-14.79,20260102,20250811,20260810
360150,-45.1,-56.04,20260102,20250811,20260810
251340,-19.23,-31.86,20260102,20250811,20260810
461450,8.54,21.13,20260102,20250811,20260810
226490,45.73,97.19,20260102,20250811,20260810
237350,58.8,134.59,20260102,20250811,20260810
359210,47.52,99.48,20260102,20250811,20260810
337140,51.67,113.39,20260102,20250811,20260810
138920,7.65,8.19,20260102,20250811,20260810
244660,3.92,4.2,20260102,20250811,20260810
375770,53.07,114.86,20260102,20250811,20260810
459560,13.63,43.13,20260102,20250811,20260810
475080,-13.4,-9.61,20260102,20250811,20260810
266410,21.29,14.33,20260102,20250811,20260810
298770,79.11,154.59,20260102,20250811,20260810
476800,-12.35,-9.29,20260102,20250811,20260810
450190,65.92,175.31,20260102,20250811,20260810
450180,1.07,28.02,20260102,20250811,20260810
266420,-14.92,2.47,20260102,20250811,20260810
364690,55.42,115.57,20260102,20250811,20260810
487130,59.19,131.95,20260102,20250811,20260810
0074K0,28.52,52.13,20260102,20250811,20260810
471040,42.34,74.04,20260102,20250811,20260810
0132D0,-8.85,,20260102,20250811,20260810
0020H0,20.42,65.83,20260102,20250811,20260810
475070,29.04,68.24,20260102,20250811,20260810
0015B0,39.89,61.95,20260102,20250811,20260810
0104H0,15.89,,20260102,20250811,20260810
0113G0,9.98,,20260102,20250811,20260810
497780,11.62,16.16,20260102,20250811,20260810
490330,27.35,85.52,20260102,20250811,20260810
462900,-29.16,-1.41,20260102,20250811,20260810
482030,2.9,23.28,20260102,20250811,20260810
476850,42.22,79.24,20260102,20250811,20260810
0051A0,58.14,104.4,20260102,20250811,20260810
495230,55.25,129.34,20260102,20250811,20260810
0093D0,46.05,,20260102,20250811,20260810
488290,49.74,86.23,20260102,20250811,20260810
438740,8.52,17.68,20260102,20250811,20260810
403790,47.76,99.17,20260102,20250811,20260810
152100,56.39,125.34,20260102,20250811,20260810
491220,57.11,128.27,20260102,20250811,20260810
253150,81.01,261.17,20260102,20250811,20260810
253160,-83.86,-92.54,20260102,20250811,20260810
395750,46.59,93.64,20260102,20250811,20260810
395760,40.74,85.77,20260102,20250811,20260810
453010,1.49,1.42,20260102,20250811,20260810
429740,-12.31,-7.74,20260102,20250811,20260810
449450,11.74,18.68,20260102,20250811,20260810
0104G0,-10.8,,20260102,20250811,20260810
0090B0,-21.99,,20260102,20250811,20260810
269530,3.58,9.92,20260102,20250811,20260810
433880,9.08,20.13,20260102,20250811,20260810
251590,9.79,12.73,20260102,20250811,20260810
161510,18.16,28.87,20260102,20250811,20260810
0018C0,-6.87,-10.07,20260102,20250811,20260810
489030,-21.8,-35.18,20260102,20250811,20260810
251600,7.68,11.42,20260102,20250811,20260810
461460,-4.08,-8.85,20260102,20250811,20260810
451600,-19.42,-28.1,20260102,20250811,20260810
491230,1.75,1.56,20260102,20250811,20260810
289670,-3.66,-8.1,20260102,20250811,20260810
298340,0.51,-1.41,20260102,20250811,20260810
489010,36.17,45.44,20260102,20250811,20260810
442580,109.43,342.21,20260102,20250811,20260810
189400,11.4,20.22,20260102,20250811,20260810
496770,7.33,20.81,20260102,20250811,20260810
419650,24.27,51.34,20260102,20250811,20260810
0007G0,2.42,10.82,20260102,20250811,20260810
0035T0,12.48,67.97,20260102,20250811,20260810
415920,3.11,39.27,20260102,20250811,20260810
0138Y0,-1.0,,20260102,20250811,20260810
278620,1.33,0.68,20260102,20250811,20260810
477050,1.94,1.67,20260102,20250811,20260810
0050E0,-15.74,-10.57,20260102,20250811,20260810
429760,10.65,23.89,20260102,20250811,20260810
269540,11.37,19.98,20260102,20250811,20260810
0057H0,4.84,13.08,20260102,20250811,20260810
494410,12.11,25.89,20260102,20250811,20260810
0089B0,6.98,,20260102,20250811,20260810
287180,34.09,52.43,20260102,20250811,20260810
213630,12.85,18.35,20260102,20250811,20260810
332610,-2.2,1.91,20260102,20250811,20260810
456200,0.4,6.11,20260102,20250811,20260810
0078V0,-17.11,1.24,20260102,20250811,20260810
494420,1.24,5.28,20260102,20250811,20260810
0023B0,2.88,31.9,20260102,20250811,20260810
332620,-6.2,-2.37,20260102,20250811,20260810
464470,-6.07,-2.78,20260102,20250811,20260810
461900,4.17,15.73,20260102,20250811,20260810
461910,4.46,24.05,20260102,20250811,20260810
195970,10.95,19.68,20260102,20250811,20260810
238670,8.79,13.67,20260102,20250811,20260810
195980,18.15,31.77,20260102,20250811,20260810
256450,11.7,55.73,20260102,20250811,20260810
447660,3.88,10.1,20260102,20250811,20260810
239660,1.08,0.36,20260102,20250811,20260810
421320,7.54,36.68,20260102,20250811,20260810
464920,40.69,96.93,20260102,20250811,20260810
489000,-2.52,-6.05,20260102,20250811,20260810
0098N0,20.43,,20260102,20250811,20260810
451000,-3.94,-7.68,20260102,20250811,20260810
280920,32.67,69.36,20260102,20250811,20260810
266550,21.47,26.98,20260102,20250811,20260810
0047N0,-10.25,6.69,20260102,20250811,20260810
0128D0,-20.88,,20260102,20250811,20260810
495040,65.98,142.21,20260102,20250811,20260810
301400,-6.35,8.64,20260102,20250811,20260810
227830,46.17,96.91,20260102,20250811,20260810
122090,61.87,147.65,20260102,20250811,20260810
328370,47.12,99.46,20260102,20250811,20260810
457990,80.67,120.41,20260102,20250811,20260810
0132K0,-18.67,,20260102,20250811,20260810
0000J0,17.7,19.77,20260102,20250811,20260810
148020,56.58,125.96,20260102,20250811,20260810
361580,57.84,128.4,20260102,20250811,20260810
290080,-15.13,-22.14,20260102,20250811,20260810
284980,29.83,44.32,20260102,20250811,20260810
252400,82.09,264.58,20260102,20250811,20260810
252410,-51.29,-66.87,20260102,20250811,20260810
252420,-82.53,-92.17,20260102,20250811,20260810
475720,8.83,26.09,20260102,20250811,20260810
183700,23.33,39.33,20260102,20250811,20260810
0122W0,1.72,,20260102,20250811,20260810
465330,16.41,25.61,20260102,20250811,20260810
465350,-35.57,-45.37,20260102,20250811,20260810
422420,0.76,3.91,20260102,20250811,20260810
105780,62.24,136.26,20260102,20250811,20260810
469070,-12.56,23.25,20260102,20250811,20260810
0093A0,60.94,,20260102,20250811,20260810
0101N0,53.48,,20260102,20250811,20260810
427120,-29.89,-36.84,20260102,20250811,20260810
477080,1.67,2.7,20260102,20250811,20260810
290130,69.66,168.55,20260102,20250811,20260810
326240,56.45,125.84,20260102,20250811,20260810
385560,-27.2,-37.22,20260102,20250811,20260810
479520,1.52,1.97,20260102,20250811,20260810
270800,15.12,22.9,20260102,20250811,20260810
292050,51.91,116.15,20260102,20250811,20260810
388280,-4.07,-3.7,20260102,20250811,20260810
442550,7.07,12.56,20260102,20250811,20260810
