ISIN,기준일,섹터코드,섹터명,ETF비중,시장비중,시장대비,종목명_세이브로
KR7422420000,20260813,FGSC.15,소재,20.6825,2.8,17.88,KB RISE 2차전지액티브 증권 상장지수 투자신탁(주식)
KR7422420000,20260813,FGSC.20,산업재,7.2026,13.59,-6.39,KB RISE 2차전지액티브 증권 상장지수 투자신탁(주식)
KR7422420000,,FGSC.25,경기소비재,,,,
KR7422420000,,FGSC.30,필수소비재,,,,
KR7422420000,,FGSC.35,의료,,,,
KR7422420000,,FGSC.40,금융,,,,
KR7422420000,20260813,FGSC.45,IT,65.9485,59.71,6.24,KB RISE 2차전지액티브 증권 상장지수 투자신탁(주식)
KR7422420000,,FGSC.50,통신서비스,,,,
KR7422420000,,FGSC.55,유틸리티,,,,
KR7105780001,20260813,FGSC.10,에너지,3.6606,2,1.66,KB RISE 5대그룹주 상장지수 증권 투자신탁(주식)
KR7105780001,20260813,FGSC.15,소재,1.8026,2.8,-1,KB RISE 5대그룹주 상장지수 증권 투자신탁(주식)
KR7105780001,20260813,FGSC.20,산업재,19.1374,13.59,5.55,KB RISE 5대그룹주 상장지수 증권 투자신탁(주식)
KR7105780001,20260813,FGSC.25,경기소비재,19.4865,6.12,13.37,KB RISE 5대그룹주 상장지수 증권 투자신탁(주식)
KR7105780001,,FGSC.30,필수소비재,,,,
KR7105780001,20260813,FGSC.35,의료,2.8705,5.15,-2.28,KB RISE 5대그룹주 상장지수 증권 투자신탁(주식)
KR7105780001,20260813,FGSC.40,금융,6.1711,7.56,-1.39,KB RISE 5대그룹주 상장지수 증권 투자신탁(주식)
KR7105780001,20260813,FGSC.45,IT,45.2278,59.71,-14.48,KB RISE 5대그룹주 상장지수 증권 투자신탁(주식)
KR7105780001,20260813,FGSC.50,통신서비스,1.6433,.66,.98,KB RISE 5대그룹주 상장지수 증권 투자신탁(주식)
KR7105780001,,FGSC.55,유틸리티,,,,
KR7469070007,,FGSC.10,에너지,,,,
KR7469070007,,FGSC.15,소재,,,,
KR7469070007,20260813,FGSC.20,산업재,43.938,13.59,30.35,KB RISE AI&로봇 증권 상장지수 투자신탁(주식)
KR7469070007,20260813,FGSC.25,경기소비재,22.7463,6.12,16.63,KB RISE AI&로봇 증권 상장지수 투자신탁(주식)
KR7469070007,,FGSC.30,필수소비재,,,,
KR7469070007,20260813,FGSC.35,의료,8.2926,5.15,3.14,KB RISE AI&로봇 증권 상장지수 투자신탁(주식)
KR7469070007,,FGSC.40,금융,,,,
KR7469070007,20260813,FGSC.45,IT,25.0227,59.71,-34.69,KB RISE AI&로봇 증권 상장지수 투자신탁(주식)
KR7469070007,,FGSC.50,통신서비스,,,,
KR7469070007,,FGSC.55,유틸리티,,,,
KR70093A0000,,FGSC.10,에너지,,,,
KR70093A0000,,FGSC.15,소재,,,,
KR70093A0000,,FGSC.20,산업재,,,,
KR70093A0000,,FGSC.25,경기소비재,,,,
KR70093A0000,,FGSC.30,필수소비재,,,,
KR70093A0000,,FGSC.35,의료,,,,
KR70093A0000,,FGSC.40,금융,,,,
KR70093A0000,20260813,FGSC.45,IT,100.0001,59.71,40.29,KB RISE AI반도체TOP10 증권상장지수투자신탁(주식)
KR70093A0000,,FGSC.50,통신서비스,,,,
KR70093A0000,,FGSC.55,유틸리티,,,,
KR70101N0005,20260813,FGSC.10,에너지,4.5433,2,2.54,KB RISE AI전력인프라 증권 상장지수 투자신탁(주식)
KR70101N0005,,FGSC.15,소재,,,,
KR70101N0005,20260813,FGSC.20,산업재,88.755,13.59,75.17,KB RISE AI전력인프라 증권 상장지수 투자신탁(주식)
KR70101N0005,,FGSC.25,경기소비재,,,,
KR70101N0005,,FGSC.30,필수소비재,,,,
KR70101N0005,,FGSC.35,의료,,,,
KR70101N0005,,FGSC.40,금융,,,,
KR70101N0005,20260813,FGSC.45,IT,6.7016,59.71,-53.01,KB RISE AI전력인프라 증권 상장지수 투자신탁(주식)
KR70101N0005,,FGSC.50,통신서비스,,,,
KR70101N0005,,FGSC.55,유틸리티,,,,
KR7427120001,,FGSC.10,에너지,,,,
KR7427120001,,FGSC.15,소재,,,,
KR7427120001,20260813,FGSC.20,산업재,8.5567,13.59,-5.03,KB RISE AI플랫폼 증권 상장지수 투자신탁(주식)
KR7427120001,,FGSC.25,경기소비재,,,,
KR7427120001,,FGSC.30,필수소비재,,,,
KR7427120001,20260813,FGSC.35,의료,1.6597,5.15,-3.49,KB RISE AI플랫폼 증권 상장지수 투자신탁(주식)
KR7427120001,,FGSC.40,금융,,,,
KR7427120001,20260813,FGSC.45,IT,89.7836,59.71,30.07,KB RISE AI플랫폼 증권 상장지수 투자신탁(주식)
KR7427120001,,FGSC.50,통신서비스,,,,
KR7427120001,,FGSC.55,유틸리티,,,,
KR7477080006,,FGSC.10,에너지,,,,
KR7477080006,,FGSC.15,소재,,,,
KR7477080006,,FGSC.20,산업재,,,,
KR7477080006,,FGSC.25,경기소비재,,,,
KR7477080006,,FGSC.30,필수소비재,,,,
KR7477080006,,FGSC.35,의료,,,,
KR7477080006,,FGSC.40,금융,,,,
KR7477080006,,FGSC.45,IT,,,,
KR7477080006,,FGSC.50,통신서비스,,,,
KR7477080006,,FGSC.55,유틸리티,,,,
KR7290130004,20260813,FGSC.10,에너지,2.4191,2,.42,KB RISE ESG 사회책임투자 증권 상장지수 투자신탁(주식)
KR7290130004,20260813,FGSC.15,소재,2.1388,2.8,-.66,KB RISE ESG 사회책임투자 증권 상장지수 투자신탁(주식)
KR7290130004,20260813,FGSC.20,산업재,9.3055,13.59,-4.28,KB RISE ESG 사회책임투자 증권 상장지수 투자신탁(주식)
KR7290130004,20260813,FGSC.25,경기소비재,4.6069,6.12,-1.51,KB RISE ESG 사회책임투자 증권 상장지수 투자신탁(주식)
KR7290130004,20260813,FGSC.30,필수소비재,1.0799,1.91,-.83,KB RISE ESG 사회책임투자 증권 상장지수 투자신탁(주식)
KR7290130004,20260813,FGSC.35,의료,2.2849,5.15,-2.87,KB RISE ESG 사회책임투자 증권 상장지수 투자신탁(주식)
KR7290130004,20260813,FGSC.40,금융,5.82,7.56,-1.74,KB RISE ESG 사회책임투자 증권 상장지수 투자신탁(주식)
KR7290130004,20260813,FGSC.45,IT,71.354,59.71,11.64,KB RISE ESG 사회책임투자 증권 상장지수 투자신탁(주식)
KR7290130004,20260813,FGSC.50,통신서비스,.9017,.66,.24,KB RISE ESG 사회책임투자 증권 상장지수 투자신탁(주식)
KR7290130004,20260813,FGSC.55,유틸리티,.0889,.5,-.41,KB RISE ESG 사회책임투자 증권 상장지수 투자신탁(주식)
KR7367770005,20260813,FGSC.10,에너지,3.8154,2,1.81,KB RISE Fn수소경제테마 증권 상장지수 투자신탁(주식)
KR7367770005,20260813,FGSC.15,소재,14.6195,2.8,11.82,KB RISE Fn수소경제테마 증권 상장지수 투자신탁(주식)
KR7367770005,20260813,FGSC.20,산업재,53.9667,13.59,40.38,KB RISE Fn수소경제테마 증권 상장지수 투자신탁(주식)
KR7367770005,20260813,FGSC.25,경기소비재,27.0894,6.12,20.97,KB RISE Fn수소경제테마 증권 상장지수 투자신탁(주식)
KR7367770005,,FGSC.30,필수소비재,,,,
KR7367770005,,FGSC.35,의료,,,,
KR7367770005,,FGSC.40,금융,,,,
KR7367770005,20260813,FGSC.45,IT,.5091,59.71,-59.2,KB RISE Fn수소경제테마 증권 상장지수 투자신탁(주식)
KR7367770005,,FGSC.50,통신서비스,,,,
KR7367770005,,FGSC.55,유틸리티,,,,
KR7326240009,,FGSC.10,에너지,,,,
KR7326240009,,FGSC.15,소재,,,,
KR7326240009,,FGSC.20,산업재,,,,
KR7326240009,,FGSC.25,경기소비재,,,,
KR7326240009,,FGSC.30,필수소비재,,,,
KR7326240009,,FGSC.35,의료,,,,
KR7326240009,,FGSC.40,금융,,,,
KR7326240009,20260813,FGSC.45,IT,100.0001,59.71,40.29,KB RISE IT플러스 증권 상장지수 투자신탁(주식)
KR7326240009,,FGSC.50,통신서비스,,,,
KR7326240009,,FGSC.55,유틸리티,,,,
KR7385560008,,FGSC.10,에너지,,,,
KR7385560008,,FGSC.15,소재,,,,
KR7385560008,,FGSC.20,산업재,,,,
KR7385560008,,FGSC.25,경기소비재,,,,
KR7385560008,,FGSC.30,필수소비재,,,,
KR7385560008,,FGSC.35,의료,,,,
KR7385560008,,FGSC.40,금융,,,,
KR7385560008,,FGSC.45,IT,,,,
KR7385560008,,FGSC.50,통신서비스,,,,
KR7385560008,,FGSC.55,유틸리티,,,,
KR7479520009,,FGSC.10,에너지,,,,
KR7479520009,,FGSC.15,소재,,,,
KR7479520009,,FGSC.20,산업재,,,,
KR7479520009,,FGSC.25,경기소비재,,,,
KR7479520009,,FGSC.30,필수소비재,,,,
KR7479520009,,FGSC.35,의료,,,,
KR7479520009,,FGSC.40,금융,,,,
KR7479520009,,FGSC.45,IT,,,,
KR7479520009,,FGSC.50,통신서비스,,,,
KR7479520009,,FGSC.55,유틸리티,,,,
KR7270800006,20260813,FGSC.10,에너지,.6904,2,-1.31,KB RISE KQ 고배당 증권 상장지수 투자신탁(주식)
KR7270800006,20260813,FGSC.15,소재,2.1427,2.8,-.66,KB RISE KQ 고배당 증권 상장지수 투자신탁(주식)
KR7270800006,20260813,FGSC.20,산업재,18.6413,13.59,5.05,KB RISE KQ 고배당 증권 상장지수 투자신탁(주식)
KR7270800006,20260813,FGSC.25,경기소비재,10.7424,6.12,4.63,KB RISE KQ 고배당 증권 상장지수 투자신탁(주식)
KR7270800006,20260813,FGSC.30,필수소비재,6.9132,1.91,5.01,KB RISE KQ 고배당 증권 상장지수 투자신탁(주식)
KR7270800006,20260813,FGSC.35,의료,8.0477,5.15,2.89,KB RISE KQ 고배당 증권 상장지수 투자신탁(주식)
KR7270800006,20260813,FGSC.40,금융,1.152,7.56,-6.41,KB RISE KQ 고배당 증권 상장지수 투자신탁(주식)
KR7270800006,20260813,FGSC.45,IT,51.6704,59.71,-8.04,KB RISE KQ 고배당 증권 상장지수 투자신탁(주식)
KR7270800006,,FGSC.50,통신서비스,,,,
KR7270800006,,FGSC.55,유틸리티,,,,
KR7292050002,20260813,FGSC.10,에너지,1.4424,2,-.56,KB RISE KRX300 증권 상장지수 투자신탁(주식)
KR7292050002,20260813,FGSC.15,소재,1.9785,2.8,-.82,KB RISE KRX300 증권 상장지수 투자신탁(주식)
KR7292050002,20260813,FGSC.20,산업재,10.8898,13.59,-2.7,KB RISE KRX300 증권 상장지수 투자신탁(주식)
KR7292050002,20260813,FGSC.25,경기소비재,5.1908,6.12,-.92,KB RISE KRX300 증권 상장지수 투자신탁(주식)
KR7292050002,20260813,FGSC.30,필수소비재,1.5044,1.91,-.4,KB RISE KRX300 증권 상장지수 투자신탁(주식)
KR7292050002,20260813,FGSC.35,의료,3.5197,5.15,-1.63,KB RISE KRX300 증권 상장지수 투자신탁(주식)
KR7292050002,20260813,FGSC.40,금융,7.5208,7.56,-.04,KB RISE KRX300 증권 상장지수 투자신탁(주식)
KR7292050002,20260813,FGSC.45,IT,66.7955,59.71,7.08,KB RISE KRX300 증권 상장지수 투자신탁(주식)
KR7292050002,20260813,FGSC.50,통신서비스,.787,.66,.12,KB RISE KRX300 증권 상장지수 투자신탁(주식)
KR7292050002,20260813,FGSC.55,유틸리티,.3715,.5,-.13,KB RISE KRX300 증권 상장지수 투자신탁(주식)
KR7388280000,,FGSC.10,에너지,,,,
KR7388280000,,FGSC.15,소재,,,,
KR7388280000,20260813,FGSC.20,산업재,14.8914,13.59,1.3,KB RISE K엔터&여행레저 증권 상장지수 투자신탁(주식)
KR7388280000,20260813,FGSC.25,경기소비재,85.1085,6.12,78.99,KB RISE K엔터&여행레저 증권 상장지수 투자신탁(주식)
KR7388280000,,FGSC.30,필수소비재,,,,
KR7388280000,,FGSC.35,의료,,,,
KR7388280000,,FGSC.40,금융,,,,
KR7388280000,,FGSC.45,IT,,,,
KR7388280000,,FGSC.50,통신서비스,,,,
KR7388280000,,FGSC.55,유틸리티,,,,
KR70192L0007,,FGSC.10,에너지,,,,
KR70192L0007,,FGSC.15,소재,,,,
KR70192L0007,,FGSC.20,산업재,,,,
KR70192L0007,,FGSC.25,경기소비재,,,,
KR70192L0007,,FGSC.30,필수소비재,,,,
KR70192L0007,,FGSC.35,의료,,,,
KR70192L0007,,FGSC.40,금융,,,,
KR70192L0007,,FGSC.45,IT,,,,
KR70192L0007,,FGSC.50,통신서비스,,,,
KR70192L0007,,FGSC.55,유틸리티,,,,
KR70013R0008,,FGSC.10,에너지,,,,
KR70013R0008,,FGSC.15,소재,,,,
KR70013R0008,,FGSC.20,산업재,,,,
KR70013R0008,,FGSC.25,경기소비재,,,,
KR70013R0008,,FGSC.30,필수소비재,,,,
KR70013R0008,,FGSC.35,의료,,,,
KR70013R0008,,FGSC.40,금융,,,,
KR70013R0008,,FGSC.45,IT,,,,
KR70013R0008,,FGSC.50,통신서비스,,,,
KR70013R0008,,FGSC.55,유틸리티,,,,
KR7234310001,,FGSC.10,에너지,,,,
KR7234310001,20260813,FGSC.15,소재,3.3949,2.8,.59,KB RISE V&S 셀렉트밸류 증권 상장지수 투자신탁(주식)
KR7234310001,20260813,FGSC.20,산업재,11.7513,13.59,-1.84,KB RISE V&S 셀렉트밸류 증권 상장지수 투자신탁(주식)
KR7234310001,20260813,FGSC.25,경기소비재,10.1761,6.12,4.06,KB RISE V&S 셀렉트밸류 증권 상장지수 투자신탁(주식)
KR7234310001,20260813,FGSC.30,필수소비재,1.6807,1.91,-.23,KB RISE V&S 셀렉트밸류 증권 상장지수 투자신탁(주식)
KR7234310001,20260813,FGSC.35,의료,8.8608,5.15,3.71,KB RISE V&S 셀렉트밸류 증권 상장지수 투자신탁(주식)
KR7234310001,20260813,FGSC.40,금융,15.4136,7.56,7.85,KB RISE V&S 셀렉트밸류 증권 상장지수 투자신탁(주식)
KR7234310001,20260813,FGSC.45,IT,47.1625,59.71,-12.55,KB RISE V&S 셀렉트밸류 증권 상장지수 투자신탁(주식)
KR7234310001,,FGSC.50,통신서비스,,,,
KR7234310001,20260813,FGSC.55,유틸리티,1.56,.5,1.06,KB RISE V&S 셀렉트밸류 증권 상장지수 투자신탁(주식)
KR7241390004,,FGSC.10,에너지,,,,
KR7241390004,20260813,FGSC.15,소재,3.396,2.8,.6,KB RISE V&S 셀렉트밸류 채권혼합 증권 상장지수 투자신탁(채권혼합)
KR7241390004,20260813,FGSC.20,산업재,11.7485,13.59,-1.84,KB RISE V&S 셀렉트밸류 채권혼합 증권 상장지수 투자신탁(채권혼합)
KR7241390004,20260813,FGSC.25,경기소비재,10.1792,6.12,4.06,KB RISE V&S 셀렉트밸류 채권혼합 증권 상장지수 투자신탁(채권혼합)
KR7241390004,20260813,FGSC.30,필수소비재,1.6947,1.91,-.21,KB RISE V&S 셀렉트밸류 채권혼합 증권 상장지수 투자신탁(채권혼합)
KR7241390004,20260813,FGSC.35,의료,8.8819,5.15,3.73,KB RISE V&S 셀렉트밸류 채권혼합 증권 상장지수 투자신탁(채권혼합)
KR7241390004,20260813,FGSC.40,금융,15.3945,7.56,7.84,KB RISE V&S 셀렉트밸류 채권혼합 증권 상장지수 투자신탁(채권혼합)
KR7241390004,20260813,FGSC.45,IT,47.1458,59.71,-12.56,KB RISE V&S 셀렉트밸류 채권혼합 증권 상장지수 투자신탁(채권혼합)
KR7241390004,,FGSC.50,통신서비스,,,,
KR7241390004,20260813,FGSC.55,유틸리티,1.5593,.5,1.06,KB RISE V&S 셀렉트밸류 채권혼합 증권 상장지수 투자신탁(채권혼합)
KR7401170006,,FGSC.10,에너지,,,,
KR7401170006,,FGSC.15,소재,,,,
KR7401170006,,FGSC.20,산업재,,,,
KR7401170006,20260813,FGSC.25,경기소비재,19.611,6.12,13.5,KB RISE iSelect메타버스 증권 상장지수 투자신탁(주식)
KR7401170006,,FGSC.30,필수소비재,,,,
KR7401170006,,FGSC.35,의료,,,,
KR7401170006,,FGSC.40,금융,,,,
KR7401170006,20260813,FGSC.45,IT,80.389,59.71,20.68,KB RISE iSelect메타버스 증권 상장지수 투자신탁(주식)
KR7401170006,,FGSC.50,통신서비스,,,,
KR7401170006,,FGSC.55,유틸리티,,,,
KR7300640000,,FGSC.10,에너지,,,,
KR7300640000,,FGSC.15,소재,,,,
KR7300640000,,FGSC.20,산업재,,,,
KR7300640000,,FGSC.25,경기소비재,,,,
KR7300640000,,FGSC.30,필수소비재,,,,
KR7300640000,,FGSC.35,의료,,,,
KR7300640000,,FGSC.40,금융,,,,
KR7300640000,20260813,FGSC.45,IT,100.0002,59.71,40.29,KB RISE 게임테마 증권상장지수투자신탁(주식)
KR7300640000,,FGSC.50,통신서비스,,,,
KR7300640000,,FGSC.55,유틸리티,,,,
KR7266160001,20260813,FGSC.10,에너지,1.2147,2,-.79,KB RISE 고배당 증권 상장지수 투자신탁(주식)
KR7266160001,20260813,FGSC.15,소재,.2304,2.8,-2.57,KB RISE 고배당 증권 상장지수 투자신탁(주식)
KR7266160001,20260813,FGSC.20,산업재,3.0503,13.59,-10.54,KB RISE 고배당 증권 상장지수 투자신탁(주식)
KR7266160001,20260813,FGSC.25,경기소비재,14.7078,6.12,8.59,KB RISE 고배당 증권 상장지수 투자신탁(주식)
KR7266160001,20260813,FGSC.30,필수소비재,2.2673,1.91,.36,KB RISE 고배당 증권 상장지수 투자신탁(주식)
KR7266160001,,FGSC.35,의료,,,,
KR7266160001,20260813,FGSC.40,금융,26.7386,7.56,19.18,KB RISE 고배당 증권 상장지수 투자신탁(주식)
KR7266160001,20260813,FGSC.45,IT,49.5086,59.71,-10.2,KB RISE 고배당 증권 상장지수 투자신탁(주식)
KR7266160001,20260813,FGSC.50,통신서비스,2.0957,.66,1.43,KB RISE 고배당 증권 상장지수 투자신탁(주식)
KR7266160001,20260813,FGSC.55,유틸리티,.1866,.5,-.31,KB RISE 고배당 증권 상장지수 투자신탁(주식)
KR7481430007,,FGSC.10,에너지,,,,
KR7481430007,,FGSC.15,소재,,,,
KR7481430007,,FGSC.20,산업재,,,,
KR7481430007,,FGSC.25,경기소비재,,,,
KR7481430007,,FGSC.30,필수소비재,,,,
KR7481430007,,FGSC.35,의료,,,,
KR7481430007,,FGSC.40,금융,,,,
KR7481430007,,FGSC.45,IT,,,,
KR7481430007,,FGSC.50,통신서비스,,,,
KR7481430007,,FGSC.55,유틸리티,,,,
KR7282000009,,FGSC.10,에너지,,,,
KR7282000009,,FGSC.15,소재,,,,
KR7282000009,,FGSC.20,산업재,,,,
KR7282000009,,FGSC.25,경기소비재,,,,
KR7282000009,,FGSC.30,필수소비재,,,,
KR7282000009,,FGSC.35,의료,,,,
KR7282000009,,FGSC.40,금융,,,,
KR7282000009,,FGSC.45,IT,,,,
KR7282000009,,FGSC.50,통신서비스,,,,
KR7282000009,,FGSC.55,유틸리티,,,,
KR7114100001,,FGSC.10,에너지,,,,
KR7114100001,,FGSC.15,소재,,,,
KR7114100001,,FGSC.20,산업재,,,,
KR7114100001,,FGSC.25,경기소비재,,,,
KR7114100001,,FGSC.30,필수소비재,,,,
KR7114100001,,FGSC.35,의료,,,,
KR7114100001,,FGSC.40,금융,,,,
KR7114100001,,FGSC.45,IT,,,,
KR7114100001,,FGSC.50,통신서비스,,,,
KR7114100001,,FGSC.55,유틸리티,,,,
KR7451670004,,FGSC.10,에너지,,,,
KR7451670004,,FGSC.15,소재,,,,
KR7451670004,,FGSC.20,산업재,,,,
KR7451670004,,FGSC.25,경기소비재,,,,
KR7451670004,,FGSC.30,필수소비재,,,,
KR7451670004,,FGSC.35,의료,,,,
KR7451670004,,FGSC.40,금융,,,,
KR7451670004,,FGSC.45,IT,,,,
KR7451670004,,FGSC.50,통신서비스,,,,
KR7451670004,,FGSC.55,유틸리티,,,,
KR7295020002,,FGSC.10,에너지,,,,
KR7295020002,,FGSC.15,소재,,,,
KR7295020002,,FGSC.20,산업재,,,,
KR7295020002,,FGSC.25,경기소비재,,,,
KR7295020002,,FGSC.30,필수소비재,,,,
KR7295020002,,FGSC.35,의료,,,,
KR7295020002,,FGSC.40,금융,,,,
KR7295020002,,FGSC.45,IT,,,,
KR7295020002,,FGSC.50,통신서비스,,,,
KR7295020002,,FGSC.55,유틸리티,,,,
KR7295000004,,FGSC.10,에너지,,,,
KR7295000004,,FGSC.15,소재,,,,
KR7295000004,,FGSC.20,산업재,,,,
KR7295000004,,FGSC.25,경기소비재,,,,
KR7295000004,,FGSC.30,필수소비재,,,,
KR7295000004,,FGSC.35,의료,,,,
KR7295000004,,FGSC.40,금융,,,,
KR7295000004,,FGSC.45,IT,,,,
KR7295000004,,FGSC.50,통신서비스,,,,
KR7295000004,,FGSC.55,유틸리티,,,,
KR7432600005,,FGSC.10,에너지,,,,
KR7432600005,,FGSC.15,소재,,,,
KR7432600005,,FGSC.20,산업재,,,,
KR7432600005,,FGSC.25,경기소비재,,,,
KR7432600005,,FGSC.30,필수소비재,,,,
KR7432600005,,FGSC.35,의료,,,,
KR7432600005,,FGSC.40,금융,,,,
KR7432600005,,FGSC.45,IT,,,,
KR7432600005,,FGSC.50,통신서비스,,,,
KR7432600005,,FGSC.55,유틸리티,,,,
KR7397420001,,FGSC.10,에너지,,,,
KR7397420001,,FGSC.15,소재,,,,
KR7397420001,,FGSC.20,산업재,,,,
KR7397420001,,FGSC.25,경기소비재,,,,
KR7397420001,,FGSC.30,필수소비재,,,,
KR7397420001,,FGSC.35,의료,,,,
KR7397420001,,FGSC.40,금융,,,,
KR7397420001,,FGSC.45,IT,,,,
KR7397420001,,FGSC.50,통신서비스,,,,
KR7397420001,,FGSC.55,유틸리티,,,,
KR70114X0008,,FGSC.10,에너지,,,,
KR70114X0008,,FGSC.15,소재,,,,
KR70114X0008,,FGSC.20,산업재,,,,
KR70114X0008,,FGSC.25,경기소비재,,,,
KR70114X0008,,FGSC.30,필수소비재,,,,
KR70114X0008,,FGSC.35,의료,,,,
KR70114X0008,,FGSC.40,금융,,,,
KR70114X0008,,FGSC.45,IT,,,,
KR70114X0008,,FGSC.50,통신서비스,,,,
KR70114X0008,,FGSC.55,유틸리티,,,,
KR7437370000,,FGSC.10,에너지,,,,
KR7437370000,,FGSC.15,소재,,,,
KR7437370000,,FGSC.20,산업재,,,,
KR7437370000,,FGSC.25,경기소비재,,,,
KR7437370000,,FGSC.30,필수소비재,,,,
KR7437370000,,FGSC.35,의료,,,,
KR7437370000,,FGSC.40,금융,,,,
KR7437370000,,FGSC.45,IT,,,,
KR7437370000,,FGSC.50,통신서비스,,,,
KR7437370000,,FGSC.55,유틸리티,,,,
KR7375270006,,FGSC.10,에너지,,,,
KR7375270006,,FGSC.15,소재,,,,
KR7375270006,,FGSC.20,산업재,,,,
KR7375270006,,FGSC.25,경기소비재,,,,
KR7375270006,,FGSC.30,필수소비재,,,,
KR7375270006,,FGSC.35,의료,,,,
KR7375270006,,FGSC.40,금융,,,,
KR7375270006,,FGSC.45,IT,,,,
KR7375270006,,FGSC.50,통신서비스,,,,
KR7375270006,,FGSC.55,유틸리티,,,,
KR7475380002,,FGSC.10,에너지,,,,
KR7475380002,,FGSC.15,소재,,,,
KR7475380002,,FGSC.20,산업재,,,,
KR7475380002,,FGSC.25,경기소비재,,,,
KR7475380002,,FGSC.30,필수소비재,,,,
KR7475380002,,FGSC.35,의료,,,,
KR7475380002,,FGSC.40,금융,,,,
KR7475380002,,FGSC.45,IT,,,,
KR7475380002,,FGSC.50,통신서비스,,,,
KR7475380002,,FGSC.55,유틸리티,,,,
KR7476310008,,FGSC.10,에너지,,,,
KR7476310008,,FGSC.15,소재,,,,
KR7476310008,,FGSC.20,산업재,,,,
KR7476310008,,FGSC.25,경기소비재,,,,
KR7476310008,,FGSC.30,필수소비재,,,,
KR7476310008,,FGSC.35,의료,,,,
KR7476310008,,FGSC.40,금융,,,,
KR7476310008,,FGSC.45,IT,,,,
KR7476310008,,FGSC.50,통신서비스,,,,
