ISIN,기준일,순위,구성종목코드,구성종목명,주식수,비중,전일종가
KR7461950008,20260813,2,051910,LG화학,136,15.45,275500
KR7461950008,20260813,3,003670,포스코퓨처엠,229,15.11,165900
KR7461950008,20260813,4,086520,에코프로,385,14.49,92100
KR7461950008,20260813,5,247540,에코프로비엠,275,12.97,114500
KR7461950008,20260813,6,066970,엘앤에프,272,11.15,102600
KR7461950008,20260813,7,005070,코스모신소재,159,2.6,40600
KR7461950008,20260813,8,121600,나노신소재,109,2.29,50800
KR7461950008,20260813,9,078600,대주전자재료,58,2.28,94800
KR7461950008,20260813,10,020150,롯데에너지머티리얼즈,154,2.1,34650
KR7395160005,20260813,1,005930,삼성전자,3945,27.25,268000
KR7395160005,20260813,2,402340,SK스퀘어,855,23.67,1117000
KR7395160005,20260813,3,000660,에스케이하이닉스,556,22.6,1593000
KR7395160005,20260813,4,009150,삼성전기,521,18.8,1503000
KR7395160005,20260813,5,042700,한미반도체,401,2.36,226000
KR7395160005,20260813,6,007660,이수페타시스,519,1.26,96800
KR7395160005,20260813,7,058470,리노공업,473,.91,71300
KR7395160005,20260813,8,000990,DB 하이텍,291,.75,99700
KR7395160005,20260813,9,319660,피에스케이,185,.66,134600
KR7395160005,20260813,10,403870,에이치피에스피,613,.64,41200
KR7471990002,20260813,1,042700,한미반도체,1049,20.37,226000
KR7471990002,20260813,2,007660,이수페타시스,2479,19.94,96800
KR7471990002,20260813,3,036930,주성엔지니어링,1004,15.59,179300
KR7471990002,20260813,4,353200,대덕전자,1168,11.18,113000
KR7471990002,20260813,5,222800,심텍,766,7.15,105800
KR7471990002,20260813,6,058470,리노공업,1105,7.04,71300
KR7471990002,20260813,7,039030,이오테크닉스,196,6.74,378500
KR7471990002,20260813,8,095340,아이에스시,336,4.47,159800
KR7471990002,20260813,9,067310,하나마이크론,556,1.76,36650
KR7471990002,20260813,10,403870,에이치피에스피,457,1.58,41200
KR7487240004,20260813,1,010120,엘에스일렉트릭,3663,20.8,214000
KR7487240004,20260813,2,298040,효성중공업,259,20.4,3017000
KR7487240004,20260813,3,267260,에이치디현대일렉트릭,814,17.33,785000
KR7487240004,20260813,4,006260,LS,1543,14.16,326000
KR7487240004,20260813,5,001440,대한전선,10410,8.35,30100
KR7487240004,20260813,6,062040,산일전기,1206,6.21,188000
KR7487240004,20260813,7,103590,일진전기,2183,4.31,72400
KR7487240004,20260813,8,000500,가온전선,518,2.29,167000
KR7487240004,20260813,9,006340,대원전선,5027,2.19,15110
KR7487240004,20260813,10,033100,제룡전기,986,1.37,50100
KR7266370006,20260813,1,000660,에스케이하이닉스,1346,32.25,1593000
KR7266370006,20260813,2,005930,삼성전자,5381,21.9,268000
KR7266370006,20260813,3,009150,삼성전기,809,17.2,1503000
KR7266370006,20260813,4,006400,삼성SDI,885,6.84,487000
KR7266370006,20260813,5,042700,한미반도체,614,2.13,226000
KR7266370006,20260813,6,018260,삼성에스디에스,555,2.08,237000
KR7266370006,20260813,7,011070,LG이노텍,208,2,615000
KR7266370006,20260813,8,036930,주성엔지니어링,456,1.26,179300
KR7266370006,20260813,9,007660,이수페타시스,795,1.14,96800
KR7266370006,20260813,10,064400,엘지씨엔에스,695,.86,78400
KR7368680005,20260813,1,068270,셀트리온,488,12.05,202000
KR7368680005,20260813,2,207940,삼성바이오로직스,53,10.04,1564000
KR7368680005,20260813,3,196170,알테오젠,256,9.94,317500
KR7368680005,20260813,4,006400,삼성SDI,163,9.68,487000
KR7368680005,20260813,5,035420,네이버,362,9.54,226500
KR7368680005,20260813,6,373220,엘지에너지솔루션,211,9.25,365500
KR7368680005,20260813,7,005490,포스코홀딩스,227,9.02,325500
KR7368680005,20260813,8,051910,LG화학,214,7.21,275500
KR7368680005,20260813,9,035720,카카오,1479,7.15,40100
KR7368680005,20260813,10,259960,크래프톤,125,3.59,234500
KR7292190006,20260813,1,005930,삼성전자,5823,32.57,268000
KR7292190006,20260813,2,000660,에스케이하이닉스,709,23.35,1593000
KR7292190006,20260813,3,402340,SK스퀘어,115,2.58,1117000
KR7292190006,20260813,4,009150,삼성전기,70,2.05,1503000
KR7292190006,20260813,5,005380,현대자동차,170,1.52,418500
KR7292190006,20260813,6,105560,KB금융지주,380,1.38,168100
KR7292190006,20260813,7,055550,신한금융지주회사,515,1.17,106600
KR7292190006,20260813,8,012450,한화에어로스페이스,41,1.04,1185000
KR7292190006,20260813,9,034020,두산에너빌리티,541,.95,80900
KR7292190006,20260813,10,028260,삼성물산,121,.95,365000
KR7229720008,20260813,1,005930,삼성전자,5259,36.86,268000
KR7229720008,20260813,2,000660,에스케이하이닉스,210,8.66,1593000
KR7229720008,20260813,3,009150,삼성전기,210,7.69,1503000
KR7229720008,20260813,4,012450,한화에어로스페이스,210,6.66,1185000
KR7229720008,20260813,5,000810,삼성화재해상보험,210,3.62,611000
KR7229720008,20260813,6,035420,네이버,526,3.11,226500
KR7229720008,20260813,7,012330,현대모비스,210,2.87,511000
KR7229720008,20260813,8,006400,삼성SDI,210,2.8,487000
KR7229720008,20260813,9,017670,SK텔레콤,1052,2.53,91100
KR7229720008,20260813,10,000100,유한양행,1052,2.4,82500
KR7266360007,20260813,1,035420,네이버,1204,25.13,226500
KR7266360007,20260813,2,035720,카카오,4580,17.54,40100
KR7266360007,20260813,3,259960,크래프톤,659,15,234500
KR7266360007,20260813,4,352820,하이브,585,10.17,176400
KR7266360007,20260813,5,036570,엔씨,399,9.53,243500
KR7266360007,20260813,6,030000,제일기획,1616,2.96,18710
KR7266360007,20260813,7,035900,제이와이피엔터테인먼트,624,2.78,40850
KR7266360007,20260813,8,251270,넷마블,710,2.73,38850
KR7266360007,20260813,9,263750,펄어비스,868,2.65,31500
KR7266360007,20260813,10,041510,에스엠엔터테인먼트,316,2.31,71900
KR7289040008,20260813,1,005930,삼성전자,2865,22.9,268000
KR7289040008,20260813,2,000660,에스케이하이닉스,434,20.42,1593000
KR7289040008,20260813,3,009150,삼성전기,131,5.47,1503000
KR7289040008,20260813,4,105560,KB금융지주,827,4.29,168100
KR7289040008,20260813,5,055550,신한금융지주회사,970,3.15,106600
KR7289040008,20260813,6,005935,삼성전자1우,492,2.86,187800
KR7289040008,20260813,7,402340,SK스퀘어,81,2.59,1117000
KR7289040008,20260813,8,086790,하나금융지주,634,2.54,131000
KR7289040008,20260813,9,035420,네이버,330,2.22,226500
KR7289040008,20260813,10,006400,삼성SDI,141,2.14,487000
KR7156080004,20260813,1,005930,삼성전자,6767,35.3,268000
KR7156080004,20260813,2,000660,에스케이하이닉스,799,24.54,1593000
KR7156080004,20260813,3,005935,삼성전자1우,1161,4.41,187800
KR7156080004,20260813,4,402340,SK스퀘어,134,2.8,1117000
KR7156080004,20260813,5,009150,삼성전기,81,2.21,1503000
KR7156080004,20260813,6,105560,KB금융지주,512,1.74,168100
KR7156080004,20260813,7,005380,현대자동차,193,1.61,418500
KR7156080004,20260813,8,055550,신한금융지주회사,601,1.27,106600
KR7156080004,20260813,9,012450,한화에어로스페이스,48,1.13,1185000
KR7156080004,20260813,10,034020,두산에너빌리티,649,1.06,80900
KR7278540000,20260813,1,005930,삼성전자,5070,35.28,268000
KR7278540000,20260813,2,000660,에스케이하이닉스,599,24.54,1593000
KR7278540000,20260813,3,005935,삼성전자1우,870,4.41,187800
KR7278540000,20260813,4,402340,SK스퀘어,100,2.79,1117000
KR7278540000,20260813,5,009150,삼성전기,61,2.22,1503000
KR7278540000,20260813,6,105560,KB금융지주,384,1.74,168100
KR7278540000,20260813,7,005380,현대자동차,144,1.61,418500
KR7278540000,20260813,8,055550,신한금융지주회사,450,1.27,106600
KR7278540000,20260813,9,012450,한화에어로스페이스,36,1.13,1185000
KR7278540000,20260813,10,034020,두산에너빌리티,486,1.06,80900
KR70193T0008,20260813,1,000660,에스케이하이닉스,124,100,1593000
KR7395170004,20260813,1,373220,엘지에너지솔루션,493,11.52,365500
KR7395170004,20260813,2,028260,삼성물산,462,10.77,365000
KR7395170004,20260813,3,012330,현대모비스,329,10.69,511000
KR7395170004,20260813,4,005930,삼성전자,634,10.56,268000
KR7395170004,20260813,5,402340,SK스퀘어,154,10.28,1117000
KR7395170004,20260813,6,032830,삼성생명보험,519,10.24,291500
KR7395170004,20260813,7,329180,에이치디현대중공업,293,9.48,496000
KR7395170004,20260813,8,009150,삼성전기,105,9.14,1503000
KR7395170004,20260813,9,000660,에스케이하이닉스,90,8.83,1593000
KR7395170004,20260813,10,005380,현대자동차,318,8.49,418500
KR7315930008,20260813,1,005930,삼성전자,7728,25.22,268000
KR7315930008,20260813,2,000660,에스케이하이닉스,1100,21.13,1593000
KR7315930008,20260813,3,005380,현대자동차,2001,10.47,418500
KR7315930008,20260813,4,105560,KB금융지주,4159,8.82,168100
KR7315930008,20260813,5,055550,신한금융지주회사,5495,7.29,106600
KR7315930008,20260813,6,000270,기아,3639,6.3,137400
KR7315930008,20260813,7,086790,하나금융지주,3548,5.8,131000
KR7315930008,20260813,8,012330,현대모비스,887,5.65,511000
KR7315930008,20260813,9,035420,네이버,1934,5.32,226500
KR7315930008,20260813,10,005490,포스코홀딩스,965,4.01,325500
KR7275290005,20260813,1,005930,삼성전자,2831,22.7,268000
KR7275290005,20260813,2,000660,에스케이하이닉스,468,22.09,1593000
KR7275290005,20260813,3,402340,SK스퀘어,327,10.51,1117000
KR7275290005,20260813,4,005935,삼성전자1우,697,4.07,187800
KR7275290005,20260813,5,000270,기아,948,4.03,137400
KR7275290005,20260813,6,138930,BNK금융지주,6042,2.78,14850
KR7275290005,20260813,7,034730,SK,122,2.09,553000
KR7275290005,20260813,8,078930,지에스,626,1.98,107400
KR7275290005,20260813,9,139130,아이엠금융지주,3665,1.93,16970
KR7275290005,20260813,10,011200,에이치엠엠,2744,1.84,21050
KR7300950003,20260813,1,259960,크래프톤,643,26.33,234500
KR7300950003,20260813,2,036570,엔씨,461,19.8,243500
KR7300950003,20260813,3,251270,넷마블,1564,10.83,38850
KR7300950003,20260813,4,263750,펄어비스,1923,10.57,31500
KR7300950003,20260813,5,462870,시프트업,1725,9.54,31000
KR7300950003,20260813,6,192080,더블유게임즈,535,5.78,61700
KR7300950003,20260813,7,112040,위메이드,1034,3.17,17830
KR7300950003,20260813,8,293490,카카오게임즈,1992,3.07,9070
KR7300950003,20260813,9,078340,컴투스,393,2.27,31800
KR7300950003,20260813,10,095660,네오위즈,581,1.95,19000
KR7266390004,20260813,1,066570,LG전자,1519,21.01,206500
KR7266390004,20260813,2,180640,한진칼,1757,14.02,119000
KR7266390004,20260813,3,021240,코웨이,2022,13.07,97200
KR7266390004,20260813,4,004170,신세계,234,6.3,419500
KR7266390004,20260813,5,111770,영원무역,816,4.69,84700
KR7266390004,20260813,6,035250,강원랜드,4263,4.19,14340
KR7266390004,20260813,7,257720,실리콘투,1331,4.06,40800
KR7266390004,20260813,8,008770,호텔신라,1151,3.42,43400
KR7266390004,20260813,9,081660,미스토홀딩스,1138,3.29,42900
KR7266390004,20260813,10,069960,현대백화점,438,2.89,99700
KR7279530000,20260813,1,030000,제일기획,8705,9.53,18710
KR7279530000,20260813,2,029780,삼성카드,3154,8.6,46900
KR7279530000,20260813,3,005830,디비손해보험,865,7.97,166600
KR7279530000,20260813,4,005940,NH투자증권,4486,7.42,28350
KR7279530000,20260813,5,024110,중소기업은행,5496,6.41,20000
KR7279530000,20260813,6,078930,지에스,931,5.45,107400
KR7279530000,20260813,7,001120,LX인터내셔널,2456,5.38,37600
KR7279530000,20260813,8,175330,JB금융지주,3106,5.03,29350
KR7279530000,20260813,9,316140,우리금융지주,2273,4.34,33300
KR7279530000,20260813,10,003690,코리안리재보험,5070,4.23,14670
KR70089D0003,20260813,1,105560,KB금융지주,1781,22.59,168100
KR70089D0003,20260813,2,086790,하나금융지주,1664,16.26,131000
KR70089D0003,20260813,3,316140,우리금융지주,5686,14.34,33300
KR70089D0003,20260813,4,000810,삼성화재해상보험,224,10.75,611000
KR70089D0003,20260813,5,024110,중소기업은행,6824,10.51,20000
KR70089D0003,20260813,6,005830,디비손해보험,553,6.72,166600
KR70089D0003,20260813,7,005940,NH투자증권,2729,5.95,28350
KR70089D0003,20260813,8,071050,한국투자금융지주,369,5.65,199700
KR70089D0003,20260813,9,016360,삼성증권,533,3.79,92500
KR70089D0003,20260813,10,039490,키움증권,150,3.43,297000
KR7498410000,20260813,1,105560,KB금융지주,1457,20.91,168100
KR7498410000,20260813,2,086790,하나금융지주,1361,15.05,131000
KR7498410000,20260813,3,316140,우리금융지주,4650,13.27,33300
KR7498410000,20260813,4,000810,삼성화재해상보험,183,9.94,611000
KR7498410000,20260813,5,024110,중소기업은행,5581,9.72,20000
KR7498410000,20260813,6,KR70089D0003,삼성KODEX 금융고배당TOP10증권상장지수투자신탁[주식],6592,7.47,13145
KR7498410000,20260813,7,005830,디비손해보험,452,6.21,166600
KR7498410000,20260813,8,005940,NH투자증권,2232,5.51,28350
KR7498410000,20260813,9,071050,한국투자금융지주,302,5.23,199700
KR7498410000,20260813,10,016360,삼성증권,436,3.51,92500
KR7102960002,20260813,1,034020,두산에너빌리티,498,14.49,80900
KR7102960002,20260813,2,009540,에이치디한국조선해양,54,7.45,371500
KR7102960002,20260813,3,373220,엘지에너지솔루션,57,7.41,365500
KR7102960002,20260813,4,267260,에이치디현대일렉트릭,26,7.37,785000
KR7102960002,20260813,5,329180,에이치디현대중공업,38,6.83,496000
KR7102960002,20260813,6,010120,엘에스일렉트릭,90,6.8,214000
KR7102960002,20260813,7,010140,삼성중공업,766,6.04,22000
KR7102960002,20260813,8,298040,효성중공업,5,5.24,3017000
KR7102960002,20260813,9,042660,한화오션,153,5,90700
KR7102960002,20260813,10,064350,현대로템,85,4.51,147600
KR7404260002,20260813,1,112610,씨에스윈드,5102,10.3,46900
KR7404260002,20260813,2,009830,한화솔루션,5902,9.82,36550
KR7404260002,20260813,3,006400,삼성SDI,415,9.39,487000
KR7404260002,20260813,4,005930,삼성전자,692,8.24,268000
KR7404260002,20260813,5,022100,포스코디엑스,7634,7.54,21800
KR7404260002,20260813,6,000660,에스케이하이닉스,98,6.87,1593000
KR7404260002,20260813,7,005380,현대자동차,347,6.62,418500
KR7404260002,20260813,8,100090,에스케이오션플랜트,9062,6.02,14340
KR7404260002,20260813,9,336260,두산퓨얼셀보통주,2935,4.9,38100
KR7404260002,20260813,10,000270,기아,713,4.5,137400
KR7445290000,20260813,1,108490,로보티즈,563,9.02,261000
KR7445290000,20260813,2,005930,삼성전자,542,8.97,268000
KR7445290000,20260813,3,012330,현대모비스,248,8,511000
KR7445290000,20260813,4,066570,LG전자,592,7.86,206500
KR7445290000,20260813,5,277810,레인보우로보틱스,234,7.42,497000
KR7445290000,20260813,6,307950,현대오토에버,210,5.89,449000
KR7445290000,20260813,7,035420,네이버,410,5.72,226500
KR7445290000,20260813,8,454910,두산로보틱스,1102,5.44,78000
KR7445290000,20260813,9,005380,현대자동차,190,5.04,418500
KR7445290000,20260813,10,058610,에스피지,675,4.9,112200
KR7337120000,20260813,1,005930,삼성전자,3903,30.26,268000
KR7337120000,20260813,2,000660,에스케이하이닉스,476,21.73,1593000
KR7337120000,20260813,3,402340,SK스퀘어,88,2.73,1117000
KR7337120000,20260813,4,009150,삼성전기,45,1.82,1503000
KR7337120000,20260813,5,005380,현대자동차,109,1.35,418500
KR7337120000,20260813,6,032830,삼성생명보험,134,1.23,291500
KR7337120000,20260813,7,105560,KB금융지주,237,1.19,168100
KR7337120000,20260813,8,000270,기아,261,1.07,137400
KR7337120000,20260813,9,055550,신한금융지주회사,317,1,106600
KR7337120000,20260813,10,028260,삼성물산,87,.94,365000
KR7401470000,20260813,1,181710,엔에이치엔,705,8.84,66700
KR7401470000,20260813,2,122870,YG엔터테인먼트,820,7.13,39700
KR7401470000,20260813,3,352820,하이브,194,7.12,176400
KR7401470000,20260813,4,035420,네이버,159,7.01,226500
KR7401470000,20260813,5,036570,엔씨,130,6.55,243500
KR7401470000,20260813,6,259960,크래프톤,135,6.49,234500
KR7401470000,20260813,7,041510,에스엠엔터테인먼트,386,5.96,71900
KR7401470000,20260813,8,035900,제이와이피엔터테인먼트,571,5.37,40850
KR7401470000,20260813,9,005930,삼성전자,92,4.81,268000
KR7401470000,20260813,10,204610,티쓰리엔터테인먼트,6866,4.63,3290
KR7244620001,20260813,1,033780,케이티앤지,498,4.46,173800
KR7244620001,20260813,2,278470,에이피알,212,4.25,399500
KR7244620001,20260813,3,298040,효성중공업,22,3.22,3017000
KR7244620001,20260813,4,166090,하나머티리얼즈,960,3.08,60000
KR7244620001,20260813,5,064760,티씨케이,258,2.99,227000
KR7244620001,20260813,6,131290,티에스이,236,2.98,259000
KR7244620001,20260813,7,005930,삼성전자,214,2.76,268000
KR7244620001,20260813,8,161390,한국타이어앤테크놀로지,777,2.75,71500
KR7244620001,20260813,9,010120,엘에스일렉트릭,257,2.71,214000
KR7244620001,20260813,10,095610,테스,358,2.64,145000
KR7275280006,20260813,1,005930,삼성전자,3690,23.37,268000
KR7275280006,20260813,2,000660,에스케이하이닉스,575,21.43,1593000
KR7275280006,20260813,3,402340,SK스퀘어,324,8.22,1117000
KR7275280006,20260813,4,009150,삼성전기,179,5.92,1503000
KR7275280006,20260813,5,005380,현대자동차,260,2.64,418500
KR7275280006,20260813,6,005935,삼성전자1우,552,2.55,187800
KR7275280006,20260813,7,034020,두산에너빌리티,987,1.96,80900
KR7275280006,20260813,8,105560,KB금융지주,368,1.51,168100
KR7275280006,20260813,9,006400,삼성SDI,116,1.4,487000
KR7275280006,20260813,10,055550,신한금융지주회사,542,1.39,106600
KR7244580007,20260813,1,008930,한미사이언스,522,3.17,44350
KR7244580007,20260813,2,214450,파마리서치,54,3.06,425500
KR7244580007,20260813,3,068270,셀트리온,94,2.64,202000
KR7244580007,20260813,4,108860,셀바스에이아이,1772,2.61,10160
KR7244580007,20260813,5,207940,삼성바이오로직스,12,2.58,1564000
KR7244580007,20260813,6,196170,알테오젠,58,2.56,317500
KR7244580007,20260813,7,086450,동국제약,821,2.46,20450
KR7244580007,20260813,8,491000,리브스메드,383,2.38,47400
KR7244580007,20260813,9,000100,유한양행,204,2.36,82500
KR7244580007,20260813,10,145020,휴젤,63,2.35,262500
KR7091160002,20260813,1,000660,에스케이하이닉스,1384,35.16,1593000
KR7091160002,20260813,2,005930,삼성전자,5532,23.88,268000
KR7091160002,20260813,3,042700,한미반도체,1726,6.34,226000
KR7091160002,20260813,4,036930,주성엔지니어링,1282,3.77,179300
KR7091160002,20260813,5,240810,원익아이피에스,1354,2.55,120000
KR7091160002,20260813,6,058470,리노공업,2039,2.46,71300
KR7091160002,20260813,7,039030,이오테크닉스,345,2.25,378500
KR7091160002,20260813,8,000990,DB 하이텍,1253,2.01,99700
KR7091160002,20260813,9,080220,제주반도체,1248,1.83,88300
KR7091160002,20260813,10,319660,피에스케이,811,1.82,134600
KR70190G0006,20260813,1,000660,에스케이하이닉스,197,35.03,1593000
KR70190G0006,20260813,2,005930,삼성전자,808,24.41,268000
KR70190G0006,20260813,3,042700,한미반도체,250,6.43,226000
KR70190G0006,20260813,4,036930,주성엔지니어링,184,3.78,179300
KR70190G0006,20260813,5,240810,원익아이피에스,193,2.54,120000
KR70190G0006,20260813,6,058470,리노공업,295,2.49,71300
KR70190G0006,20260813,7,039030,이오테크닉스,50,2.28,378500
KR70190G0006,20260813,8,000990,DB 하이텍,181,2.03,99700
KR70190G0006,20260813,9,080220,제주반도체,178,1.83,88300
KR70190G0006,20260813,10,319660,피에스케이,115,1.81,134600
KR70080G0009,20260813,1,012450,한화에어로스페이스,228,23.46,1185000
KR70080G0009,20260813,2,047810,한국항공우주산업,1627,20.87,151200
KR70080G0009,20260813,3,079550,엘아이지디펜스앤에어로스페이스,284,19.92,837000
KR70080G0009,20260813,4,064350,현대로템,1225,15.97,147600
KR70080G0009,20260813,5,272210,한화시스템,1791,12.05,79600
KR70080G0009,20260813,6,103140,풍산,685,5.01,84000
KR70080G0009,20260813,7,189300,인텔리안테크놀로지스,152,1.04,77600
KR70080G0009,20260813,8,214430,아이쓰리시스템,147,.95,73800
KR70080G0009,20260813,9,484870,엠앤씨솔루션,279,.43,18320
KR70080G0009,20260813,10,347700,스피어코퍼레이션,126,.3,25950
KR7325020006,20260813,1,005930,삼성전자,2024,17.77,268000
KR7325020006,20260813,2,105560,KB금융지주,1396,7.96,168100
KR7325020006,20260813,3,055550,신한금융지주회사,1687,6.02,106600
KR7325020006,20260813,4,000270,기아,1114,5.19,137400
KR7325020006,20260813,5,086790,하나금융지주,1099,4.83,131000
KR7325020006,20260813,6,068270,셀트리온,679,4.71,202000
KR7325020006,20260813,7,316140,우리금융지주,3019,3.42,33300
KR7325020006,20260813,8,005490,포스코홀딩스,296,3.31,325500
KR7325020006,20260813,9,000810,삼성화재해상보험,135,2.91,611000
KR7325020006,20260813,10,034730,SK,153,2.87,553000
KR7244670006,20260813,1,280360,롯데웰푸드,358,3.78,119200
KR7244670006,20260813,2,005440,현대지에프홀딩스,3537,3.48,11650
KR7244670006,20260813,3,002310,아세아제지,5003,3.42,7800
KR7244670006,20260813,4,006040,동원산업,1073,3.35,36900
KR7244670006,20260813,5,035760,씨제이이엔엠,1080,3.31,34600
KR7244670006,20260813,6,000640,동아쏘시오홀딩스,403,3.28,94400
KR7244670006,20260813,7,078930,지에스,359,3.12,107400
KR7244670006,20260813,8,009290,광동제약,5226,3,6220
KR7244670006,20260813,9,097950,씨제이제일제당,186,2.99,182500
KR7244670006,20260813,10,002790,아모레퍼시픽홀딩스,1306,2.96,26200
KR7102780004,20260813,1,005930,삼성전자,2581,25.85,268000
KR7102780004,20260813,2,009150,삼성전기,385,20.15,1503000
KR7102780004,20260813,3,028260,삼성물산,781,10.94,365000
KR7102780004,20260813,4,006400,삼성SDI,480,9.13,487000
KR7102780004,20260813,5,032830,삼성생명보험,685,8.12,291500
KR7102780004,20260813,6,000810,삼성화재해상보험,240,5.91,611000
KR7102780004,20260813,7,207940,삼성바이오로직스,94,5.71,1564000
KR7102780004,20260813,8,010140,삼성중공업,5313,4.53,22000
KR7102780004,20260813,9,018260,삼성에스디에스,309,2.85,237000
KR7102780004,20260813,10,028050,삼성이앤에이,1231,2.38,49000
KR70177N0004,20260813,1,005930,삼성전자,1287,54.3,268000
KR70177N0004,20260813,2,000660,에스케이하이닉스,184,45.7,1593000
KR70193W0003,20260813,1,005930,삼성전자,1080,100,268000
KR7448330001,20260813,1,005930,삼성전자,2500,100,268000
KR7325010007,20260813,1,005930,삼성전자,3997,24.72,268000
KR7325010007,20260813,2,000660,에스케이하이닉스,614,22.35,1593000
KR7325010007,20260813,3,402340,SK스퀘어,210,5.21,1117000
KR7325010007,20260813,4,009150,삼성전기,140,4.52,1503000
KR7325010007,20260813,5,012450,한화에어로스페이스,87,2.43,1185000
KR7325010007,20260813,6,034020,두산에너빌리티,989,1.92,80900
KR7325010007,20260813,7,006400,삼성SDI,151,1.77,487000
KR7325010007,20260813,8,068270,셀트리온,354,1.73,202000
KR7325010007,20260813,9,207940,삼성바이오로직스,30,1.12,1564000
KR7325010007,20260813,10,196170,알테오젠,143,1.1,317500
KR7385510003,20260813,1,010060,OCI홀딩스,521,7.02,278000
KR7385510003,20260813,2,009830,한화솔루션,3671,6.9,36550
KR7385510003,20260813,3,475150,에스케이이터닉스,2311,6.41,57100
KR7385510003,20260813,4,006400,삼성SDI,241,6.16,487000
KR7385510003,20260813,5,322000,에이치디현대에너지솔루션,780,4.99,124200
KR7385510003,20260813,6,112610,씨에스윈드,2034,4.64,46900
KR7385510003,20260813,7,178320,서진시스템,1933,3.79,36950
KR7385510003,20260813,8,100090,에스케이오션플랜트,5027,3.77,14340
KR7385510003,20260813,9,062040,산일전기,354,3.52,188000
KR7385510003,20260813,10,373220,엘지에너지솔루션,183,3.45,365500
KR7275300002,20260813,1,005930,삼성전자,2577,22.94,268000
KR7275300002,20260813,2,000660,에스케이하이닉스,407,21.33,1593000
KR7275300002,20260813,3,402340,SK스퀘어,194,6.92,1117000
KR7275300002,20260813,4,009150,삼성전기,115,5.35,1503000
KR7275300002,20260813,5,005935,삼성전자1우,442,2.87,187800
KR7275300002,20260813,6,000270,기아,550,2.6,137400
KR7275300002,20260813,7,035420,네이버,299,2.25,226500
KR7275300002,20260813,8,012330,현대모비스,128,2.22,511000
KR7275300002,20260813,9,068270,셀트리온,299,2.1,202000
KR7275300002,20260813,10,028260,삼성물산,167,2.08,365000
KR70098F0000,20260813,1,000720,현대건설,1378,20.21,113700
KR70098F0000,20260813,2,034020,두산에너빌리티,1909,19.76,80900
KR70098F0000,20260813,3,047040,대우건설,4135,9.5,18400
KR70098F0000,20260813,4,375500,디엘이앤씨,960,9.12,73500
KR70098F0000,20260813,5,015760,한국전력공사,1649,7.54,33100
KR70098F0000,20260813,6,028260,삼성물산,144,6.64,365000
KR70098F0000,20260813,7,052690,한국전력기술,508,6.5,99800
KR70098F0000,20260813,8,032820,우리기술,4210,6.24,11760
KR70098F0000,20260813,9,083650,비에이치아이,694,5.05,56500
KR70098F0000,20260813,10,051600,한전KPS,748,4.38,46200
KR7395150006,20260813,1,035720,카카오,762,15.62,40100
KR7395150006,20260813,2,253450,스튜디오드래곤,1207,15.36,23600
KR7395150006,20260813,3,035420,네이버,134,14.97,226500
KR7395150006,20260813,4,035760,씨제이이엔엠,786,14.53,34600
KR7395150006,20260813,5,419530,에스에이엠지엔터테인먼트,718,9.47,23850
KR7395150006,20260813,6,473980,노머스,718,4.35,11610
KR7395150006,20260813,7,310200,애니플러스,2937,4.34,2825
KR7395150006,20260813,8,403850,더핑크퐁컴퍼니,712,4.26,11540
KR7395150006,20260813,9,020120,키다리스튜디오,1839,3.27,3510
KR7395150006,20260813,10,389140,포바이포,1089,2.98,5220
KR7091170001,20260813,1,055550,신한금융지주회사,1727,22.89,106600
KR7091170001,20260813,2,086790,하나금융지주,1340,21.88,131000
KR7091170001,20260813,3,105560,KB금융지주,981,20.79,168100
KR7091170001,20260813,4,316140,우리금융지주,3960,16.69,33300
KR7091170001,20260813,5,323410,카카오뱅크,2001,5.56,22150
KR7091170001,20260813,6,024110,중소기업은행,1601,4.12,20000
KR7091170001,20260813,7,175330,JB금융지주,914,3.26,29350
KR7091170001,20260813,8,138930,BNK금융지주,1595,2.99,14850
KR7091170001,20260813,9,139130,아이엠금융지주,804,1.72,16970
KR7091170001,20260813,10,006220,제주은행,80,.1,9260
KR7091180000,20260813,1,005380,현대자동차,895,24.74,418500
KR7091180000,20260813,2,012330,현대모비스,633,21.3,511000
KR7091180000,20260813,3,000270,기아,1840,16.84,137400
KR7091180000,20260813,4,161390,한국타이어앤테크놀로지,2649,12.53,71500
KR7091180000,20260813,5,204320,에이치엘만도,1195,4.36,55500
KR7091180000,20260813,6,018880,한온시스템,12867,3.36,3805
KR7091180000,20260813,7,011210,현대위아,572,2.51,66200
KR7091180000,20260813,8,007340,디엔오토모티브,755,2.4,49450
KR7091180000,20260813,9,005850,에스엘,582,2.25,59000
KR7091180000,20260813,10,073240,금호타이어,4131,2.07,8140
KR7385520002,20260813,1,161390,한국타이어앤테크놀로지,685,6.33,71500
KR7385520002,20260813,2,204320,에이치엘만도,825,5.88,55500
KR7385520002,20260813,3,009150,삼성전기,33,5.8,1503000
KR7385520002,20260813,4,012330,현대모비스,83,5.45,511000
KR7385520002,20260813,5,006400,삼성SDI,73,4.67,487000
KR7385520002,20260813,6,005380,현대자동차,86,4.64,418500
KR7385520002,20260813,7,373220,엘지에너지솔루션,92,4.34,365500
KR7385520002,20260813,8,307950,현대오토에버,70,3.99,449000
KR7385520002,20260813,9,095610,테스,207,3.98,145000
KR7385520002,20260813,10,000660,에스케이하이닉스,20,3.96,1593000
