ISIN,기준일,순위,구성종목코드,구성종목명,주식수,비중,전일종가
KR7381560002,20260813,1,000270,기아,691,10.62,137400
KR7381560002,20260813,2,012330,현대모비스,181,10.23,511000
KR7381560002,20260813,3,373220,엘지에너지솔루션,220,8.94,365500
KR7381560002,20260813,4,066570,LG전자,380,8.83,206500
KR7381560002,20260813,5,005490,포스코홀딩스,234,8.62,325500
KR7381560002,20260813,6,005380,현대자동차,179,8.31,418500
KR7381560002,20260813,7,006400,삼성SDI,126,6.93,487000
KR7381560002,20260813,8,010120,엘에스일렉트릭,270,6.38,214000
KR7381560002,20260813,9,009150,삼성전기,35,5.3,1503000
KR7381560002,20260813,10,096770,SK이노베이션,371,5.15,121700
KR7441540002,20260813,1,011200,에이치엠엠,11793,18.38,21050
KR7441540002,20260813,2,009540,에이치디한국조선해양,595,16.53,371500
KR7441540002,20260813,3,010140,삼성중공업,8768,13.92,22000
KR7441540002,20260813,4,042660,한화오션,2036,13.39,90700
KR7441540002,20260813,5,329180,에이치디현대중공업,352,12.74,496000
KR7441540002,20260813,6,443060,에이치디현대마린솔루션,577,8.42,200500
KR7441540002,20260813,7,082740,한화엔진 주식회사,1649,5.44,48250
KR7441540002,20260813,8,028670,팬오션,7203,3.05,5630
KR7441540002,20260813,9,071970,에이치디현대마린엔진,660,2.77,58000
KR7441540002,20260813,10,439260,대한조선,582,2.2,51800
KR7381570001,20260813,1,009830,한화솔루션,1629,12.46,36550
KR7381570001,20260813,2,006400,삼성SDI,114,11.86,487000
KR7381570001,20260813,3,373220,엘지에너지솔루션,150,11.52,365500
KR7381570001,20260813,4,010060,OCI홀딩스,204,11.19,278000
KR7381570001,20260813,5,005490,포스코홀딩스,160,11.14,325500
KR7381570001,20260813,6,047050,포스코인터내셔널,715,8.55,54300
KR7381570001,20260813,7,178320,서진시스템,717,5.72,36950
KR7381570001,20260813,8,336260,두산퓨얼셀보통주,625,4.8,38100
KR7381570001,20260813,9,357780,솔브레인,66,4.63,328000
KR7381570001,20260813,10,112610,씨에스윈드,369,3.43,46900
KR7479850000,20260813,1,278470,에이피알,377,15.67,399500
KR7479850000,20260813,2,090430,아모레퍼시픽,1046,14.86,134500
KR7479850000,20260813,3,051900,LG생활건강,328,10.78,303500
KR7479850000,20260813,4,214450,파마리서치,234,9.99,425500
KR7479850000,20260813,5,483650,달바글로벌,312,8.56,236000
KR7479850000,20260813,6,161890,한국콜마,591,8.2,135200
KR7479850000,20260813,7,192820,코스맥스,292,7.63,249000
KR7479850000,20260813,8,257720,실리콘투,1290,6.11,40800
KR7479850000,20260813,9,145020,휴젤,185,5.2,262500
KR7479850000,20260813,10,241710,코스메카코리아,225,2.91,124500
KR7304760002,20260813,1,005930,삼성전자,2861,32.6,268000
KR7304760002,20260813,2,000660,에스케이하이닉스,348,23.34,1593000
KR7304760002,20260813,3,402340,SK스퀘어,56,2.56,1117000
KR7304760002,20260813,4,009150,삼성전기,34,2.02,1503000
KR7304760002,20260813,5,005380,현대자동차,84,1.53,418500
KR7304760002,20260813,6,105560,KB금융지주,187,1.38,168100
KR7304760002,20260813,7,055550,신한금융지주회사,253,1.17,106600
KR7304760002,20260813,8,012450,한화에어로스페이스,20,1.03,1185000
KR7304760002,20260813,9,034020,두산에너빌리티,266,.95,80900
KR7304760002,20260813,10,028260,삼성물산,59,.94,365000
KR7322410002,20260813,1,316140,우리금융지주,3733,10.89,33300
KR7322410002,20260813,2,086790,하나금융지주,940,10.63,131000
KR7322410002,20260813,3,030200,케이티,2193,10.22,52500
KR7322410002,20260813,4,024110,중소기업은행,5424,9.67,20000
KR7322410002,20260813,5,000270,기아,725,8.69,137400
KR7322410002,20260813,6,003550,LG,869,8.42,113700
KR7322410002,20260813,7,017800,현대엘리베이터,1329,8.33,71900
KR7322410002,20260813,8,029780,삼성카드,1268,5.28,46900
KR7322410002,20260813,9,175330,JB금융지주,1699,4.2,29350
KR7322410002,20260813,10,035250,강원랜드,2582,3.32,14340
KR70155N0000,20260813,1,277810,레인보우로보틱스,120,14.53,497000
KR70155N0000,20260813,2,058610,에스피지,492,13.64,112200
KR70155N0000,20260813,3,204320,에이치엘만도,957,12.79,55500
KR70155N0000,20260813,4,005380,현대자동차,122,12.34,418500
KR70155N0000,20260813,5,108490,로보티즈,169,10.33,261000
KR70155N0000,20260813,6,454910,두산로보틱스,444,8.37,78000
KR70155N0000,20260813,7,307950,현대오토에버,68,7.27,449000
KR70155N0000,20260813,8,066570,LG전자,140,7.09,206500
KR70155N0000,20260813,9,437730,삼현,730,6.87,38400
KR70155N0000,20260813,10,012330,현대모비스,55,6.77,511000
KR7332940006,20260813,1,005930,삼성전자,6343,35.29,268000
KR7332940006,20260813,2,000660,에스케이하이닉스,749,24.53,1593000
KR7332940006,20260813,3,005935,삼성전자1우,1088,4.41,187800
KR7332940006,20260813,4,402340,SK스퀘어,125,2.79,1117000
KR7332940006,20260813,5,009150,삼성전기,76,2.21,1503000
KR7332940006,20260813,6,105560,KB금융지주,480,1.73,168100
KR7332940006,20260813,7,005380,현대자동차,181,1.61,418500
KR7332940006,20260813,8,055550,신한금융지주회사,563,1.27,106600
KR7332940006,20260813,9,012450,한화에어로스페이스,45,1.13,1185000
KR7332940006,20260813,10,034020,두산에너빌리티,608,1.06,80900
KR7322400003,20260813,1,035720,카카오,2958,22.02,40100
KR7322400003,20260813,2,035420,네이버,486,19.71,226500
KR7322400003,20260813,3,257720,실리콘투,1083,9.22,40800
KR7322400003,20260813,4,377300,카카오페이,1097,9.07,44700
KR7322400003,20260813,5,139480,이마트,588,8.84,78100
KR7322400003,20260813,6,030000,제일기획,2039,7.25,18710
KR7322400003,20260813,7,069960,현대백화점,369,6.79,99700
KR7322400003,20260813,8,000120,씨제이대한통운,322,4.49,74000
KR7322400003,20260813,9,093320,케이아이엔엑스,88,2.51,146100
KR7322400003,20260813,10,067160,숲,242,2.02,42400
KR7314700006,20260813,1,033780,케이티앤지,648,21.04,173800
KR7314700006,20260813,2,051910,LG화학,339,17.1,275500
KR7314700006,20260813,3,006040,동원산업,2328,15.47,36900
KR7314700006,20260813,4,001040,씨제이,505,12.79,137600
KR7314700006,20260813,5,006260,LS,154,9.5,326000
KR7314700006,20260813,6,003380,하림지주,4381,9.13,11200
KR7314700006,20260813,7,097950,씨제이제일제당,178,6.09,182500
KR7314700006,20260813,8,035810,이지홀딩스,4449,3.71,4440
KR7314700006,20260813,9,007310,오뚜기,35,2.08,326500
KR7314700006,20260813,10,004000,롯데정밀화학,197,1.69,46300
KR7498050004,20260813,1,298380,에이비엘바이오,758,11.93,86800
KR7498050004,20260813,2,141080,리가켐 바이오사이언스,394,8.23,114400
KR7498050004,20260813,3,009420,한올바이오파마,734,7.42,60400
KR7498050004,20260813,4,196170,알테오젠,90,5.18,317500
KR7498050004,20260813,5,128940,한미약품,69,4.96,398500
KR7498050004,20260813,6,237690,에스티팜,251,4.87,107600
KR7498050004,20260813,7,068270,셀트리온,126,4.62,202000
KR7498050004,20260813,8,214450,파마리서치,62,4.59,425500
KR7498050004,20260813,9,226950,올릭스,209,4.3,112500
KR7498050004,20260813,10,000100,유한양행,282,4.25,82500
KR7476260005,20260813,1,089970,브이엠,1399,15.27,68500
KR7476260005,20260813,2,319660,피에스케이,598,12.69,134600
KR7476260005,20260813,3,095340,아이에스시,492,11.73,159800
KR7476260005,20260813,4,095610,테스,497,11.59,145000
KR7476260005,20260813,5,067310,하나마이크론,1857,10.52,36650
KR7476260005,20260813,6,102710,이엔에프테크놀로지,436,3.59,51600
KR7476260005,20260813,7,281820,케이씨텍,307,3.56,71900
KR7476260005,20260813,8,482630,삼양엔씨켐,1391,3.49,14410
KR7476260005,20260813,9,003160,디아이,723,2.89,26000
KR7476260005,20260813,10,357780,솔브레인,55,2.88,328000
KR7434730008,20260813,1,034020,두산에너빌리티,9522,26.04,80900
KR7434730008,20260813,2,267260,에이치디현대일렉트릭,600,15.98,785000
KR7434730008,20260813,3,010120,엘에스일렉트릭,2022,14.36,214000
KR7434730008,20260813,4,298040,효성중공업,138,13.59,3017000
KR7434730008,20260813,5,015760,한국전력공사,8147,9.83,33100
KR7434730008,20260813,6,000720,현대건설,1943,7.53,113700
KR7434730008,20260813,7,047040,대우건설,5214,3.17,18400
KR7434730008,20260813,8,062040,산일전기,348,2.24,188000
KR7434730008,20260813,9,032820,우리기술,4174,1.63,11760
KR7434730008,20260813,10,052690,한국전력기술,475,1.6,99800
KR7491820007,20260813,1,010120,엘에스일렉트릭,2187,20.84,214000
KR7491820007,20260813,2,298040,효성중공업,155,20.48,3017000
KR7491820007,20260813,3,267260,에이치디현대일렉트릭,486,17.37,785000
KR7491820007,20260813,4,006260,LS,891,13.72,326000
KR7491820007,20260813,5,001440,대한전선,6008,8.08,30100
KR7491820007,20260813,6,062040,산일전기,696,6.01,188000
KR7491820007,20260813,7,103590,일진전기,1260,4.17,72400
KR7491820007,20260813,8,000500,가온전선,299,2.21,167000
KR7491820007,20260813,9,006340,대원전선,2901,2.12,15110
KR7491820007,20260813,10,033100,제룡전기,569,1.32,50100
KR70111J0009,20260813,1,039490,키움증권,459,20.58,297000
KR70111J0009,20260813,2,071050,한국투자금융지주,682,20.51,199700
KR70111J0009,20260813,3,006800,미래에셋증권,3069,16.8,38050
KR70111J0009,20260813,4,005940,NH투자증권,3770,16.14,28350
KR70111J0009,20260813,5,016360,삼성증권,1052,14.69,92500
KR70111J0009,20260813,6,001720,신영증권,216,5.15,159400
KR70111J0009,20260813,7,003540,대신증권,645,2.68,26950
KR70111J0009,20260813,8,003470,유안타증권,2527,1.81,4680
KR70111J0009,20260813,9,001200,유진투자증권,1270,.85,4370
KR70111J0009,20260813,10,016610,디비증권,557,.79,9530
KR7495750002,20260813,1,000660,에스케이하이닉스,183,17.82,1593000
KR7495750002,20260813,2,005930,삼성전자,1018,16.84,268000
KR7495750002,20260813,3,402340,SK스퀘어,122,8.09,1117000
KR7495750002,20260813,4,005380,현대자동차,181,4.8,418500
KR7495750002,20260813,5,105560,KB금융지주,405,4.35,168100
KR7495750002,20260813,6,055550,신한금융지주회사,548,3.68,106600
KR7495750002,20260813,7,012450,한화에어로스페이스,44,3.29,1185000
KR7495750002,20260813,8,000270,기아,325,2.85,137400
KR7495750002,20260813,9,086790,하나금융지주,332,2.75,131000
KR7495750002,20260813,10,012330,현대모비스,83,2.68,511000
KR7304770001,20260813,1,196170,알테오젠,88,9.53,317500
KR7304770001,20260813,2,086520,에코프로,162,5.05,92100
KR7304770001,20260813,3,247540,에코프로비엠,89,3.47,114500
KR7304770001,20260813,4,036930,주성엔지니어링,52,3.09,179300
KR7304770001,20260813,5,028300,에이치엘비,194,2.75,42750
KR7304770001,20260813,6,087010,펩트론,36,2.29,196700
KR7304770001,20260813,7,277810,레인보우로보틱스,13,2.17,497000
KR7304770001,20260813,8,240810,원익아이피에스,55,2.09,120000
KR7304770001,20260813,9,298380,에이비엘바이오,69,2.04,86800
KR7304770001,20260813,10,058470,리노공업,82,2,71300
KR7375760006,20260813,1,005930,삼성전자,2640,28.92,268000
KR7375760006,20260813,2,000660,에스케이하이닉스,288,18.57,1593000
KR7375760006,20260813,3,402340,SK스퀘어,72,3.16,1117000
KR7375760006,20260813,4,005380,현대자동차,97,1.7,418500
KR7375760006,20260813,5,034020,두산에너빌리티,492,1.69,80900
KR7375760006,20260813,6,105560,KB금융지주,233,1.66,168100
KR7375760006,20260813,7,055550,신한금융지주회사,365,1.62,106600
KR7375760006,20260813,8,012450,한화에어로스페이스,31,1.54,1185000
KR7375760006,20260813,9,068270,셀트리온,145,1.26,202000
KR7375760006,20260813,10,086790,하나금융지주,227,1.24,131000
KR70007N0000,20260813,1,005930,삼성전자,6945,34.23,268000
KR70007N0000,20260813,2,000660,에스케이하이닉스,846,24.55,1593000
KR70007N0000,20260813,3,402340,SK스퀘어,137,2.71,1117000
KR70007N0000,20260813,4,009150,삼성전기,83,2.14,1503000
KR70007N0000,20260813,5,005380,현대자동차,203,1.6,418500
KR70007N0000,20260813,6,105560,KB금융지주,453,1.45,168100
KR70007N0000,20260813,7,055550,신한금융지주회사,614,1.23,106600
KR70007N0000,20260813,8,012450,한화에어로스페이스,49,1.09,1185000
KR70007N0000,20260813,9,034020,두산에너빌리티,645,1,80900
KR70007N0000,20260813,10,028260,삼성물산,144,.99,365000
KR7491510004,20260813,1,000270,기아,219,3.39,137400
KR7491510004,20260813,2,000810,삼성화재해상보험,42,3.01,611000
KR7491510004,20260813,3,175330,JB금융지주,934,2.98,29350
KR7491510004,20260813,4,003690,코리안리재보험,1775,2.92,14670
KR7491510004,20260813,5,086790,하나금융지주,196,2.86,131000
KR7491510004,20260813,6,011200,에이치엠엠,1172,2.86,21050
KR7491510004,20260813,7,316140,우리금융지주,746,2.81,33300
KR7491510004,20260813,8,030190,나이스평가정보,1567,2.78,15170
KR7491510004,20260813,9,081660,미스토홀딩스,535,2.62,42900
KR7491510004,20260813,10,005830,디비손해보험,142,2.58,166600
KR7140950007,20260813,1,005930,삼성전자,4013,31.65,268000
KR7140950007,20260813,2,000660,에스케이하이닉스,583,27.07,1593000
KR7140950007,20260813,3,402340,SK스퀘어,94,2.97,1117000
KR7140950007,20260813,4,009150,삼성전기,57,2.35,1503000
KR7140950007,20260813,5,005380,현대자동차,140,1.77,418500
KR7140950007,20260813,6,105560,KB금융지주,312,1.6,168100
KR7140950007,20260813,7,055550,신한금융지주회사,418,1.34,106600
KR7140950007,20260813,8,012450,한화에어로스페이스,34,1.21,1185000
KR7140950007,20260813,9,034020,두산에너빌리티,445,1.1,80900
KR7140950007,20260813,10,028260,삼성물산,99,1.09,365000
KR7152870002,20260813,1,005930,삼성전자,6977,34.23,268000
KR7152870002,20260813,2,000660,에스케이하이닉스,850,24.55,1593000
KR7152870002,20260813,3,402340,SK스퀘어,138,2.71,1117000
KR7152870002,20260813,4,009150,삼성전기,83,2.13,1503000
KR7152870002,20260813,5,005380,현대자동차,204,1.6,418500
KR7152870002,20260813,6,105560,KB금융지주,455,1.45,168100
KR7152870002,20260813,7,055550,신한금융지주회사,610,1.22,106600
KR7152870002,20260813,8,012450,한화에어로스페이스,49,1.09,1185000
KR7152870002,20260813,9,034020,두산에너빌리티,648,1,80900
KR7152870002,20260813,10,028260,삼성물산,145,1,365000
KR7192720001,20260813,1,005830,디비손해보험,366,3.36,166600
KR7192720001,20260813,2,078930,지에스,541,3.15,107400
KR7192720001,20260813,3,029780,삼성카드,1118,3.04,46900
KR7192720001,20260813,4,030000,제일기획,2747,3,18710
KR7192720001,20260813,5,175330,JB금융지주,1849,2.98,29350
KR7192720001,20260813,6,081660,미스토홀딩스,1200,2.97,42900
KR7192720001,20260813,7,024110,중소기업은행,2532,2.94,20000
KR7192720001,20260813,8,316140,우리금융지주,1540,2.93,33300
KR7192720001,20260813,9,035250,강원랜드,3400,2.85,14340
KR7192720001,20260813,10,032640,LG유플러스,3321,2.85,14700
KR7486240005,20260813,1,005930,삼성전자,2472,22.36,268000
KR7486240005,20260813,2,010120,엘에스일렉트릭,1480,10.93,214000
KR7486240005,20260813,3,000660,에스케이하이닉스,192,10.22,1593000
KR7486240005,20260813,4,131290,티에스이,515,4.56,259000
KR7486240005,20260813,5,009830,한화솔루션,3144,3.97,36550
KR7486240005,20260813,6,319660,피에스케이,840,3.95,134600
KR7486240005,20260813,7,009150,삼성전기,82,3.88,1503000
KR7486240005,20260813,8,089970,브이엠,1581,3.82,68500
KR7486240005,20260813,9,006400,삼성SDI,209,3.59,487000
KR7486240005,20260813,10,298040,효성중공업,34,3.48,3017000
KR7434960001,20260813,1,005930,삼성전자,6993,34.3,268000
KR7434960001,20260813,2,000660,에스케이하이닉스,852,24.6,1593000
KR7434960001,20260813,3,402340,SK스퀘어,137,2.69,1117000
KR7434960001,20260813,4,009150,삼성전기,83,2.13,1503000
KR7434960001,20260813,5,005380,현대자동차,204,1.6,418500
KR7434960001,20260813,6,105560,KB금융지주,454,1.45,168100
KR7434960001,20260813,7,055550,신한금융지주회사,615,1.23,106600
KR7434960001,20260813,8,012450,한화에어로스페이스,49,1.09,1185000
KR7434960001,20260813,9,034020,두산에너빌리티,647,1,80900
KR7434960001,20260813,10,028260,삼성물산,144,.99,365000
KR70189Z0006,20260813,1,055550,신한금융지주회사,551,11.62,106600
KR70189Z0006,20260813,2,086790,하나금융지주,418,10.86,131000
KR70189Z0006,20260813,3,316140,우리금융지주,1599,10.72,33300
KR70189Z0006,20260813,4,024110,중소기업은행,2371,9.71,20000
KR70189Z0006,20260813,5,029780,삼성카드,615,5.88,46900
KR70189Z0006,20260813,6,003690,코리안리재보험,2001,5.85,14670
KR70189Z0006,20260813,7,138930,BNK금융지주,1747,5.21,14850
KR70189Z0006,20260813,8,031210,서울보증보험,522,4.68,43700
KR70189Z0006,20260813,9,000240,한국앤컴퍼니,892,4.6,26000
KR70189Z0006,20260813,10,139130,아이엠금융지주,1248,4.26,16970
KR70174J0003,20260813,1,395400,에스케이위탁관리부동산투자회사,20055,26.61,5720
KR70174J0003,20260813,2,365550,이에스알켄달스퀘어위탁관리부동산투자회사,18325,13.95,3145
KR70174J0003,20260813,3,330590,롯데위탁관리부동산투자회사,14156,12.62,3870
KR70174J0003,20260813,4,451800,한화위탁관리부동산투자회사,9150,11.44,5420
KR70174J0003,20260813,5,293940,신한알파위탁관리부동산투자회사,9243,11.36,5240
KR70174J0003,20260813,6,417310,코람코더원위탁관리부동산투자회사,3206,8.13,10920
KR70174J0003,20260813,7,448730,삼성에프엔위탁관리부동산투자회사,5263,6.62,5400
KR70174J0003,20260813,8,0030R0,대신밸류리츠위탁관리부동산투자회사,4744,4.31,3940
KR70174J0003,20260813,9,400760,엔에이치올원위탁관리부동산투자회사,4413,3.03,2925
KR70174J0003,20260813,10,432320,케이비스타위탁관리부동산투자회사,5687,1.93,1450
KR70053M0004,20260813,1,041830,인바디,662,6.71,66200
KR70053M0004,20260813,2,006260,LS,131,6.64,326000
KR70053M0004,20260813,3,278470,에이피알,105,6.27,399500
KR70053M0004,20260813,4,214450,파마리서치,101,6.2,425500
KR70053M0004,20260813,5,031980,피에스케이홀딩스,376,6.12,105200
KR70053M0004,20260813,6,236200,슈프리마,668,5.96,59300
KR70053M0004,20260813,7,005850,에스엘,677,5.85,59000
KR70053M0004,20260813,8,071050,한국투자금융지주,193,5.82,199700
KR70053M0004,20260813,9,000150,두산,30,5.66,1262000
KR70053M0004,20260813,10,004170,신세계,83,4.98,419500
KR70220B0005,20260813,1,095610,테스,319,8.98,145000
KR70220B0005,20260813,2,031980,피에스케이홀딩스,300,6.25,105200
KR70220B0005,20260813,3,319660,피에스케이,230,5.89,134600
KR70220B0005,20260813,4,089970,브이엠,410,5.4,68500
KR70220B0005,20260813,5,252990,샘씨엔에스,1800,5.22,15480
KR70220B0005,20260813,6,074600,원익큐엔씨,825,5.05,30200
KR70220B0005,20260813,7,033160,엠케이전자,1416,4.96,17950
KR70220B0005,20260813,8,058470,리노공업,359,4.94,71300
KR70220B0005,20260813,9,357780,솔브레인,75,4.74,328000
KR70220B0005,20260813,10,083450,글로벌스탠다드테크놀로지,471,4.62,50500
KR70214M0000,20260813,1,196170,알테오젠,190,10.26,317500
KR70214M0000,20260813,2,068270,셀트리온,225,7.73,202000
KR70214M0000,20260813,3,141080,리가켐 바이오사이언스,388,7.6,114400
KR70214M0000,20260813,4,298380,에이비엘바이오,499,7.37,86800
KR70214M0000,20260813,5,237690,에스티팜,391,7.12,107600
KR70214M0000,20260813,6,207940,삼성바이오로직스,27,7.11,1564000
KR70214M0000,20260813,7,009420,한올바이오파마,515,4.88,60400
KR70214M0000,20260813,8,039200,오스코텍,635,4.19,38300
KR70214M0000,20260813,9,195940,에이치케이이노엔,531,3.76,41150
KR70214M0000,20260813,10,456160,지투지바이오,527,3.74,42600
KR7438740003,20260813,1,009150,삼성전기,86,5.07,1503000
KR7438740003,20260813,2,298040,효성중공업,21,2.68,3017000
KR7438740003,20260813,3,095610,테스,416,2.68,145000
KR7438740003,20260813,4,000150,두산,48,2.66,1262000
KR7438740003,20260813,5,290650,엘앤씨바이오,998,2.5,54700
KR7438740003,20260813,6,034020,두산에너빌리티,620,2.2,80900
KR7438740003,20260813,7,443060,에이치디현대마린솔루션,210,1.85,200500
KR7438740003,20260813,8,004170,신세계,100,1.76,419500
KR7438740003,20260813,9,012450,한화에어로스페이스,34,1.74,1185000
KR7438740003,20260813,10,131290,티에스이,155,1.71,259000
KR70191B0000,20260813,1,095610,테스,320,6.25,145000
KR70191B0000,20260813,2,196170,알테오젠,136,5.78,317500
KR70191B0000,20260813,3,064290,인텍플러스,1279,5.58,32100
KR70191B0000,20260813,4,222800,심텍,362,5.07,105800
KR70191B0000,20260813,5,085910,네오티스,1595,4.73,19840
KR70191B0000,20260813,6,089970,브이엠,416,3.8,68500
KR70191B0000,20260813,7,170920,엘티씨,683,3.79,40600
KR70191B0000,20260813,8,319660,피에스케이,210,3.73,134600
KR70191B0000,20260813,9,420770,기가비스,236,3.72,117900
KR70191B0000,20260813,10,456160,지투지바이오,585,3.27,42600
KR7403790009,20260813,1,005930,삼성전자,4674,29.2,268000
KR7403790009,20260813,2,000660,에스케이하이닉스,574,21.11,1593000
KR7403790009,20260813,3,402340,SK스퀘어,99,2.48,1117000
KR7403790009,20260813,4,009150,삼성전기,56,1.83,1503000
KR7403790009,20260813,5,105560,KB금융지주,374,1.52,168100
KR7403790009,20260813,6,373220,엘지에너지솔루션,168,1.47,365500
KR7403790009,20260813,7,005380,현대자동차,141,1.41,418500
KR7403790009,20260813,8,032830,삼성생명보험,177,1.31,291500
KR7403790009,20260813,9,000270,기아,385,1.28,137400
KR7403790009,20260813,10,028260,삼성물산,142,1.24,365000
KR7310960000,20260813,1,005930,삼성전자,7722,34.31,268000
KR7310960000,20260813,2,000660,에스케이하이닉스,932,24.38,1593000
KR7310960000,20260813,3,402340,SK스퀘어,152,2.71,1117000
KR7310960000,20260813,4,009150,삼성전기,92,2.14,1503000
KR7310960000,20260813,5,005380,현대자동차,226,1.61,418500
KR7310960000,20260813,6,105560,KB금융지주,504,1.46,168100
KR7310960000,20260813,7,055550,신한금융지주회사,682,1.23,106600
KR7310960000,20260813,8,012450,한화에어로스페이스,54,1.09,1185000
KR7310960000,20260813,9,034020,두산에너빌리티,718,1,80900
KR7310960000,20260813,10,028260,삼성물산,160,.99,365000
KR7227550001,20260813,1,012450,한화에어로스페이스,42,19.63,1185000
KR7227550001,20260813,2,373220,엘지에너지솔루션,88,12.76,365500
KR7227550001,20260813,3,010120,엘에스일렉트릭,140,11.8,214000
KR7227550001,20260813,4,079550,엘아이지디펜스앤에어로스페이스,24,7.65,837000
KR7227550001,20260813,5,047810,한국항공우주산업,126,7.34,151200
KR7227550001,20260813,6,086280,현대글로비스,66,5.33,204500
KR7227550001,20260813,7,003490,대한항공,455,4.88,26100
KR7227550001,20260813,8,011200,에이치엠엠,557,4.81,21050
KR7227550001,20260813,9,003670,포스코퓨처엠,64,4.14,165900
KR7227550001,20260813,10,006260,LS,30,4.09,326000
KR7227560000,20260813,1,033780,케이티앤지,295,19.9,173800
KR7227560000,20260813,2,015760,한국전력공사,1162,15.67,33100
KR7227560000,20260813,3,278470,에이피알,90,13.59,399500
KR7227560000,20260813,4,003230,삼양식품,14,6.41,1219000
KR7227560000,20260813,5,090430,아모레퍼시픽,114,5.88,134500
KR7227560000,20260813,6,051900,LG생활건강,34,4.06,303500
KR7227560000,20260813,7,271560,오리온,80,4.04,131800
KR7227560000,20260813,8,483650,달바글로벌,37,3.69,236000
KR7227560000,20260813,9,161890,한국콜마,63,3.17,135200
KR7227560000,20260813,10,192820,코스맥스,30,2.85,249000
KR7102110004,20260813,1,005930,삼성전자,6984,34.22,268000
KR7102110004,20260813,2,000660,에스케이하이닉스,851,24.55,1593000
KR7102110004,20260813,3,402340,SK스퀘어,138,2.71,1117000
KR7102110004,20260813,4,009150,삼성전기,84,2.15,1503000
KR7102110004,20260813,5,005380,현대자동차,204,1.6,418500
KR7102110004,20260813,6,105560,KB금융지주,456,1.45,168100
KR7102110004,20260813,7,055550,신한금융지주회사,617,1.23,106600
KR7102110004,20260813,8,012450,한화에어로스페이스,49,1.09,1185000
KR7102110004,20260813,9,034020,두산에너빌리티,649,1,80900
KR7102110004,20260813,10,028260,삼성물산,145,.99,365000
KR7252000005,20260813,1,073240,금호타이어,1135,.87,8140
KR7252000005,20260813,2,161890,한국콜마,60,.82,135200
KR7252000005,20260813,3,192820,코스맥스,31,.8,249000
KR7252000005,20260813,4,008930,한미사이언스,172,.78,44350
KR7252000005,20260813,5,078930,지에스,72,.75,107400
KR7252000005,20260813,6,051900,LG생활건강,22,.71,303500
KR7252000005,20260813,7,010950,S-OIL,45,.66,140900
KR7252000005,20260813,8,009240,한샘,159,.65,38050
KR7252000005,20260813,9,483650,달바글로벌,24,.65,236000
KR7252000005,20260813,10,068270,셀트리온,31,.65,202000
KR7315270009,20260813,1,035420,네이버,421,22.52,226500
KR7315270009,20260813,2,035720,카카오,1756,17.24,40100
KR7315270009,20260813,3,017670,SK텔레콤,775,16.89,91100
KR7315270009,20260813,4,030200,케이티,1147,15,52500
KR7315270009,20260813,5,259960,크래프톤,147,8.57,234500
KR7315270009,20260813,6,352820,하이브,131,5.84,176400
KR7315270009,20260813,7,036570,엔씨,89,5.44,243500
KR7315270009,20260813,8,032640,LG유플러스,1421,5.25,14700
KR7315270009,20260813,9,030000,제일기획,361,1.69,18710
KR7315270009,20260813,10,251270,넷마블,159,1.57,38850
KR7166400002,20260813,1,005930,삼성전자,2153,33.95,268000
KR7166400002,20260813,2,000660,에스케이하이닉스,261,24.23,1593000
KR7166400002,20260813,3,402340,SK스퀘어,43,2.72,1117000
KR7166400002,20260813,4,009150,삼성전기,26,2.14,1503000
KR7166400002,20260813,5,005380,현대자동차,63,1.59,418500
KR7166400002,20260813,6,105560,KB금융지주,141,1.44,168100
KR7166400002,20260813,7,055550,신한금융지주회사,190,1.22,106600
KR7166400002,20260813,8,012450,한화에어로스페이스,15,1.07,1185000
KR7166400002,20260813,9,028260,삼성물산,45,.99,365000
KR7166400002,20260813,10,034020,두산에너빌리티,200,.99,80900
KR70104N0002,20260813,1,005930,삼성전자,2644,33.95,268000
KR70104N0002,20260813,2,000660,에스케이하이닉스,322,24.34,1593000
KR70104N0002,20260813,3,402340,SK스퀘어,52,2.68,1117000
KR70104N0002,20260813,4,009150,삼성전기,31,2.08,1503000
KR70104N0002,20260813,5,005380,현대자동차,77,1.58,418500
KR70104N0002,20260813,6,105560,KB금융지주,172,1.43,168100
KR70104N0002,20260813,7,055550,신한금융지주회사,233,1.22,106600
KR70104N0002,20260813,8,012450,한화에어로스페이스,18,1.05,1185000
KR70104N0002,20260813,9,034020,두산에너빌리티,246,.99,80900
KR70104N0002,20260813,10,028260,삼성물산,54,.97,365000
KR7227540002,20260813,1,207940,삼성바이오로직스,56,21.93,1564000
KR7227540002,20260813,2,068270,셀트리온,415,21.2,202000
KR7227540002,20260813,3,000100,유한양행,683,14.35,82500
KR7227540002,20260813,4,326030,SK바이오팜,447,9.97,87600
KR7227540002,20260813,5,128940,한미약품,72,7.21,398500
KR7227540002,20260813,6,0126Z0,삼성에피스홀딩스,63,6.49,403000
KR7227540002,20260813,7,009420,한올바이오파마,406,5.72,60400
KR7227540002,20260813,8,008930,한미사이언스,320,3.54,44350
KR7227540002,20260813,9,302440,에스케이바이오사이언스,296,2.73,36850
KR7227540002,20260813,10,006280,녹십자,61,2,129500
KR7364980003,20260813,1,006400,삼성SDI,316,31,487000
KR7364980003,20260813,2,373220,엘지에너지솔루션,343,24.85,365500
KR7364980003,20260813,3,005490,포스코홀딩스,359,23.57,325500
