KRX코드,YTD수익률,1년수익률,시작일_YTD,시작일_1년,기준일자
0049K0,2.43,7.51,20260102,20250731,20260731
0049M0,0.4,8.49,20260102,20250731,20260731
0050E0,-19.85,-18.95,20260102,20250731,20260731
0051A0,46.92,95.74,20260102,20250731,20260731
0051G0,-15.76,-8.0,20260102,20250731,20260731
0052D0,15.12,24.64,20260102,20250731,20260731
0052S0,3.11,11.73,20260102,20250731,20260731
0052T0,1.12,0.71,20260102,20250731,20260731
0053L0,-24.28,3.59,20260102,20250731,20260731
0053M0,16.42,21.03,20260102,20250731,20260731
0057H0,3.63,12.2,20260102,20250731,20260731
0060H0,7.43,21.13,20260102,20250731,20260731
0061Z0,1.67,1.49,20260102,20250731,20260731
0064K0,-7.41,25.41,20260102,20250731,20260731
0065G0,-13.88,-6.58,20260102,20250731,20260731
0066W0,-7.7,26.68,20260102,20250731,20260731
0067V0,-5.79,4.02,20260102,20250731,20260731
0067Y0,-10.68,1.34,20260102,20250731,20260731
0068M0,4.52,14.69,20260102,20250731,20260731
0069M0,10.25,24.95,20260102,20250731,20260731
0072R0,-10.11,24.94,20260102,20250731,20260731
0073X0,-14.81,-8.49,20260102,20250731,20260731
0074K0,23.34,43.57,20260102,20250731,20260731
0078V0,-19.22,-1.74,20260102,20250731,20260731
0079X0,-15.84,2.18,20260102,20250731,20260731
0080G0,-3.42,-11.36,20260102,20250731,20260731
0080X0,1.22,10.28,20260102,20250731,20260731
0080Y0,-41.27,-33.04,20260102,20250731,20260731
0082F0,5.9,10.0,20260102,20250731,20260731
0082V0,2.69,12.19,20260102,20250731,20260731
0083S0,-18.21,-6.12,20260102,20250731,20260731
0084D0,9.21,16.05,20260102,20250731,20260731
0084E0,3.77,,20260102,20250731,20260731
0085N0,-3.84,-3.12,20260102,20250731,20260731
0085P0,-4.2,1.25,20260102,20250731,20260731
0086B0,-8.08,-5.63,20260102,20250731,20260731
0086C0,-3.73,-2.29,20260102,20250731,20260731
0087F0,18.74,33.18,20260102,20250731,20260731
0088N0,-14.16,,20260102,20250731,20260731
0089B0,5.33,,20260102,20250731,20260731
0089C0,4.22,,20260102,20250731,20260731
0089D0,23.61,,20260102,20250731,20260731
0090B0,-33.88,,20260102,20250731,20260731
0091C0,-4.37,,20260102,20250731,20260731
0091M0,0.95,,20260102,20250731,20260731
0091P0,27.61,,20260102,20250731,20260731
0092B0,20.94,,20260102,20250731,20260731
0092C0,0.89,,20260102,20250731,20260731
0093A0,77.35,,20260102,20250731,20260731
0093B0,10.59,,20260102,20250731,20260731
0093D0,32.74,,20260102,20250731,20260731
0094K0,-0.04,,20260102,20250731,20260731
0094L0,-16.73,,20260102,20250731,20260731
0094M0,40.55,,20260102,20250731,20260731
0094X0,-12.82,,20260102,20250731,20260731
0097L0,13.85,,20260102,20250731,20260731
0098F0,18.45,,20260102,20250731,20260731
0098N0,16.09,,20260102,20250731,20260731
0098Z0,75.29,,20260102,20250731,20260731
0099L0,0.16,,20260102,20250731,20260731
0100K0,-31.01,,20260102,20250731,20260731
0101N0,32.08,,20260102,20250731,20260731
0102A0,-29.04,,20260102,20250731,20260731
0102X0,4.05,,20260102,20250731,20260731
0103T0,-19.24,,20260102,20250731,20260731
0104G0,-32.56,,20260102,20250731,20260731
0104H0,15.13,,20260102,20250731,20260731
0104N0,64.47,,20260102,20250731,20260731
0104P0,6.97,,20260102,20250731,20260731
0105D0,-13.61,,20260102,20250731,20260731
0105E0,18.14,,20260102,20250731,20260731
0107F0,13.85,,20260102,20250731,20260731
0111J0,32.25,,20260102,20250731,20260731
0111P0,4.99,,20260102,20250731,20260731
0112X0,72.43,,20260102,20250731,20260731
0113D0,22.06,,20260102,20250731,20260731
0113G0,5.68,,20260102,20250731,20260731
0113P0,1.72,,20260102,20250731,20260731
0114X0,-5.33,,20260102,20250731,20260731
0115C0,6.23,,20260102,20250731,20260731
0115D0,-12.26,,20260102,20250731,20260731
0115E0,22.48,,20260102,20250731,20260731
0117L0,1.81,,20260102,20250731,20260731
0117V0,32.25,,20260102,20250731,20260731
0118S0,24.52,,20260102,20250731,20260731
0118Z0,0.0,,20260102,20250731,20260731
0119H0,-0.8,,20260102,20250731,20260731
0120J0,-24.45,,20260102,20250731,20260731
0122W0,1.66,,20260102,20250731,20260731
0123G0,-8.47,,20260102,20250731,20260731
0123S0,1.55,,20260102,20250731,20260731
0127M0,19.92,,20260102,20250731,20260731
0127P0,4.47,,20260102,20250731,20260731
0127R0,51.57,,20260102,20250731,20260731
0127T0,9.76,,20260102,20250731,20260731
0127V0,5.8,,20260102,20250731,20260731
0128D0,-19.99,,20260102,20250731,20260731
0131A0,-11.76,,20260102,20250731,20260731
0131V0,-16.71,,20260102,20250731,20260731
0131W0,1.58,,20260102,20250731,20260731
0132D0,-10.93,,20260102,20250731,20260731
0132H0,-13.95,,20260102,20250731,20260731
0132K0,-19.72,,20260102,20250731,20260731
0135Y0,0.02,,20260102,20250731,20260731
0137V0,19.21,,20260102,20250731,20260731
0137W0,5.55,,20260102,20250731,20260731
0138D0,5.34,,20260102,20250731,20260731
0138T0,-1.17,,20260102,20250731,20260731
0138Y0,-3.94,,20260102,20250731,20260731
0139F0,1.56,,20260102,20250731,20260731
0139P0,20.31,,20260102,20250731,20260731
0141S0,-20.55,,20260102,20250731,20260731
0141T0,0.07,,20260102,20250731,20260731
0142D0,15.97,,20260102,20250731,20260731
0144L0,-1.98,,20260102,20250731,20260731
0144M0,-25.08,,20260102,20250731,20260731
069500,78.7,147.15,20260102,20250731,20260731
069660,78.32,146.34,20260102,20250731,20260731
091160,97.11,224.77,20260102,20250731,20260731
091170,23.75,31.6,20260102,20250731,20260731
091180,12.43,37.38,20260102,20250731,20260731
091220,22.73,31.98,20260102,20250731,20260731
091230,98.78,229.24,20260102,20250731,20260731
099140,-5.84,-1.53,20260102,20250731,20260731
100910,73.35,142.21,20260102,20250731,20260731
101280,15.4,34.43,20260102,20250731,20260731
102110,79.75,148.65,20260102,20250731,20260731
102780,75.13,137.52,20260102,20250731,20260731
102960,-7.12,10.22,20260102,20250731,20260731
102970,25.3,43.16,20260102,20250731,20260731
104520,20.5,33.82,20260102,20250731,20260731
104530,10.88,16.14,20260102,20250731,20260731
105010,17.2,45.88,20260102,20250731,20260731
105190,73.0,139.58,20260102,20250731,20260731
105780,65.25,131.54,20260102,20250731,20260731
108450,61.48,117.32,20260102,20250731,20260731
108590,70.51,135.77,20260102,20250731,20260731
114100,-1.36,-3.25,20260102,20250731,20260731
114260,0.0,-1.8,20260102,20250731,20260731
114460,-1.27,-3.08,20260102,20250731,20260731
114470,-1.19,-2.83,20260102,20250731,20260731
114800,-56.95,-69.42,20260102,20250731,20260731
114820,0.05,-1.48,20260102,20250731,20260731
117460,-3.87,1.54,20260102,20250731,20260731
117680,-14.26,-16.01,20260102,20250731,20260731
117690,-6.63,-4.23,20260102,20250731,20260731
117700,35.48,33.37,20260102,20250731,20260731
122090,84.54,169.46,20260102,20250731,20260731
122260,1.27,-0.76,20260102,20250731,20260731
122630,132.18,328.28,20260102,20250731,20260731
123310,-58.07,-69.78,20260102,20250731,20260731
123320,127.97,318.66,20260102,20250731,20260731
130680,74.41,50.45,20260102,20250731,20260731
130730,1.46,-0.57,20260102,20250731,20260731
131890,40.92,78.78,20260102,20250731,20260731
132030,-9.02,16.96,20260102,20250731,20260731
133690,10.32,25.45,20260102,20250731,20260731
136340,-1.89,-3.21,20260102,20250731,20260731
137610,4.33,1.34,20260102,20250731,20260731
138230,0.85,5.5,20260102,20250731,20260731
138520,83.66,148.56,20260102,20250731,20260731
138530,27.26,44.2,20260102,20250731,20260731
138540,16.68,37.26,20260102,20250731,20260731
138910,10.56,8.7,20260102,20250731,20260731
138920,7.35,9.79,20260102,20250731,20260731
139220,43.68,51.71,20260102,20250731,20260731
139230,-8.2,6.78,20260102,20250731,20260731
139240,-21.54,-24.65,20260102,20250731,20260731
139250,16.73,27.11,20260102,20250731,20260731
139260,130.62,296.99,20260102,20250731,20260731
139270,29.26,41.9,20260102,20250731,20260731
139280,-2.04,2.43,20260102,20250731,20260731
139290,18.94,38.62,20260102,20250731,20260731
139320,-11.22,18.68,20260102,20250731,20260731
139660,0.0,-4.31,20260102,20250731,20260731
140570,29.89,55.15,20260102,20250731,20260731
140580,27.04,44.55,20260102,20250731,20260731
140700,46.36,62.2,20260102,20250731,20260731
140710,5.01,3.87,20260102,20250731,20260731
140950,76.58,149.47,20260102,20250731,20260731
143850,6.04,11.55,20260102,20250731,20260731
143860,-27.46,-17.14,20260102,20250731,20260731
144600,-24.2,43.68,20260102,20250731,20260731
145670,-55.34,-68.19,20260102,20250731,20260731
145850,71.65,126.27,20260102,20250731,20260731
147970,44.74,66.01,20260102,20250731,20260731
148020,78.83,147.55,20260102,20250731,20260731
148070,-4.09,-10.3,20260102,20250731,20260731
150460,-2.14,-10.13,20260102,20250731,20260731
152100,76.59,145.09,20260102,20250731,20260731
152380,-4.06,-8.31,20260102,20250731,20260731
152500,118.26,298.59,20260102,20250731,20260731
152870,70.58,135.67,20260102,20250731,20260731
153130,-0.17,-0.41,20260102,20250731,20260731
153270,77.41,150.27,20260102,20250731,20260731
156080,84.09,162.82,20260102,20250731,20260731
157450,1.35,1.23,20260102,20250731,20260731
157490,-11.65,-11.51,20260102,20250731,20260731
157500,25.8,44.12,20260102,20250731,20260731
159800,75.95,147.93,20260102,20250731,20260731
160580,5.92,35.68,20260102,20250731,20260731
161510,15.68,24.29,20260102,20250731,20260731
166400,29.05,54.98,20260102,20250731,20260731
167860,-9.65,-19.29,20260102,20250731,20260731
168580,2.26,21.27,20260102,20250731,20260731
169950,1.76,17.39,20260102,20250731,20260731
174350,12.59,22.02,20260102,20250731,20260731
174360,3.82,26.04,20260102,20250731,20260731
176950,6.76,10.93,20260102,20250731,20260731
181480,9.63,4.87,20260102,20250731,20260731
182480,15.04,14.4,20260102,20250731,20260731
182490,0.4,1.85,20260102,20250731,20260731
183700,28.08,42.93,20260102,20250731,20260731
183710,52.39,92.72,20260102,20250731,20260731
185680,21.24,82.22,20260102,20250731,20260731
189400,8.24,16.9,20260102,20250731,20260731
190620,1.36,-0.27,20260102,20250731,20260731
192090,2.83,21.07,20260102,20250731,20260731
192720,20.55,33.11,20260102,20250731,20260731
195920,17.64,40.33,20260102,20250731,20260731
195930,12.61,20.04,20260102,20250731,20260731
195970,10.12,19.77,20260102,20250731,20260731
195980,21.15,33.81,20260102,20250731,20260731
196030,35.3,83.77,20260102,20250731,20260731
196230,1.31,0.88,20260102,20250731,20260731
200030,13.22,20.65,20260102,20250731,20260731
200250,-12.97,-9.03,20260102,20250731,20260731
203780,14.28,51.57,20260102,20250731,20260731
204450,-14.44,-17.95,20260102,20250731,20260731
204480,-0.47,38.44,20260102,20250731,20260731
205720,-19.54,-32.82,20260102,20250731,20260731
210780,8.57,16.32,20260102,20250731,20260731
211560,25.85,36.73,20260102,20250731,20260731
211900,25.52,36.99,20260102,20250731,20260731
213610,63.6,115.95,20260102,20250731,20260731
213630,13.92,17.62,20260102,20250731,20260731
214980,-0.25,-0.41,20260102,20250731,20260731
215620,-5.53,-3.07,20260102,20250731,20260731
217770,-50.97,-45.62,20260102,20250731,20260731
217780,-5.96,-25.56,20260102,20250731,20260731
218420,30.82,37.91,20260102,20250731,20260731
219390,33.63,29.07,20260102,20250731,20260731
219480,7.05,13.57,20260102,20250731,20260731
219900,-0.87,37.01,20260102,20250731,20260731
220130,6.57,28.35,20260102,20250731,20260731
223190,48.85,86.5,20260102,20250731,20260731
225030,-6.67,-14.6,20260102,20250731,20260731
225040,12.92,27.69,20260102,20250731,20260731
225050,19.26,29.23,20260102,20250731,20260731
225060,33.87,60.24,20260102,20250731,20260731
225130,-22.93,23.2,20260102,20250731,20260731
225800,-0.68,8.83,20260102,20250731,20260731
226380,-14.84,-21.34,20260102,20250731,20260731
226490,56.44,104.37,20260102,20250731,20260731
226980,1.23,9.06,20260102,20250731,20260731
227540,-21.08,-11.63,20260102,20250731,20260731
227550,6.12,6.27,20260102,20250731,20260731
227560,2.68,5.06,20260102,20250731,20260731
227570,21.19,25.57,20260102,20250731,20260731
227830,56.98,104.22,20260102,20250731,20260731
228790,13.23,-9.69,20260102,20250731,20260731
228800,-27.92,-30.37,20260102,20250731,20260731
228810,-47.82,-51.57,20260102,20250731,20260731
228820,57.38,94.64,20260102,20250731,20260731
229200,-21.58,-9.6,20260102,20250731,20260731
229720,54.95,91.87,20260102,20250731,20260731
230480,-1.14,-10.89,20260102,20250731,20260731
232080,-21.95,-10.49,20260102,20250731,20260731
233160,-54.99,-42.93,20260102,20250731,20260731
233740,-54.43,-41.55,20260102,20250731,20260731
234310,33.59,65.03,20260102,20250731,20260731
236350,-26.71,-23.23,20260102,20250731,20260731
237350,78.4,151.61,20260102,20250731,20260731
237370,6.49,8.11,20260102,20250731,20260731
237440,-0.3,0.8,20260102,20250731,20260731
238670,6.11,9.35,20260102,20250731,20260731
238720,29.76,60.68,20260102,20250731,20260731
239660,0.99,0.36,20260102,20250731,20260731
241180,24.87,51.84,20260102,20250731,20260731
241390,10.6,19.76,20260102,20250731,20260731
243880,238.45,835.26,20260102,20250731,20260731
243890,9.87,20.73,20260102,20250731,20260731
244580,-40.75,-21.78,20260102,20250731,20260731
244620,20.73,21.34,20260102,20250731,20260731
244660,-1.95,-3.16,20260102,20250731,20260731
244670,5.51,8.62,20260102,20250731,20260731
245340,7.27,20.75,20260102,20250731,20260731
245350,8.06,22.27,20260102,20250731,20260731
245360,-6.52,-2.13,20260102,20250731,20260731
245710,-5.67,18.81,20260102,20250731,20260731
248270,2.72,23.49,20260102,20250731,20260731
250730,-5.35,-8.8,20260102,20250731,20260731
250780,-3.04,-17.29,20260102,20250731,20260731
251340,-1.71,-16.28,20260102,20250731,20260731
251350,7.51,21.45,20260102,20250731,20260731
251590,4.56,7.49,20260102,20250731,20260731
251600,6.43,8.37,20260102,20250731,20260731
252000,11.51,20.25,20260102,20250731,20260731
252400,117.88,300.31,20260102,20250731,20260731
252410,-54.97,-68.07,20260102,20250731,20260731
252420,-85.32,-92.81,20260102,20250731,20260731
252650,11.71,20.81,20260102,20250731,20260731
252670,-86.67,-93.5,20260102,20250731,20260731
252710,-86.64,-93.5,20260102,20250731,20260731
253150,117.66,297.31,20260102,20250731,20260731
253160,-84.51,-92.49,20260102,20250731,20260731
253230,-86.22,-93.29,20260102,20250731,20260731
253240,-55.73,-68.49,20260102,20250731,20260731
253250,120.37,304.38,20260102,20250731,20260731
253280,-29.45,-21.13,20260102,20250731,20260731
253290,-9.87,-7.13,20260102,20250731,20260731
256440,-37.75,-36.98,20260102,20250731,20260731
256450,8.19,53.11,20260102,20250731,20260731
256750,6.6,55.53,20260102,20250731,20260731
261060,16.16,41.29,20260102,20250731,20260731
261070,-39.91,-32.69,20260102,20250731,20260731
261110,-0.32,8.93,20260102,20250731,20260731
261120,-0.3,-11.03,20260102,20250731,20260731
261140,29.56,61.59,20260102,20250731,20260731
261220,69.83,46.76,20260102,20250731,20260731
261240,0.75,5.61,20260102,20250731,20260731
261250,-0.56,9.18,20260102,20250731,20260731
261260,-0.6,-10.4,20260102,20250731,20260731
261270,0.45,-4.11,20260102,20250731,20260731
261920,-1.11,-2.27,20260102,20250731,20260731
265690,0.0,0.0,20260102,20250731,20260731
266160,56.28,93.63,20260102,20250731,20260731
266360,-24.02,-24.28,20260102,20250731,20260731
266370,108.29,239.9,20260102,20250731,20260731
266390,37.2,42.83,20260102,20250731,20260731
266410,12.08,8.17,20260102,20250731,20260731
266420,-27.24,-16.89,20260102,20250731,20260731
266550,14.14,15.9,20260102,20250731,20260731
267440,-5.8,-6.08,20260102,20250731,20260731
267450,3.75,0.27,20260102,20250731,20260731
267490,-11.34,-10.47,20260102,20250731,20260731
267770,128.54,318.56,20260102,20250731,20260731
269370,4.96,15.98,20260102,20250731,20260731
269420,8.16,18.35,20260102,20250731,20260731
269530,6.51,16.28,20260102,20250731,20260731
269540,7.65,16.61,20260102,20250731,20260731
270800,8.96,11.83,20260102,20250731,20260731
270810,-21.87,-10.14,20260102,20250731,20260731
271050,-50.87,-44.42,20260102,20250731,20260731
271060,4.47,5.14,20260102,20250731,20260731
272560,1.34,0.83,20260102,20250731,20260731
272570,-1.06,-3.4,20260102,20250731,20260731
272580,1.55,1.75,20260102,20250731,20260731
272910,-0.84,-2.95,20260102,20250731,20260731
273130,-3.88,-7.45,20260102,20250731,20260731
273140,-0.12,-0.07,20260102,20250731,20260731
275280,67.23,114.32,20260102,20250731,20260731
275290,86.92,154.08,20260102,20250731,20260731
275300,79.14,171.44,20260102,20250731,20260731
275750,-0.85,-15.61,20260102,20250731,20260731
275980,9.61,21.81,20260102,20250731,20260731
276000,15.85,29.81,20260102,20250731,20260731
276650,13.74,26.58,20260102,20250731,20260731
276970,1.89,0.13,20260102,20250731,20260731
276990,10.57,27.88,20260102,20250731,20260731
277540,37.48,65.55,20260102,20250731,20260731
277630,56.98,104.16,20260102,20250731,20260731
277640,70.49,128.93,20260102,20250731,20260731
277650,-1.34,3.69,20260102,20250731,20260731
278240,-54.88,-42.3,20260102,20250731,20260731
278530,77.3,146.96,20260102,20250731,20260731
278540,81.2,159.86,20260102,20250731,20260731
278620,1.14,0.62,20260102,20250731,20260731
279530,22.38,30.17,20260102,20250731,20260731
279540,25.67,53.52,20260102,20250731,20260731
280320,-2.55,-4.72,20260102,20250731,20260731
280920,31.11,60.49,20260102,20250731,20260731
280930,15.1,26.01,20260102,20250731,20260731
280940,7.09,-17.78,20260102,20250731,20260731
281990,9.78,9.96,20260102,20250731,20260731
282000,2.16,3.31,20260102,20250731,20260731
283580,1.56,21.01,20260102,20250731,20260731
284430,25.22,47.2,20260102,20250731,20260731
284980,28.32,40.38,20260102,20250731,20260731
285690,27.28,43.32,20260102,20250731,20260731
287180,28.2,43.81,20260102,20250731,20260731
289040,78.89,152.67,20260102,20250731,20260731
289250,86.07,160.85,20260102,20250731,20260731
289260,68.84,141.13,20260102,20250731,20260731
289480,19.27,31.84,20260102,20250731,20260731
289670,-4.46,-8.13,20260102,20250731,20260731
290080,-22.39,-26.72,20260102,20250731,20260731
290130,89.58,185.02,20260102,20250731,20260731
291130,4.78,26.84,20260102,20250731,20260731
291620,-2.1,-16.65,20260102,20250731,20260731
291630,-54.51,-41.31,20260102,20250731,20260731
291680,0.33,-2.52,20260102,20250731,20260731
291890,16.56,28.24,20260102,20250731,20260731
292050,70.92,132.88,20260102,20250731,20260731
292150,77.53,181.88,20260102,20250731,20260731
292160,65.94,126.14,20260102,20250731,20260731
292190,66.99,128.71,20260102,20250731,20260731
292500,70.72,132.26,20260102,20250731,20260731
292560,-3.27,-6.44,20260102,20250731,20260731
292770,2.32,3.74,20260102,20250731,20260731
293180,71.07,136.93,20260102,20250731,20260731
294400,79.5,149.44,20260102,20250731,20260731
295000,-4.05,-8.01,20260102,20250731,20260731
295020,6.46,10.68,20260102,20250731,20260731
295040,77.19,146.04,20260102,20250731,20260731
298340,0.2,-1.45,20260102,20250731,20260731
298770,85.37,161.07,20260102,20250731,20260731
300610,-13.19,-24.52,20260102,20250731,20260731
300640,-12.84,-25.17,20260102,20250731,20260731
300950,-5.63,-17.69,20260102,20250731,20260731
301400,-20.85,-9.11,20260102,20250731,20260731
302190,-2.11,-4.97,20260102,20250731,20260731
302450,56.05,102.71,20260102,20250731,20260731
304660,-4.97,-3.58,20260102,20250731,20260731
304670,5.94,3.27,20260102,20250731,20260731
304760,69.72,131.65,20260102,20250731,20260731
304770,-21.43,-9.94,20260102,20250731,20260731
304780,119.73,305.49,20260102,20250731,20260731
304940,9.73,17.35,20260102,20250731,20260731
305050,56.23,103.52,20260102,20250731,20260731
305080,-3.23,2.54,20260102,20250731,20260731
305540,-5.42,2.12,20260102,20250731,20260731
305720,-7.66,1.79,20260102,20250731,20260731
306520,-53.33,-66.9,20260102,20250731,20260731
306530,-53.09,-39.57,20260102,20250731,20260731
306950,103.54,262.1,20260102,20250731,20260731
307510,-36.01,-29.03,20260102,20250731,20260731
307520,25.35,41.19,20260102,20250731,20260731
308620,-2.57,2.01,20260102,20250731,20260731
309230,1.21,13.04,20260102,20250731,20260731
310080,-10.54,-8.9,20260102,20250731,20260731
310960,73.61,140.41,20260102,20250731,20260731
310970,79.03,156.65,20260102,20250731,20260731
314250,5.45,9.22,20260102,20250731,20260731
314700,-4.95,-1.86,20260102,20250731,20260731
315270,-9.12,-9.16,20260102,20250731,20260731
315930,89.51,195.83,20260102,20250731,20260731
315960,96.44,220.86,20260102,20250731,20260731
316300,-5.98,3.07,20260102,20250731,20260731
316670,-21.74,-9.9,20260102,20250731,20260731
319640,-9.22,15.62,20260102,20250731,20260731
321410,1.43,4.73,20260102,20250731,20260731
322400,-14.26,-13.86,20260102,20250731,20260731
322410,18.88,27.66,20260102,20250731,20260731
325010,67.21,129.24,20260102,20250731,20260731
325020,45.68,68.59,20260102,20250731,20260731
326230,0.0,5.15,20260102,20250731,20260731
326240,65.55,131.1,20260102,20250731,20260731
328370,57.72,106.11,20260102,20250731,20260731
329200,-9.57,-5.42,20260102,20250731,20260731
329650,-1.12,1.18,20260102,20250731,20260731
329660,1.71,7.48,20260102,20250731,20260731
329670,3.93,12.8,20260102,20250731,20260731
329750,0.71,6.11,20260102,20250731,20260731
332500,79.18,149.15,20260102,20250731,20260731
332610,-1.42,3.32,20260102,20250731,20260731
332620,-6.56,-1.08,20260102,20250731,20260731
332930,76.01,144.43,20260102,20250731,20260731
332940,79.6,156.47,20260102,20250731,20260731
334690,-25.56,-6.46,20260102,20250731,20260731
334700,11.49,-21.14,20260102,20250731,20260731
336160,-1.98,-3.28,20260102,20250731,20260731
337120,62.03,116.62,20260102,20250731,20260731
337140,66.96,125.14,20260102,20250731,20260731
337150,19.47,50.05,20260102,20250731,20260731
337160,88.22,172.25,20260102,20250731,20260731
341850,-6.08,-3.39,20260102,20250731,20260731
352540,-8.66,-1.77,20260102,20250731,20260731
352560,9.9,5.0,20260102,20250731,20260731
354240,-1.9,-1.95,20260102,20250731,20260731
354350,-7.17,2.32,20260102,20250731,20260731
354500,-21.57,-9.14,20260102,20250731,20260731
356540,-3.62,-6.94,20260102,20250731,20260731
357870,1.64,2.65,20260102,20250731,20260731
359210,59.46,108.08,20260102,20250731,20260731
360140,106.16,145.37,20260102,20250731,20260731
360150,-57.86,-65.14,20260102,20250731,20260731
360200,6.84,20.67,20260102,20250731,20260731
360750,7.25,21.21,20260102,20250731,20260731
361580,73.68,141.3,20260102,20250731,20260731
363510,1.36,0.94,20260102,20250731,20260731
363570,-9.64,-15.46,20260102,20250731,20260731
363580,130.09,299.5,20260102,20250731,20260731
364690,63.36,116.01,20260102,20250731,20260731
364960,-9.88,-8.43,20260102,20250731,20260731
364970,-24.74,-17.32,20260102,20250731,20260731
364980,0.74,2.02,20260102,20250731,20260731
364990,-1.8,-13.2,20260102,20250731,20260731
365000,-22.67,-19.62,20260102,20250731,20260731
365040,63.05,110.18,20260102,20250731,20260731
365780,-4.28,-9.83,20260102,20250731,20260731
367380,10.22,25.32,20260102,20250731,20260731
367740,81.49,154.77,20260102,20250731,20260731
367760,137.49,319.31,20260102,20250731,20260731
367770,15.25,33.39,20260102,20250731,20260731
368190,-11.76,-8.41,20260102,20250731,20260731
368590,10.51,25.39,20260102,20250731,20260731
368680,-11.03,-8.01,20260102,20250731,20260731
371150,-15.33,-10.59,20260102,20250731,20260731
371160,-15.82,-10.49,20260102,20250731,20260731
371450,7.79,9.32,20260102,20250731,20260731
371460,-12.87,13.75,20260102,20250731,20260731
371470,-1.14,-8.57,20260102,20250731,20260731
371870,-15.93,-9.72,20260102,20250731,20260731
372330,-15.38,-10.57,20260102,20250731,20260731
373490,27.35,61.81,20260102,20250731,20260731
373790,4.27,9.11,20260102,20250731,20260731
375270,14.72,17.77,20260102,20250731,20260731
375760,67.16,124.2,20260102,20250731,20260731
375770,63.49,119.75,20260102,20250731,20260731
376410,62.87,118.09,20260102,20250731,20260731
377990,15.0,40.06,20260102,20250731,20260731
379780,7.38,20.81,20260102,20250731,20260731
379790,10.62,15.77,20260102,20250731,20260731
379800,6.19,19.52,20260102,20250731,20260731
379810,9.92,24.8,20260102,20250731,20260731
380340,59.71,128.06,20260102,20250731,20260731
381170,-0.29,17.57,20260102,20250731,20260731
381180,60.95,108.45,20260102,20250731,20260731
381560,60.41,93.88,20260102,20250731,20260731
381570,8.58,9.9,20260102,20250731,20260731
385510,10.29,23.39,20260102,20250731,20260731
385520,27.68,73.81,20260102,20250731,20260731
385540,-6.28,-6.77,20260102,20250731,20260731
385550,1.51,0.57,20260102,20250731,20260731
385560,-25.87,-35.79,20260102,20250731,20260731
