,종가,NAV,괴리율
2025-08-05,19110,19064.45,0.24
2025-08-06,19065,18987.94,0.41
2025-08-07,19060,19013.01,0.25
2025-08-08,19140,19112.13,0.15
2025-08-11,19265,19240.68,0.13
2025-08-12,19245,19221.06,0.12
2025-08-13,19315,19325.91,-0.06
2025-08-14,19370,19393.11,-0.12
2025-08-18,19380,19387.9,-0.04
2025-08-19,19425,19468.15,-0.22
2025-08-20,19405,19458.74,-0.28
2025-08-21,19415,19412.49,0.01
2025-08-22,19230,19265.54,-0.18
2025-08-25,19430,19440.2,-0.05
2025-08-26,19490,19510.57,-0.11
2025-08-27,19610,19599.29,0.05
2025-08-28,19510,19527.12,-0.09
2025-08-29,19610,19623.01,-0.07
2025-09-01,19505,19547.96,-0.22
2025-09-02,19495,19511.26,-0.08
2025-09-03,19425,19394.95,0.15
2025-09-04,19515,19497.16,0.09
2025-09-05,19690,19640.4,0.25
2025-09-08,19605,19574.8,0.15
2025-09-09,19615,19580.31,0.18
2025-09-10,19670,19615.1,0.28
2025-09-11,19770,19746.75,0.12
2025-09-12,19855,19862.58,-0.04
2025-09-15,19885,19865.03,0.1
2025-09-16,19835,19819.71,0.08
2025-09-17,19810,19810.01,-0.0
2025-09-18,19975,19900.24,0.38
2025-09-19,20070,20080.59,-0.05
2025-09-22,20135,20162.27,-0.14
2025-09-23,20255,20254.43,0.0
2025-09-24,20240,20212.33,0.14
2025-09-25,20205,20199.37,0.03
2025-09-26,20305,20212.4,0.46
2025-09-29,20215,20136.85,0.39
2025-09-30,20250,20248.53,0.01
2025-10-01,20230,20337.49,-0.53
2025-10-02,20375,20362.61,0.06
2025-10-10,20775,20741.76,0.16
2025-10-13,20505,20253.82,1.24
2025-10-14,20510,20638.42,-0.62
2025-10-15,20550,20469.52,0.39
2025-10-16,20540,20505.88,0.17
2025-10-17,20290,20421.63,-0.64
2025-10-20,20580,20503.19,0.37
2025-10-21,20835,20844.77,-0.05
2025-10-22,20915,20875.73,0.19
2025-10-23,20935,20906.98,0.13
2025-10-24,21070,20992.22,0.37
2025-10-27,21275,21080.43,0.92
2025-10-28,21420,21425.19,-0.02
2025-10-29,21435,21386.51,0.23
2025-10-30,21290,21306.37,-0.08
2025-10-31,21205,21066.97,0.66
2025-11-03,21200,21186.24,0.06
2025-11-04,21165,21357.25,-0.9
2025-11-05,21265,21275.99,-0.05
2025-11-06,21305,21328.66,-0.11
2025-11-07,21285,21224.52,0.28
2025-11-10,21320,21173.25,0.69
2025-11-11,21670,21675.16,-0.02
2025-11-12,21810,21756.52,0.25
2025-11-13,21870,21801.03,0.32
2025-11-14,21285,21282.87,0.01
2025-11-17,21375,21291.25,0.39
2025-11-18,21090,21200.97,-0.52
2025-11-19,20995,21030.78,-0.17
2025-11-20,21405,21146.78,1.22
2025-11-21,20970,20925.34,0.21
2025-11-24,21260,21155.43,0.49
2025-11-25,21400,21414.71,-0.07
2025-11-26,21575,21511.59,0.29
2025-11-27,21650,21649.8,0.0
2025-11-28,21810,21733.6,0.35
2025-12-01,21700,21839.44,-0.64
2025-12-02,21680,21704.04,-0.11
2025-12-03,21795,21752.63,0.19
2025-12-04,21920,21899.64,0.09
2025-12-05,21905,21855.82,0.23
2025-12-08,21910,21872.07,0.17
2025-12-09,21890,21876.39,0.06
2025-12-10,21850,21829.5,0.09
2025-12-11,21825,22016.21,-0.87
2025-12-12,22095,22073.81,0.1
2025-12-15,21860,21797.75,0.29
2025-12-16,21740,21853.47,-0.52
2025-12-17,21860,21843.98,0.07
2025-12-18,21610,21567.84,0.2
2025-12-19,21725,21712.56,0.06
