,종가,NAV,괴리율
2025-08-04,103460,103458.79,0.0
2025-08-05,103470,103466.66,0.0
2025-08-06,103475,103474.12,0.0
2025-08-07,103485,103481.77,0.0
2025-08-08,103505,103504.63,0.0
2025-08-11,103515,103512.4,0.0
2025-08-12,103520,103520.09,-0.0
2025-08-13,103530,103527.73,0.0
2025-08-14,103560,103558.33,0.0
2025-08-18,103570,103565.99,0.0
2025-08-19,103575,103573.66,0.0
2025-08-20,103580,103580.95,-0.0
2025-08-21,103590,103588.32,0.0
2025-08-22,103615,103611.04,0.0
2025-08-25,103620,103618.46,0.0
2025-08-26,103630,103625.96,0.0
2025-08-27,103635,103633.54,0.0
2025-08-28,103645,103641.14,0.0
2025-08-29,103665,103663.46,0.0
2025-09-01,103675,103671.27,0.0
2025-09-02,103680,103679.07,0.0
2025-09-03,103690,103687.06,0.0
2025-09-04,103695,103694.83,0.0
2025-09-05,103720,103718.03,0.0
2025-09-08,103725,103725.86,-0.0
2025-09-09,103735,103733.61,0.0
2025-09-10,103745,103741.2,0.0
2025-09-11,103750,103748.8,0.0
2025-09-12,103775,103771.4,0.0
2025-09-15,103780,103778.56,0.0
2025-09-16,103790,103786.26,0.0
2025-09-17,103795,103794.39,0.0
2025-09-18,103805,103801.69,0.0
2025-09-19,103825,103824.73,0.0
2025-09-22,103835,103832.61,0.0
2025-09-23,103840,103840.32,-0.0
2025-09-24,103850,103848.2,0.0
2025-09-25,103860,103855.72,0.0
2025-09-26,103880,103879.1,0.0
2025-09-29,103885,103886.14,-0.0
2025-09-30,103895,103894.03,0.0
2025-10-01,103905,103901.21,0.0
2025-10-02,103965,103964.14,0.0
2025-10-10,103995,103988.82,0.01
2025-10-13,104000,103996.45,0.0
2025-10-14,104005,104005.36,-0.0
2025-10-15,104015,104013.64,0.0
2025-10-16,104025,104021.83,0.0
2025-10-17,104045,104044.88,0.0
2025-10-20,104055,104052.5,0.0
2025-10-21,104060,104060.53,-0.0
2025-10-22,104070,104068.02,0.0
2025-10-23,104075,104075.47,-0.0
2025-10-24,104100,104098.01,0.0
2025-10-27,104105,104105.05,-0.0
2025-10-28,104115,104112.96,0.0
2025-10-29,104120,104120.29,-0.0
2025-10-30,104130,104126.24,0.0
2025-10-31,104150,104147.19,0.0
2025-11-03,104155,104154.44,0.0
2025-11-04,104165,104160.37,0.0
2025-11-05,104170,104166.28,0.0
2025-11-06,104175,104171.9,0.0
2025-11-07,104195,104193.56,0.0
2025-11-10,104205,104200.46,0.0
2025-11-11,104210,104206.25,0.0
2025-11-12,104215,104209.96,0.0
2025-11-13,104220,104211.72,0.01
2025-11-14,104235,104229.03,0.01
2025-11-17,104235,104230.52,0.0
2025-11-18,104240,104232.6,0.01
2025-11-19,104245,104236.73,0.01
2025-11-20,104250,104240.45,0.01
2025-11-21,104260,104261.88,-0.0
2025-11-24,104260,104269.28,-0.01
2025-11-25,104275,104278.32,-0.0
