,종가,NAV,괴리율
2026-02-04,29600,29483.84,0.39
2026-02-05,28055,27940.64,0.41
2026-02-06,28070,28059.67,0.04
2026-02-09,29125,29209.96,-0.29
2026-02-10,28585,28528.37,0.2
2026-02-11,28150,28157.58,-0.03
2026-02-12,29450,29811.54,-1.21
2026-02-13,29320,29261.05,0.2
2026-02-19,30080,30109.55,-0.1
2026-02-20,30570,30603.4,-0.11
2026-02-23,30630,30641.72,-0.04
2026-02-24,31600,31633.56,-0.11
2026-02-25,31920,31904.9,0.05
2026-02-26,35290,35261.56,0.08
2026-02-27,36090,35733.09,1.0
2026-03-03,32885,32761.79,0.38
2026-03-04,29110,29203.36,-0.32
2026-03-05,34140,33860.79,0.82
2026-03-06,34220,34207.84,0.04
2026-03-09,31380,31299.66,0.26
2026-03-10,33570,33555.31,0.04
2026-03-11,33210,33115.17,0.29
2026-03-12,33210,33049.04,0.49
2026-03-13,32365,32249.72,0.36
2026-03-16,33110,33038.29,0.22
2026-03-17,33100,33060.21,0.12
2026-03-18,35170,35248.03,-0.22
2026-03-19,34555,34326.77,0.66
2026-03-20,34205,34288.68,-0.24
2026-03-23,32430,32227.98,0.63
2026-03-24,33350,33300.36,0.15
2026-03-25,33450,33473.59,-0.07
2026-03-26,31540,31450.0,0.29
2026-03-27,31450,31403.01,0.15
2026-03-30,29900,29975.79,-0.25
2026-03-31,28450,28468.44,-0.06
2026-04-01,31530,31571.79,-0.13
2026-04-02,29605,29556.77,0.16
2026-04-03,30815,30854.77,-0.13
2026-04-06,30880,30935.32,-0.18
2026-04-07,31480,31568.4,-0.28
2026-04-08,34475,34513.43,-0.11
2026-04-09,33490,33687.71,-0.59
2026-04-10,34045,34279.58,-0.68
2026-04-13,33750,33887.08,-0.4
2026-04-14,34600,34821.4,-0.64
2026-04-15,35490,35563.28,-0.21
2026-04-16,35935,36078.4,-0.4
2026-04-17,35735,35757.68,-0.06
2026-04-20,36285,36411.88,-0.35
2026-04-21,37405,37389.35,0.04
2026-04-22,37445,37425.99,0.05
2026-04-23,37840,37874.77,-0.09
2026-04-24,38215,38148.15,0.18
2026-04-27,40390,40453.01,-0.16
2026-04-28,40360,40185.35,0.43
2026-04-29,40355,40109.2,0.61
2026-04-30,40115,39965.63,0.37
2026-05-04,42175,42328.01,-0.36
2026-05-06,45470,45539.58,-0.15
2026-05-07,46165,45997.76,0.36
2026-05-08,46375,46257.53,0.25
2026-05-11,49400,49424.35,-0.05
2026-05-12,47605,47125.38,1.02
2026-05-13,49910,49870.22,0.08
2026-05-14,50065,50472.82,-0.81
2026-05-15,46300,45980.24,0.7
2026-05-18,45615,45818.43,-0.44
2026-05-19,43560,43591.77,-0.07
2026-05-20,43700,43598.39,0.23
2026-05-21,48395,48489.24,-0.19
2026-05-22,48000,48059.55,-0.12
2026-05-26,50190,50369.0,-0.36
2026-05-27,50910,51189.73,-0.55
2026-05-28,50115,50179.46,-0.13
2026-05-29,50450,50623.66,-0.34
2026-06-01,52505,52271.23,0.45
2026-06-02,52085,51841.62,0.47
2026-06-04,52965,52594.35,0.7
2026-06-05,49555,48923.42,1.29
2026-06-08,44090,44159.94,-0.16
2026-06-09,49410,49598.44,-0.38
2026-06-10,46830,46708.87,0.26
2026-06-11,48560,48391.71,0.35
2026-06-12,53000,53413.05,-0.77
2026-06-15,53800,53564.61,0.44
2026-06-16,52450,52381.4,0.13
2026-06-17,53120,53221.03,-0.19
2026-06-18,54480,54458.13,0.04
2026-06-19,53750,53600.66,0.28
2026-06-22,55670,55666.27,0.01
2026-06-23,49260,48843.0,0.85
2026-06-24,50800,50735.18,0.13
2026-06-25,54070,54041.28,0.05
2026-06-26,51630,51473.33,0.3
2026-06-29,50075,49935.06,0.28
2026-06-30,51050,50934.18,0.23
2026-07-01,48790,49253.78,-0.94
2026-07-02,43845,43220.35,1.45
2026-07-03,45700,45601.1,0.22
2026-07-06,44500,44427.78,0.16
2026-07-07,41375,41410.87,-0.09
2026-07-08,38600,38794.48,-0.5
2026-07-09,40170,40246.66,-0.19
2026-07-10,41930,41756.31,0.42
2026-07-13,36575,36602.06,-0.07
2026-07-14,37645,37653.66,-0.02
2026-07-15,41685,41546.55,0.33
2026-07-16,37285,37297.61,-0.03
2026-07-20,35285,35322.94,-0.11
2026-07-21,37060,36977.87,0.22
2026-07-22,36680,36730.05,-0.14
2026-07-23,37700,37699.52,0.0
2026-07-24,34450,34494.36,-0.13
2026-07-27,35100,35054.3,0.13
2026-07-28,29995,30037.78,-0.14
2026-07-29,27720,27733.09,-0.05
2026-07-30,26440,26494.95,-0.21
2026-07-31,34370,33851.68,1.53
