,종가,NAV,괴리율
2026-03-19,10075,10069.71,0.05
2026-03-20,10085,10071.41,0.13
2026-03-23,10055,10086.4,-0.31
2026-03-24,10020,9997.11,0.23
2026-03-25,10105,10057.16,0.48
2026-03-26,10105,10157.02,-0.51
2026-03-27,10240,10197.24,0.42
2026-03-30,10210,10184.59,0.25
2026-03-31,10370,10295.37,0.72
2026-04-01,10215,10157.74,0.56
2026-04-02,10170,10221.06,-0.5
2026-04-03,10185,10143.25,0.41
2026-04-06,10175,10150.5,0.24
2026-04-07,10170,10164.19,0.06
2026-04-08,10080,9915.3,1.66
2026-04-09,10080,10083.21,-0.03
2026-04-10,10110,10102.0,0.08
2026-04-13,10065,9932.57,1.33
2026-04-14,9975,9935.75,0.4
2026-04-15,9885,9865.3,0.2
2026-04-16,9875,9850.42,0.25
2026-04-17,9965,9962.25,0.03
2026-04-20,9965,9987.46,-0.22
2026-04-21,9945,9921.56,0.24
2026-04-22,9990,9957.04,0.33
2026-04-23,10010,9998.33,0.12
2026-04-24,10120,10153.48,-0.33
2026-04-27,10035,10004.15,0.31
2026-04-28,10020,9986.16,0.34
2026-04-29,10120,10087.46,0.32
2026-04-30,10145,10156.41,-0.11
2026-05-04,10170,10143.51,0.26
2026-05-06,10110,10036.4,0.73
2026-05-07,10040,10025.39,0.15
2026-05-08,10100,10107.31,-0.07
2026-05-11,10110,10139.97,-0.3
2026-05-12,10235,10292.27,-0.56
2026-05-13,10295,10200.66,0.92
2026-05-14,10215,10199.0,0.16
2026-05-15,10255,10278.77,-0.23
2026-05-18,10180,10254.33,-0.72
2026-05-19,10400,10408.69,-0.08
2026-05-20,10455,10417.5,0.36
2026-05-21,10415,10418.33,-0.03
2026-05-22,10560,10536.11,0.23
2026-05-26,10690,10631.64,0.55
2026-05-27,10585,10554.17,0.29
2026-05-28,10575,10531.4,0.41
2026-05-29,10580,10587.24,-0.07
2026-06-01,10535,10521.26,0.13
2026-06-02,10485,10505.32,-0.19
2026-06-04,10670,10652.04,0.17
2026-06-05,10825,10797.89,0.25
2026-06-08,10650,10668.0,-0.17
2026-06-09,10535,10508.14,0.26
2026-06-10,10615,10628.12,-0.12
2026-06-11,10635,10511.27,1.18
2026-06-12,10540,10538.88,0.01
2026-06-15,10630,10569.27,0.57
2026-06-16,10565,10500.69,0.61
2026-06-17,10500,10486.95,0.12
2026-06-18,10455,10391.44,0.61
2026-06-19,10370,10371.34,-0.01
2026-06-22,10460,10439.76,0.19
2026-06-23,10445,10465.43,-0.2
2026-06-24,10505,10526.6,-0.21
2026-06-25,10530,10507.74,0.21
2026-06-26,10570,10519.38,0.48
2026-06-29,10690,10659.31,0.29
2026-06-30,10640,10629.98,0.09
2026-07-01,10595,10591.5,0.03
2026-07-02,10620,10646.37,-0.25
2026-07-03,10705,10614.54,0.85
2026-07-06,10675,10645.29,0.28
2026-07-07,10660,10577.09,0.78
2026-07-08,10535,10473.42,0.59
2026-07-09,10475,10459.36,0.15
2026-07-10,10440,10399.73,0.39
2026-07-13,10465,10348.67,1.12
2026-07-14,10350,10329.2,0.2
2026-07-15,10185,10161.11,0.24
2026-07-16,10200,10175.9,0.24
2026-07-20,10360,10342.33,0.17
2026-07-21,10280,10256.01,0.23
2026-07-22,10330,10321.69,0.08
2026-07-23,10270,10254.19,0.15
2026-07-24,10270,10223.11,0.46
2026-07-27,10400,10385.95,0.14
2026-07-28,10425,10386.84,0.37
2026-07-29,10455,10416.16,0.37
2026-07-30,10335,10331.47,0.03
2026-07-31,10175,10110.44,0.64
2026-08-03,10210,10167.58,0.42
2026-08-04,10245,10211.42,0.33
2026-08-05,10270,10230.48,0.39
2026-08-06,10235,10180.66,0.53
