,종가,NAV,괴리율
2025-08-06,8745,8715.94,0.33
2025-08-07,8680,8644.23,0.41
2025-08-08,8730,8723.68,0.07
2025-08-11,8760,8753.73,0.07
2025-08-12,8745,8643.36,1.18
2025-08-13,8675,8689.65,-0.17
2025-08-14,8780,8811.78,-0.36
2025-08-18,8775,8789.38,-0.16
2025-08-19,8770,8803.47,-0.38
2025-08-20,8870,8911.88,-0.47
2025-08-21,8910,8931.7,-0.24
2025-08-22,8895,8898.16,-0.04
2025-08-25,8980,8982.38,-0.03
2025-08-26,8990,8995.94,-0.07
2025-08-27,8985,8990.73,-0.06
2025-08-28,8985,8973.71,0.13
2025-08-29,8960,8970.15,-0.11
2025-09-01,8975,9031.93,-0.63
2025-09-02,9010,9014.45,-0.05
2025-09-03,8985,8994.3,-0.1
2025-09-04,8935,8918.0,0.19
2025-09-05,8955,8934.74,0.23
2025-09-08,8930,8910.55,0.22
2025-09-09,8865,8830.38,0.39
2025-09-10,8845,8826.83,0.21
2025-09-11,8880,8785.68,1.07
2025-09-12,8825,8840.27,-0.17
2025-09-15,8785,8768.47,0.19
2025-09-16,8680,8652.16,0.32
2025-09-17,8685,8687.6,-0.03
2025-09-18,8755,8755.61,-0.01
2025-09-19,8770,8790.52,-0.23
2025-09-22,8720,8744.27,-0.28
2025-09-23,8685,8712.99,-0.32
2025-09-24,8775,8796.74,-0.25
2025-09-25,8790,8815.58,-0.29
2025-09-26,8825,8839.9,-0.17
2025-09-29,8820,8827.29,-0.08
2025-09-30,8790,8815.93,-0.29
2025-10-01,8815,8871.78,-0.64
2025-10-02,8895,8922.64,-0.31
2025-10-10,8900,8892.0,0.09
2025-10-13,8810,8677.6,1.53
2025-10-14,8695,8749.01,-0.62
2025-10-15,8715,8755.46,-0.46
2025-10-16,8695,8713.72,-0.21
2025-10-17,8635,8672.42,-0.43
2025-10-20,8685,8725.29,-0.46
2025-10-21,8785,8840.76,-0.63
2025-10-22,8830,8884.08,-0.61
2025-10-23,8890,8917.12,-0.3
2025-10-24,8915,8917.86,-0.03
2025-10-27,8905,8880.27,0.28
2025-10-28,8880,8935.89,-0.63
2025-10-29,8820,8862.48,-0.48
2025-10-30,8740,8747.98,-0.09
2025-10-31,8710,8715.71,-0.07
2025-11-03,8725,8756.28,-0.36
2025-11-04,8695,8730.84,-0.41
2025-11-05,8775,8785.02,-0.11
2025-11-06,8820,8827.65,-0.09
2025-11-07,8845,8861.82,-0.19
2025-11-10,8875,8901.26,-0.3
2025-11-11,8955,8977.76,-0.25
2025-11-12,9085,9038.46,0.51
2025-11-13,9060,9060.49,-0.01
2025-11-14,8950,9004.6,-0.61
2025-11-17,9000,9018.26,-0.2
2025-11-18,8925,8980.61,-0.62
2025-11-19,8975,9028.58,-0.59
2025-11-20,8985,8969.58,0.17
2025-11-21,8910,8918.96,-0.1
2025-11-24,9055,9083.46,-0.31
2025-11-25,8995,9013.76,-0.21
2025-11-26,9050,9081.19,-0.34
2025-11-27,9085,9120.41,-0.39
2025-11-28,9115,9155.61,-0.44
2025-12-01,9160,9200.92,-0.44
2025-12-02,9150,9158.29,-0.09
2025-12-03,9125,9117.21,0.09
2025-12-04,9250,9286.88,-0.4
2025-12-05,9250,9240.79,0.1
2025-12-08,9230,9215.32,0.16
2025-12-09,9200,9206.22,-0.07
2025-12-10,9175,9157.43,0.19
2025-12-11,9270,9206.62,0.69
2025-12-12,9230,9248.19,-0.2
2025-12-15,9250,9236.7,0.14
2025-12-16,9255,9297.36,-0.46
2025-12-17,9215,9215.66,-0.01
2025-12-18,9220,9248.6,-0.31
2025-12-19,9190,9200.48,-0.11
2025-12-22,9215,9220.28,-0.06
2025-12-23,9270,9294.15,-0.26
2025-12-24,9080,9046.38,0.37
2025-12-26,9035,9015.82,0.21
2025-12-29,8995,8945.99,0.55
2025-12-30,9025,8998.9,0.29
2026-01-02,9025,8960.75,0.72
2026-01-05,9160,9065.17,1.05
2026-01-06,9150,9128.49,0.24
2026-01-07,9200,9183.83,0.18
2026-01-08,9155,9155.75,-0.01
2026-01-09,9325,9369.51,-0.48
2026-01-12,9425,9477.81,-0.56
2026-01-13,9470,9394.49,0.8
2026-01-14,9490,9464.73,0.27
2026-01-15,9545,9550.54,-0.06
2026-01-16,9575,9569.51,0.06
2026-01-19,9495,9527.88,-0.35
2026-01-20,9480,9556.19,-0.8
2026-01-21,9435,9446.46,-0.12
2026-01-22,9580,9587.7,-0.08
2026-01-23,9560,9563.82,-0.04
2026-01-26,9405,9392.24,0.14
2026-01-27,9430,9438.38,-0.09
2026-01-28,9345,9347.0,-0.02
2026-01-29,9325,9350.53,-0.27
2026-01-30,9400,9465.12,-0.69
2026-02-02,9620,9764.83,-1.48
2026-02-03,9680,9706.44,-0.27
2026-02-04,9885,9891.69,-0.07
2026-02-05,10145,10184.85,-0.39
2026-02-06,10185,10175.03,0.1
2026-02-09,10290,10273.15,0.16
2026-02-10,10220,10222.86,-0.03
2026-02-11,10210,10043.45,1.66
2026-02-12,10140,10092.05,0.48
2026-02-13,10050,10019.51,0.3
2026-02-19,10105,10095.15,0.1
2026-02-20,10145,10101.57,0.43
2026-02-23,10080,10074.14,0.06
2026-02-24,10080,10066.8,0.13
2026-02-25,10045,10012.07,0.33
2026-02-26,9950,9943.9,0.06
2026-02-27,9990,10042.3,-0.52
2026-03-03,10240,10340.64,-0.97
2026-03-04,10215,10319.23,-1.01
2026-03-05,10210,10250.16,-0.39
2026-03-06,10230,10219.74,0.1
2026-03-09,10200,10306.67,-1.03
2026-03-10,10135,10097.0,0.38
2026-03-11,10060,9936.89,1.24
2026-03-12,10040,10078.71,-0.38
2026-03-13,10090,10095.09,-0.05
2026-03-16,10145,10114.24,0.3
2026-03-17,10090,10112.96,-0.23
2026-03-18,10130,10066.57,0.63
