,종가,NAV,괴리율
2025-08-04,42625,42608.79,0.04
2025-08-05,43240,43256.73,-0.04
2025-08-06,43205,43200.54,0.01
2025-08-07,43585,43676.28,-0.21
2025-08-08,43455,43508.04,-0.12
2025-08-11,43465,43489.83,-0.06
2025-08-12,43310,43322.56,-0.03
2025-08-13,43795,43855.11,-0.14
2025-08-14,43750,43822.73,-0.17
2025-08-18,43090,43080.74,0.02
2025-08-19,42770,42778.36,-0.02
2025-08-20,42510,42526.47,-0.04
2025-08-21,42605,42606.57,-0.0
2025-08-22,42970,43016.03,-0.11
2025-08-25,43500,43556.18,-0.13
2025-08-26,43095,43111.06,-0.04
2025-08-27,43180,43203.34,-0.05
2025-08-28,43370,43375.36,-0.01
2025-08-29,43200,43206.63,-0.02
2025-09-01,42505,42524.68,-0.05
2025-09-02,42930,43008.93,-0.18
2025-09-03,43160,43233.46,-0.17
2025-09-04,43330,43429.46,-0.23
2025-09-05,43500,43485.3,0.03
2025-09-08,43675,43685.63,-0.02
2025-09-09,44260,44329.82,-0.16
2025-09-10,45175,45209.63,-0.08
2025-09-11,45490,45608.97,-0.26
2025-09-12,46430,46487.97,-0.12
2025-09-15,46690,46678.58,0.02
2025-09-16,47440,47501.6,-0.13
2025-09-17,46865,46913.17,-0.1
2025-09-18,47670,47749.83,-0.17
2025-09-19,47505,47559.28,-0.11
2025-09-22,47970,48046.27,-0.16
2025-09-23,48370,48372.94,-0.01
2025-09-24,48220,48257.26,-0.08
2025-09-25,48230,48281.51,-0.11
2025-09-26,47060,47017.02,0.09
2025-09-29,47800,47793.5,0.01
2025-09-30,47645,47674.76,-0.06
2025-10-01,48170,48209.1,-0.08
2025-10-02,49630,49603.0,0.05
2025-10-10,50850,50976.92,-0.25
2025-10-13,50390,50467.39,-0.15
2025-10-14,49875,49972.16,-0.19
2025-10-15,51280,51342.01,-0.12
2025-10-16,52615,52731.68,-0.22
2025-10-17,52755,52833.87,-0.15
2025-10-20,53750,53816.7,-0.12
2025-10-21,53865,53814.6,0.09
2025-10-22,54465,54548.53,-0.15
2025-10-23,53915,53922.07,-0.01
2025-10-24,55300,55284.14,0.03
2025-10-27,56815,56858.2,-0.08
2025-10-28,56260,56238.06,0.04
2025-10-29,57440,57295.04,0.25
2025-10-30,57465,57662.85,-0.34
2025-10-31,58110,58090.44,0.03
2025-11-03,59950,60058.03,-0.18
2025-11-04,58290,58351.32,-0.11
2025-11-05,56665,56693.73,-0.05
2025-11-06,56980,56994.53,-0.03
2025-11-07,55950,55956.67,-0.01
2025-11-10,57675,57696.14,-0.04
2025-11-11,58240,58313.62,-0.13
2025-11-12,58845,58850.81,-0.01
2025-11-13,59110,59052.92,0.1
2025-11-14,56505,56525.28,-0.04
2025-11-17,57735,57848.85,-0.2
2025-11-18,55830,55822.92,0.01
2025-11-19,55410,55447.04,-0.07
2025-11-20,56625,56602.92,0.04
2025-11-21,54235,54215.36,0.04
2025-11-24,54255,54304.04,-0.09
2025-11-25,54640,54693.57,-0.1
2025-11-26,56115,56172.74,-0.1
2025-11-27,56545,56592.16,-0.08
2025-11-28,55725,55662.12,0.11
2025-12-01,55620,55654.41,-0.06
2025-12-02,56725,56832.84,-0.19
2025-12-03,57360,57340.28,0.03
2025-12-04,57190,57237.54,-0.08
2025-12-05,58270,58346.1,-0.13
2025-12-08,59065,59181.79,-0.2
2025-12-09,58750,58842.08,-0.16
2025-12-10,58725,58817.29,-0.16
2025-12-11,58180,58281.96,-0.17
2025-12-12,59045,59063.3,-0.03
2025-12-15,57685,57711.74,-0.05
2025-12-16,56440,56410.12,0.05
2025-12-17,57525,57524.7,0.0
2025-12-18,56850,56828.27,0.04
2025-12-19,57170,57103.59,0.12
2025-12-22,58495,58542.68,-0.08
2025-12-23,58690,58735.57,-0.08
2025-12-24,58680,58693.41,-0.02
2025-12-26,59210,59283.29,-0.12
2025-12-29,60755,60986.34,-0.38
2025-12-30,60930,61014.87,-0.14
2026-01-02,62715,62848.01,-0.21
2026-01-05,65145,65315.63,-0.26
2026-01-06,66255,66392.73,-0.21
2026-01-07,66770,66897.8,-0.19
2026-01-08,66680,66866.36,-0.28
2026-01-09,67240,67276.44,-0.05
2026-01-12,67655,67743.34,-0.13
2026-01-13,68510,68530.05,-0.03
2026-01-14,68935,69036.66,-0.15
2026-01-15,70070,70105.45,-0.05
2026-01-16,70860,70933.06,-0.1
2026-01-19,71855,71868.85,-0.02
2026-01-20,71280,71314.19,-0.05
2026-01-21,71815,71962.58,-0.21
2026-01-22,72610,72706.15,-0.13
2026-01-23,73075,73206.89,-0.18
2026-01-26,72380,72478.97,-0.14
2026-01-27,74905,74997.82,-0.12
2026-01-28,76265,76161.84,0.14
2026-01-29,76935,76851.88,0.11
2026-01-30,77160,77165.05,-0.01
2026-02-02,72665,72853.59,-0.26
2026-02-03,78280,78293.87,-0.02
2026-02-04,79340,79377.83,-0.05
2026-02-05,75960,76022.81,-0.08
2026-02-06,75140,75134.67,0.01
2026-02-09,78380,78430.19,-0.06
2026-02-10,78395,78412.98,-0.02
2026-02-11,79090,79211.46,-0.15
2026-02-12,81945,81982.79,-0.05
2026-02-13,81835,81809.69,0.03
2026-02-19,84340,84395.85,-0.07
2026-02-20,86265,86332.73,-0.08
2026-02-23,86900,86925.17,-0.03
2026-02-24,89030,89078.35,-0.05
