,종가,NAV,괴리율
2025-08-05,21850,21807.94,0.19
2025-08-06,21805,21720.77,0.39
2025-08-07,21810,21748.87,0.28
2025-08-08,21885,21864.25,0.09
2025-08-11,22040,22010.49,0.13
2025-08-12,22020,21988.24,0.14
2025-08-13,22090,22105.12,-0.07
2025-08-14,22145,22182.51,-0.17
2025-08-18,22160,22178.32,-0.08
2025-08-19,22220,22270.49,-0.23
2025-08-20,22195,22262.68,-0.3
2025-08-21,22205,22207.47,-0.01
2025-08-22,22010,22038.67,-0.13
2025-08-25,22225,22237.89,-0.06
2025-08-26,22290,22320.63,-0.14
2025-08-27,22420,22421.55,-0.01
2025-08-28,22315,22334.26,-0.09
2025-08-29,22430,22446.89,-0.08
2025-09-01,22305,22363.31,-0.26
2025-09-02,22280,22320.33,-0.18
2025-09-03,22215,22188.43,0.12
2025-09-04,22325,22305.17,0.09
2025-09-05,22525,22467.96,0.25
2025-09-08,22420,22393.29,0.12
2025-09-09,22435,22399.55,0.16
2025-09-10,22490,22438.58,0.23
2025-09-11,22610,22590.15,0.09
2025-09-12,22720,22721.86,-0.01
2025-09-15,22755,22724.79,0.13
2025-09-16,22690,22670.95,0.08
2025-09-17,22655,22661.7,-0.03
2025-09-18,22850,22765.6,0.37
2025-09-19,22970,22970.59,-0.0
2025-09-22,23015,23064.72,-0.22
2025-09-23,23175,23169.15,0.03
2025-09-24,23160,23122.68,0.16
2025-09-25,23115,23106.65,0.04
2025-09-26,23215,23185.63,0.13
2025-09-29,23175,23096.56,0.34
2025-09-30,23235,23226.42,0.04
2025-10-01,23200,23327.93,-0.55
2025-10-02,23380,23354.59,0.11
2025-10-10,23830,23792.93,0.16
2025-10-13,23530,23229.03,1.3
2025-10-14,23530,23676.39,-0.62
2025-10-15,23575,23479.69,0.41
2025-10-16,23565,23520.2,0.19
2025-10-17,23275,23425.21,-0.64
2025-10-20,23600,23516.51,0.36
2025-10-21,23895,23911.52,-0.07
2025-10-22,23990,23945.45,0.19
2025-10-23,24010,23981.49,0.12
2025-10-24,24150,24078.87,0.3
2025-10-27,24400,24179.49,0.91
2025-10-28,24585,24577.85,0.03
2025-10-29,24630,24472.8,0.64
2025-10-30,24370,24383.09,-0.05
2025-10-31,24280,24104.29,0.73
2025-11-03,24270,24243.8,0.11
2025-11-04,24230,24442.03,-0.87
2025-11-05,24330,24348.4,-0.08
2025-11-06,24395,24407.83,-0.05
2025-11-07,24355,24289.21,0.27
