,종가,NAV,괴리율
2026-01-22,23030,23015.19,0.06
2026-01-23,23130,23076.84,0.23
2026-01-26,22680,22689.1,-0.04
2026-01-27,22925,22890.5,0.15
2026-01-28,22695,22488.46,0.92
2026-01-29,22580,22546.84,0.15
2026-01-30,22550,22725.97,-0.77
2026-02-02,22705,23019.49,-1.37
2026-02-03,22910,22845.85,0.28
2026-02-04,22760,22729.04,0.14
2026-02-05,22890,22906.93,-0.07
2026-02-06,22605,22634.14,-0.13
2026-02-09,22945,22936.67,0.04
2026-02-10,23005,23026.85,-0.09
2026-02-11,22855,22810.49,0.2
2026-02-12,22720,22654.06,0.29
2026-02-13,22325,22373.13,-0.22
2026-02-19,22575,22547.56,0.12
2026-02-20,22575,22503.64,0.32
2026-02-23,22400,22556.71,-0.69
2026-02-24,22405,22361.58,0.19
2026-02-25,22335,22329.14,0.03
2026-02-26,22415,22454.65,-0.18
2026-02-27,22445,22551.83,-0.47
2026-03-03,22640,22878.39,-1.04
2026-03-04,22675,22819.17,-0.63
2026-03-05,22785,22870.16,-0.37
2026-03-06,22885,22870.17,0.06
2026-03-09,22495,22861.36,-1.6
2026-03-10,22620,22649.15,-0.13
2026-03-11,22610,22559.6,0.22
2026-03-12,22575,22767.44,-0.85
2026-03-13,22625,22610.68,0.06
2026-03-16,22650,22533.43,0.52
2026-03-17,22590,22704.36,-0.5
2026-03-18,22720,22601.58,0.52
2026-03-19,22530,22563.16,-0.15
2026-03-20,22505,22496.24,0.04
2026-03-23,22260,22402.74,-0.64
2026-03-24,22270,22330.48,-0.27
2026-03-25,22425,22313.16,0.5
2026-03-26,22460,22543.88,-0.37
2026-03-27,22320,22179.13,0.64
2026-03-30,21945,21906.89,0.17
2026-03-31,22215,22028.23,0.85
2026-04-01,22390,22244.71,0.65
2026-04-02,22365,22679.44,-1.39
2026-04-03,22455,22489.58,-0.15
2026-04-06,22490,22505.74,-0.07
2026-04-07,22490,22575.31,-0.38
2026-04-08,22690,22087.98,2.73
2026-04-09,22790,22825.16,-0.15
2026-04-10,22945,22967.11,-0.1
2026-04-13,22905,23046.46,-0.61
2026-04-14,23155,23155.99,-0.0
2026-04-15,23315,23318.52,-0.02
2026-04-16,23560,23512.39,0.2
2026-04-17,23705,23715.93,-0.05
2026-04-20,23760,23899.68,-0.58
2026-04-21,23775,23703.04,0.3
2026-04-22,23800,23672.69,0.54
2026-04-23,23900,24001.76,-0.42
2026-04-24,23970,23959.11,0.05
2026-04-27,23940,23955.44,-0.06
2026-04-28,23985,23884.89,0.42
2026-04-29,23885,23855.2,0.12
2026-04-30,23870,23915.02,-0.19
2026-05-04,23970,23896.76,0.31
2026-05-06,23945,23868.14,0.32
2026-05-07,24200,24197.77,0.01
2026-05-08,24455,24399.24,0.23
2026-05-11,24600,24619.49,-0.08
2026-05-12,24860,24960.89,-0.4
2026-05-13,25000,24933.36,0.27
2026-05-14,25160,25086.74,0.29
2026-05-15,25280,25445.25,-0.65
2026-05-18,24945,25126.15,-0.72
2026-05-19,25175,25234.66,-0.24
2026-05-20,25080,25050.83,0.12
2026-05-21,25295,25309.86,-0.06
2026-05-22,25615,25542.73,0.28
2026-05-26,25600,25420.92,0.7
2026-05-27,25535,25525.16,0.04
2026-05-28,25515,25556.7,-0.16
2026-05-29,25800,25791.52,0.03
2026-06-01,25855,25787.15,0.26
2026-06-02,26000,26064.35,-0.25
2026-06-04,26065,26134.26,-0.27
2026-06-05,26280,26405.32,-0.47
2026-06-08,25695,25641.41,0.21
2026-06-09,25410,25334.53,0.3
2026-06-10,25405,25471.16,-0.26
2026-06-11,25245,25136.45,0.43
2026-06-12,25420,25424.61,-0.02
2026-06-15,25735,25406.75,1.29
2026-06-16,25840,25840.36,-0.0
2026-06-17,25770,25724.22,0.18
2026-06-18,25830,25642.23,0.73
2026-06-19,25820,25918.55,-0.38
2026-06-22,26050,26088.26,-0.15
2026-06-23,25745,26028.33,-1.09
2026-06-24,25750,25699.72,0.2
2026-06-25,25885,25689.45,0.76
2026-06-26,25410,25509.56,-0.39
2026-06-29,25820,25717.21,0.4
2026-06-30,26115,26090.83,0.09
2026-07-01,26310,26392.85,-0.31
2026-07-02,26320,26352.25,-0.12
2026-07-03,25970,25840.46,0.5
2026-07-06,26035,25920.01,0.44
2026-07-07,26010,26074.08,-0.25
2026-07-08,25435,25453.48,-0.07
2026-07-09,25585,25510.36,0.29
2026-07-10,25600,25638.43,-0.15
2026-07-13,25680,25782.87,-0.4
2026-07-14,25440,25401.69,0.15
2026-07-15,25450,25355.32,0.37
2026-07-16,25400,25379.74,0.08
2026-07-20,24940,24961.56,-0.09
2026-07-21,24950,24830.05,0.48
2026-07-22,25115,25163.47,-0.19
2026-07-23,24870,24903.65,-0.14
2026-07-24,24585,24599.47,-0.06
2026-07-27,24880,24645.26,0.95
2026-07-28,24470,24548.43,-0.32
2026-07-29,24330,24202.56,0.53
2026-07-30,23730,23682.31,0.2
2026-07-31,24030,23851.02,0.75
2026-08-03,24265,24117.05,0.61
2026-08-04,24595,24528.54,0.27
