,종가,NAV,괴리율
2025-08-04,16790,16767.75,0.13
2025-08-05,17090,17013.29,0.45
2025-08-06,16830,16922.26,-0.55
2025-08-07,16980,16691.94,1.73
2025-08-08,17160,17217.28,-0.33
2025-08-11,17255,17251.83,0.02
2025-08-12,17240,17254.96,-0.09
2025-08-13,17475,17404.04,0.41
2025-08-14,17385,17542.24,-0.9
2025-08-18,16980,17002.87,-0.13
2025-08-19,17035,17130.69,-0.56
2025-08-20,16795,17101.65,-1.79
2025-08-21,16730,16736.32,-0.04
2025-08-22,16570,16671.6,-0.61
2025-08-25,16800,16717.77,0.49
2025-08-26,16900,17017.07,-0.69
2025-08-27,17095,17125.95,-0.18
2025-08-28,16925,17120.32,-1.14
2025-08-29,16955,17094.95,-0.82
2025-09-01,16740,16851.52,-0.66
2025-09-02,16775,16856.82,-0.49
2025-09-03,16655,16575.23,0.48
2025-09-04,16590,16594.83,-0.03
2025-09-05,16855,16772.17,0.49
2025-09-08,17070,17016.14,0.32
2025-09-09,17195,17184.24,0.06
2025-09-10,17225,17311.99,-0.5
2025-09-11,17030,16989.94,0.24
2025-09-12,17370,17442.23,-0.41
2025-09-15,17545,17483.81,0.35
2025-09-16,17740,17616.43,0.7
2025-09-17,17670,17830.78,-0.9
2025-09-18,17945,17850.64,0.53
2025-09-19,18655,18655.87,-0.0
2025-09-22,18805,18678.79,0.68
2025-09-23,19430,19269.1,0.84
2025-09-24,19380,19426.59,-0.24
2025-09-25,19150,19255.34,-0.55
2025-09-26,19155,19301.25,-0.76
2025-09-29,19120,19020.44,0.52
2025-09-30,19225,19189.28,0.19
2025-10-01,19430,19393.7,0.19
2025-10-02,19875,19766.61,0.55
2025-10-10,20425,20563.55,-0.67
2025-10-13,20090,19787.84,1.53
2025-10-14,20080,20194.87,-0.57
2025-10-15,20200,19990.48,1.05
2025-10-16,20835,20471.42,1.78
2025-10-17,20340,20650.57,-1.5
2025-10-20,20800,20475.27,1.59
2025-10-21,20920,20995.07,-0.36
2025-10-22,20950,20988.13,-0.18
2025-10-23,20715,20724.49,-0.05
2025-10-24,21155,21003.64,0.72
2025-10-27,21650,21169.5,2.27
2025-10-28,21640,21719.96,-0.37
2025-10-29,21815,21440.66,1.75
2025-10-30,21910,21891.89,0.08
2025-10-31,22015,21795.06,1.01
2025-11-03,21905,21868.28,0.17
2025-11-04,21805,22140.39,-1.51
2025-11-05,21530,21870.39,-1.56
2025-11-06,21885,21819.1,0.3
2025-11-07,21615,21700.54,-0.39
2025-11-10,21525,21399.91,0.58
2025-11-11,21870,21991.29,-0.55
2025-11-12,21770,21636.42,0.62
2025-11-13,21750,21754.12,-0.02
2025-11-14,20910,21152.68,-1.15
2025-11-17,21005,20879.45,0.6
2025-11-18,20460,20981.3,-2.48
2025-11-19,20380,20488.43,-0.53
2025-11-20,21225,20797.07,2.06
2025-11-21,20270,20720.16,-2.17
2025-11-24,20305,20286.02,0.09
2025-11-25,20670,20608.09,0.3
2025-11-26,20900,20787.44,0.54
2025-11-27,21200,21251.66,-0.24
2025-11-28,21055,21338.66,-1.33
2025-12-01,21015,21467.3,-2.11
2025-12-02,21420,21403.8,0.08
2025-12-03,22000,21898.6,0.46
2025-12-04,22380,22451.77,-0.32
2025-12-05,22445,22417.3,0.12
2025-12-08,22660,22525.5,0.6
2025-12-09,22870,22943.84,-0.32
2025-12-10,23015,22851.81,0.71
2025-12-11,22605,23154.23,-2.37
2025-12-12,22865,22957.29,-0.4
2025-12-15,22280,22331.55,-0.23
2025-12-16,21755,22330.95,-2.58
2025-12-17,22110,22207.18,-0.44
2025-12-18,21670,21629.82,0.19
2025-12-19,22170,21926.46,1.11
2025-12-22,22525,22275.48,1.12
2025-12-23,22800,22727.52,0.32
2025-12-24,22470,22382.26,0.39
2025-12-26,22345,22271.67,0.33
2025-12-29,22315,22253.3,0.28
2025-12-30,22245,22447.75,-0.9
2026-01-02,22570,22322.93,1.11
2026-01-05,23615,23187.25,1.84
2026-01-06,24430,24177.27,1.05
2026-01-07,24830,24954.17,-0.5
2026-01-08,24675,24817.38,-0.57
2026-01-09,24500,24534.28,-0.14
2026-01-12,25340,25445.75,-0.42
2026-01-13,26150,25826.38,1.25
2026-01-14,26150,25930.11,0.85
2026-01-15,26215,25584.31,2.47
2026-01-16,27080,26390.68,2.61
2026-01-19,27275,26870.61,1.5
2026-01-20,26595,26934.41,-1.26
2026-01-21,26485,26555.29,-0.26
2026-01-22,27155,26758.97,1.48
2026-01-23,26900,26659.91,0.9
2026-01-26,26190,26304.95,-0.44
2026-01-27,26915,26474.39,1.66
2026-01-28,27330,26747.5,2.18
2026-01-29,27175,27146.13,0.11
2026-01-30,26740,27247.08,-1.86
2026-02-02,25750,26643.93,-3.36
2026-02-03,26475,26155.81,1.22
2026-02-04,25840,25904.55,-0.25
2026-02-05,25020,25361.02,-1.34
2026-02-06,25540,25297.52,0.96
2026-02-09,26750,26395.48,1.34
2026-02-10,27140,26893.72,0.92
2026-02-11,27355,27000.88,1.31
2026-02-12,27730,27393.0,1.23
2026-02-13,27380,26992.91,1.43
2026-02-19,28150,27830.1,1.15
2026-02-20,28100,27711.22,1.4
2026-02-23,28020,27883.06,0.49
2026-02-24,28245,27622.67,2.25
2026-02-25,28550,28109.61,1.57
2026-02-26,29010,28804.0,0.72
2026-02-27,28460,28272.61,0.66
2026-03-03,27945,28368.5,-1.49
2026-03-04,26790,27496.24,-2.57
2026-03-05,27330,27346.18,-0.06
2026-03-06,27280,27428.32,-0.54
2026-03-09,25845,26687.18,-3.16
2026-03-10,26680,26374.24,1.16
2026-03-11,27490,26902.56,2.18
2026-03-12,27235,27699.73,-1.68
2026-03-13,26890,27049.11,-0.59
2026-03-16,26900,27024.11,-0.46
2026-03-17,27165,27267.74,-0.38
2026-03-18,27885,27474.0,1.5
2026-03-19,27690,27912.91,-0.8
2026-03-20,27785,27776.36,0.03
2026-03-23,26925,27604.92,-2.46
2026-03-24,27260,27455.43,-0.71
2026-03-25,28115,27867.58,0.89
2026-03-26,28095,28180.89,-0.3
2026-03-27,27050,27182.07,-0.49
2026-03-30,26545,26882.17,-1.25
2026-03-31,26235,26322.71,-0.33
2026-04-01,27190,26499.33,2.61
2026-04-02,27165,27903.27,-2.65
2026-04-03,27310,27262.54,0.17
2026-04-06,27305,27285.15,0.07
2026-04-07,27425,27410.51,0.05
2026-04-08,28395,27085.8,4.83
2026-04-09,28960,29177.13,-0.74
2026-04-10,29955,29591.53,1.23
2026-04-13,29865,30098.63,-0.78
2026-04-14,30455,30286.12,0.56
2026-04-15,30640,30749.15,-0.35
2026-04-16,31130,30813.63,1.03
2026-04-17,30985,31000.78,-0.05
2026-04-20,31050,31148.08,-0.31
2026-04-21,31430,31112.74,1.02
2026-04-22,31635,31380.85,0.81
2026-04-23,32020,31854.75,0.52
2026-04-24,32495,31820.43,2.12
2026-04-27,33605,33074.15,1.61
2026-04-28,32965,33057.53,-0.28
2026-04-29,32135,32081.91,0.17
2026-04-30,31460,31697.12,-0.75
2026-05-04,31985,31528.86,1.45
2026-05-06,32720,32538.66,0.56
2026-05-07,33960,33296.27,1.99
2026-05-08,33855,34009.04,-0.45
2026-05-11,34140,34441.43,-0.88
2026-05-12,34140,34596.41,-1.32
2026-05-13,34700,34312.22,1.13
2026-05-14,34995,34320.48,1.97
2026-05-15,34290,34929.16,-1.83
2026-05-18,33600,33965.42,-1.08
2026-05-19,32695,33321.05,-1.88
2026-05-20,32715,32613.37,0.31
2026-05-21,33800,33362.52,1.31
2026-05-22,35060,34423.03,1.85
2026-05-26,36480,35554.08,2.6
2026-05-27,36210,35694.67,1.44
2026-05-28,35705,35712.98,-0.02
2026-05-29,35770,35578.22,0.54
2026-06-01,36305,35675.53,1.76
2026-06-02,36550,36128.48,1.17
2026-06-04,38950,38564.07,1.0
2026-06-05,38850,38723.58,0.33
2026-06-08,37135,36491.63,1.76
2026-06-09,37110,36216.9,2.47
2026-06-10,36365,37014.48,-1.75
2026-06-11,37470,36591.27,2.4
2026-06-12,38615,38027.28,1.55
2026-06-15,41210,39264.86,4.95
2026-06-16,41410,40595.97,2.01
2026-06-17,40825,39855.81,2.43
2026-06-18,41960,40765.54,2.93
2026-06-19,41930,41891.23,0.09
2026-06-22,43060,42190.88,2.06
2026-06-23,42840,43614.48,-1.78
2026-06-24,42400,41489.11,2.2
2026-06-25,42900,40769.28,5.23
2026-06-26,42350,42451.47,-0.24
2026-06-29,42365,41207.15,2.81
2026-06-30,43250,42816.55,1.01
2026-07-01,45420,44559.06,1.93
2026-07-02,43120,43363.53,-0.56
