,종가,NAV,괴리율
2026-05-14,29180,29022.08,0.54
2026-05-15,29075,29424.6,-1.19
2026-05-18,28740,28964.73,-0.78
2026-05-19,28860,28987.72,-0.44
2026-05-20,28875,28792.73,0.29
2026-05-21,29230,29261.49,-0.11
2026-05-22,29645,29531.12,0.39
2026-05-26,29670,29405.88,0.9
2026-05-27,29865,29867.8,-0.01
2026-05-28,29760,29872.49,-0.38
2026-05-29,30250,30224.13,0.09
2026-06-01,30435,30262.71,0.57
2026-06-02,30605,30686.85,-0.27
2026-06-04,30875,31015.19,-0.45
2026-06-05,30750,31044.73,-0.95
2026-06-08,29585,29488.37,0.33
2026-06-09,29695,29506.98,0.64
2026-06-10,29270,29409.61,-0.47
2026-06-11,29130,28915.26,0.74
2026-06-12,29645,29689.28,-0.15
2026-06-15,30285,29709.25,1.94
2026-06-16,30605,30632.59,-0.09
2026-06-17,30275,30090.41,0.61
2026-06-18,30425,30061.81,1.21
2026-06-19,30600,30804.55,-0.66
2026-06-22,31010,31005.94,0.01
2026-06-23,30375,30989.14,-1.98
2026-06-24,30200,30020.72,0.6
2026-06-25,30510,29907.85,2.01
2026-06-26,29615,29924.65,-1.03
2026-06-29,30105,29851.87,0.85
2026-06-30,30690,30608.06,0.27
2026-07-01,31100,31234.3,-0.43
2026-07-02,30620,30771.83,-0.49
2026-07-03,30065,29687.99,1.27
2026-07-06,30020,29779.18,0.81
2026-07-07,29835,30121.72,-0.95
2026-07-08,28975,29014.43,-0.14
2026-07-09,29390,29240.6,0.51
2026-07-10,29495,29621.65,-0.43
2026-07-13,29370,29759.44,-1.31
2026-07-14,29150,28997.86,0.52
2026-07-15,29425,29154.14,0.93
2026-07-16,28995,28987.0,0.03
2026-07-20,28055,28054.27,0.0
2026-07-21,28295,27971.0,1.16
2026-07-22,28400,28638.75,-0.83
2026-07-23,28160,28227.89,-0.24
2026-07-24,27600,27694.73,-0.34
2026-07-27,27825,27412.52,1.5
2026-07-28,26930,27213.75,-1.04
2026-07-29,26550,26573.07,-0.09
2026-07-30,25990,25858.9,0.51
2026-07-31,26875,26479.44,1.49
2026-08-03,26965,26747.19,0.81
2026-08-04,27445,27283.58,0.59
