,종가,NAV,괴리율
2026-01-12,67610,67681.39,-0.11
2026-01-13,68465,68470.45,-0.01
2026-01-14,68840,68967.37,-0.18
2026-01-15,70015,70036.18,-0.03
2026-01-16,70755,70864.53,-0.15
2026-01-19,71780,71800.46,-0.03
2026-01-20,71190,71247.36,-0.08
2026-01-21,71755,71896.84,-0.2
2026-01-22,72530,72639.09,-0.15
2026-01-23,73025,73138.12,-0.15
2026-01-26,72305,72408.19,-0.14
2026-01-27,74775,74928.09,-0.2
2026-01-28,76175,76209.82,-0.05
2026-01-29,77035,76905.86,0.17
2026-01-30,77305,77214.34,0.12
2026-02-02,72700,72899.95,-0.27
2026-02-03,78290,78326.4,-0.05
2026-02-04,79385,79417.57,-0.04
2026-02-05,76010,76066.83,-0.07
2026-02-06,75195,75178.96,0.02
2026-02-09,78340,78469.04,-0.16
2026-02-10,78435,78455.46,-0.03
2026-02-11,79115,79252.57,-0.17
2026-02-12,81975,82017.02,-0.05
2026-02-13,81860,81851.45,0.01
2026-02-19,84390,84431.9,-0.05
2026-02-20,86300,86371.82,-0.08
2026-02-23,86940,86968.39,-0.03
2026-02-24,89085,89117.82,-0.04
2026-02-25,90890,90825.53,0.07
2026-02-26,95025,95048.86,-0.03
2026-02-27,94120,93969.31,0.16
2026-03-03,86705,86546.31,0.18
2026-03-04,75900,76238.72,-0.44
2026-03-05,83570,83714.44,-0.17
2026-03-06,83560,83476.79,0.1
2026-03-09,78230,78105.5,0.16
2026-03-10,82900,82886.3,0.02
2026-03-11,83825,84001.38,-0.21
2026-03-12,83200,83330.44,-0.16
2026-03-13,81540,81873.83,-0.41
2026-03-16,82985,83277.23,-0.35
2026-03-17,84635,84683.47,-0.06
2026-03-18,89370,89468.35,-0.11
2026-03-19,86750,86850.98,-0.12
2026-03-20,86660,86861.53,-0.23
2026-03-23,81025,81077.89,-0.07
2026-03-24,83505,83415.57,0.11
2026-03-25,84510,84520.45,-0.01
2026-03-26,81600,81558.37,0.05
2026-03-27,81225,81194.79,0.04
2026-03-30,78680,78828.01,-0.19
2026-03-31,75430,75252.56,0.24
2026-04-01,82170,82198.57,-0.03
2026-04-02,78190,78272.78,-0.11
2026-04-03,80575,80647.71,-0.09
2026-04-06,81750,82002.51,-0.31
2026-04-07,82770,82929.31,-0.19
2026-04-08,89000,89121.61,-0.14
2026-04-09,87250,87412.22,-0.19
2026-04-10,88655,88715.15,-0.07
2026-04-13,87880,87912.03,-0.04
2026-04-14,90430,90559.87,-0.14
2026-04-15,92665,92541.94,0.13
2026-04-16,94710,94681.31,0.03
2026-04-17,94050,94028.48,0.02
2026-04-20,94500,94468.65,0.03
2026-04-21,96920,97137.73,-0.22
2026-04-22,97300,97371.55,-0.07
2026-04-23,98355,98485.04,-0.13
2026-04-24,98000,98109.03,-0.11
2026-04-27,100240,100471.9,-0.23
2026-04-28,100700,100397.87,0.3
2026-04-29,101045,101172.04,-0.13
2026-04-30,99905,99720.96,0.18
2026-05-04,105295,105509.31,-0.2
2026-05-06,113270,113580.77,-0.27
2026-05-07,115620,115637.16,-0.01
2026-05-08,115810,115782.38,0.02
2026-05-11,121805,121854.82,-0.04
2026-05-12,119100,119029.0,0.06
2026-05-13,122655,122727.88,-0.06
2026-05-14,124855,125053.29,-0.16
2026-05-15,117200,116936.58,0.23
2026-05-18,117840,117819.77,0.02
2026-05-19,114315,113905.17,0.36
2026-05-20,113340,113205.09,0.12
2026-05-21,123060,123239.93,-0.15
2026-05-22,123350,123328.11,0.02
2026-05-26,126755,126816.88,-0.05
2026-05-27,130600,130689.88,-0.07
2026-05-28,129990,130069.55,-0.06
2026-05-29,134815,135150.7,-0.25
2026-06-01,141395,140911.67,0.34
2026-06-02,141575,141658.61,-0.06
2026-06-04,138730,138874.15,-0.1
2026-06-05,131030,130551.81,0.37
2026-06-08,119560,119406.76,0.13
2026-06-09,130130,130142.49,-0.01
2026-06-10,123795,123497.11,0.24
2026-06-11,123850,123879.35,-0.02
2026-06-12,129270,129938.89,-0.51
2026-06-15,136290,136861.95,-0.42
2026-06-16,139550,140017.6,-0.33
2026-06-17,142055,142561.89,-0.36
2026-06-18,146945,146823.82,0.08
2026-06-19,146910,146848.91,0.04
2026-06-22,148355,148629.96,-0.18
2026-06-23,132820,133009.82,-0.14
2026-06-24,138145,137828.59,0.23
2026-06-25,145830,146297.83,-0.32
2026-06-26,137380,137505.43,-0.09
2026-06-29,136415,136164.08,0.18
2026-06-30,138580,137984.1,0.43
2026-07-01,134525,134413.86,0.08
2026-07-02,123530,122805.42,0.59
2026-07-03,131010,130791.06,0.17
2026-07-06,130125,130165.59,-0.03
2026-07-07,123710,123362.61,0.28
2026-07-08,116865,116598.2,0.23
2026-07-09,117700,117715.96,-0.01
2026-07-10,120605,120450.15,0.13
2026-07-13,108820,108583.09,0.22
2026-07-14,109720,109938.07,-0.2
2026-07-15,116735,117145.18,-0.35
2026-07-16,109000,108746.33,0.23
2026-07-20,104095,103935.71,0.15
2026-07-21,108140,108060.02,0.07
2026-07-22,108315,108722.54,-0.37
2026-07-23,113230,113375.02,-0.13
2026-07-24,106365,106248.95,0.11
2026-07-27,107730,107626.42,0.1
2026-07-28,95675,95203.53,0.5
2026-07-29,89605,89138.64,0.52
2026-07-30,87635,87653.14,-0.02
2026-07-31,108820,105163.28,3.48
