,종가,NAV,괴리율
2025-08-05,143205,142783.04,0.3
2025-08-06,142255,141861.12,0.28
2025-08-07,143220,142831.75,0.27
2025-08-08,144430,144158.37,0.19
2025-08-11,145460,145363.16,0.07
2025-08-12,145235,145059.6,0.12
2025-08-13,146175,146112.16,0.04
2025-08-14,145975,146201.02,-0.15
2025-08-18,145680,145694.49,-0.01
2025-08-19,146000,146319.49,-0.22
2025-08-20,144400,145078.01,-0.47
2025-08-21,144400,144233.64,0.12
2025-08-22,142755,143055.28,-0.21
2025-08-25,144320,144377.73,-0.04
2025-08-26,144885,145086.22,-0.14
2025-08-27,145860,145751.64,0.07
2025-08-28,144825,145089.61,-0.18
2025-08-29,146020,146205.65,-0.13
2025-09-01,144360,144810.63,-0.31
2025-09-02,144270,144531.94,-0.18
2025-09-03,144005,143528.57,0.33
2025-09-04,144785,144681.07,0.07
2025-09-05,146540,145880.39,0.45
2025-09-08,146425,145972.13,0.31
2025-09-09,146680,146375.54,0.21
2025-09-10,147100,146715.74,0.26
2025-09-11,147510,147322.65,0.13
2025-09-12,147890,147823.65,0.04
2025-09-15,148680,148524.58,0.1
2025-09-16,148945,148688.16,0.17
2025-09-17,148705,148695.81,0.01
2025-09-18,149990,149215.72,0.52
2025-09-19,151220,151268.53,-0.03
2025-09-22,151955,152209.65,-0.17
2025-09-23,153100,153060.76,0.03
2025-09-24,152765,152475.58,0.19
2025-09-25,152310,152336.4,-0.02
2025-09-26,153145,152953.5,0.13
2025-09-29,152805,152130.56,0.44
2025-09-30,153325,153257.77,0.04
2025-10-01,152865,153725.59,-0.56
2025-10-02,154475,154127.68,0.23
2025-10-10,158610,158319.12,0.18
2025-10-13,155950,153305.89,1.72
2025-10-14,155945,157217.87,-0.81
2025-10-15,155970,155076.11,0.58
2025-10-16,156260,155751.21,0.33
2025-10-17,154390,155554.0,-0.75
2025-10-20,157110,156349.44,0.49
2025-10-21,159230,159339.29,-0.07
2025-10-22,159675,159476.58,0.12
2025-10-23,159340,158982.63,0.22
2025-10-24,160865,160094.32,0.48
2025-10-27,162980,161150.81,1.14
2025-10-28,164850,164775.45,0.05
2025-10-29,166170,165085.82,0.66
2025-10-30,164950,165167.65,-0.13
2025-10-31,164475,162486.16,1.22
2025-11-03,164070,163780.15,0.18
2025-11-04,163450,165556.62,-1.27
2025-11-05,163215,163434.44,-0.13
2025-11-06,164040,164418.39,-0.23
2025-11-07,162875,162298.65,0.36
2025-11-10,163200,161232.75,1.22
2025-11-11,165945,166147.42,-0.12
2025-11-12,166710,165913.01,0.48
2025-11-13,166875,166029.84,0.51
2025-11-14,161330,161441.81,-0.07
2025-11-17,162705,161659.67,0.65
2025-11-18,159940,161111.59,-0.73
2025-11-19,158970,159227.65,-0.16
2025-11-20,163155,160365.85,1.74
2025-11-21,157430,157398.91,0.02
2025-11-24,159850,158774.13,0.68
2025-11-25,162220,162409.07,-0.12
2025-11-26,163325,162601.06,0.45
2025-11-27,164065,163951.6,0.07
2025-11-28,165000,164583.17,0.25
2025-12-01,164360,165801.32,-0.87
2025-12-02,164705,165035.27,-0.2
2025-12-03,166700,166374.18,0.2
2025-12-04,167340,167334.7,0.0
2025-12-05,167300,166647.0,0.39
2025-12-08,167650,167160.32,0.29
2025-12-09,167315,167367.26,-0.03
2025-12-10,167445,167418.09,0.02
2025-12-11,166315,168414.53,-1.25
2025-12-12,167815,167909.28,-0.06
2025-12-15,164805,164412.76,0.24
2025-12-16,162910,164246.24,-0.81
2025-12-17,165135,164981.18,0.09
2025-12-18,162290,161638.16,0.4
2025-12-19,164115,163848.43,0.16
2025-12-22,167025,166400.93,0.38
2025-12-23,167360,167562.94,-0.12
2025-12-24,164680,164561.23,0.07
2025-12-26,164005,163919.9,0.05
2025-12-29,162865,162652.64,0.13
2025-12-30,163025,162940.51,0.05
2026-01-02,162855,161495.16,0.84
2026-01-05,162150,161444.13,0.44
2026-01-06,163445,162881.57,0.35
2026-01-07,164275,164440.72,-0.1
2026-01-08,164085,165076.16,-0.6
2026-01-09,165015,164923.41,0.06
2026-01-12,166355,167832.76,-0.88
2026-01-13,168310,168575.64,-0.16
2026-01-14,168350,168708.22,-0.21
2026-01-15,166545,166030.5,0.31
2026-01-16,167690,166998.91,0.41
2026-01-19,165380,166886.22,-0.9
2026-01-20,165055,167383.94,-1.39
2026-01-21,163645,163079.21,0.35
2026-01-22,165290,165132.15,0.1
2026-01-23,166325,165915.83,0.25
2026-01-26,163530,163618.58,-0.05
2026-01-27,165495,164933.85,0.34
