,종가,NAV,괴리율
2025-08-05,8535,48.75,17407.69
2025-08-06,8535,48.75,17407.69
2025-08-07,8535,48.75,17407.69
2025-08-08,8535,48.76,17404.1
2025-08-11,8535,48.76,17404.1
2025-08-12,8535,48.76,17404.1
2025-08-13,8535,48.76,17404.1
2025-08-14,8535,48.77,17400.51
2025-08-18,8535,48.77,17400.51
2025-08-19,8535,48.77,17400.51
2025-08-20,8535,48.77,17400.51
2025-08-21,8535,48.77,17400.51
2025-08-22,8535,48.78,17396.92
2025-08-25,8535,48.78,17396.92
2025-08-26,8535,48.78,17396.92
2025-08-27,8535,48.78,17396.92
2025-08-28,8535,48.79,17393.34
2025-08-29,8535,48.79,17393.34
2025-09-01,8535,48.79,17393.34
2025-09-02,8535,48.79,17393.34
2025-09-03,8535,48.79,17393.34
2025-09-04,8535,48.8,17389.75
2025-09-05,8535,48.8,17389.75
2025-09-08,8535,48.8,17389.75
2025-09-09,8535,48.81,17386.17
2025-09-10,8535,48.81,17386.17
2025-09-11,8535,48.81,17386.17
2025-09-12,8535,48.81,17386.17
2025-09-15,8535,48.82,17382.59
2025-09-16,8535,48.82,17382.59
2025-09-17,8535,48.82,17382.59
2025-09-18,8535,48.82,17382.59
2025-09-19,8535,48.83,17379.01
2025-09-22,8535,48.83,17379.01
2025-09-23,8535,48.83,17379.01
2025-09-24,8535,48.83,17379.01
2025-09-25,8535,48.83,17379.01
2025-09-26,8535,48.83,17379.01
2025-09-29,8535,48.83,17379.01
2025-09-30,8535,48.84,17375.43
2025-10-01,8535,48.84,17375.43
2025-10-02,8535,48.85,17371.85
2025-10-10,8535,48.85,17371.85
2025-10-13,8535,48.86,17368.28
2025-10-14,8535,48.86,17368.28
2025-10-15,8535,48.86,17368.28
2025-10-16,8535,48.86,17368.28
2025-10-17,8535,48.87,17364.7
2025-10-20,8535,48.87,17364.7
2025-10-21,8535,48.87,17364.7
2025-10-22,8535,48.87,17364.7
2025-10-23,8535,48.87,17364.7
2025-10-24,8535,48.87,17364.7
2025-10-27,8535,48.88,17361.13
2025-10-28,8535,48.88,17361.13
2025-10-29,8535,48.88,17361.13
2025-10-30,8535,48.88,17361.13
2025-10-31,8535,48.88,17361.13
2025-11-03,8535,48.88,17361.13
2025-11-04,8535,48.88,17361.13
2025-11-05,8535,48.88,17361.13
2025-11-06,8535,48.88,17361.13
2025-11-07,8535,48.89,17357.56
2025-11-10,8535,48.89,17357.56
2025-11-11,8535,48.89,17357.56
2025-11-12,8535,48.89,17357.56
2025-11-13,8535,48.89,17357.56
2025-11-14,8535,48.9,17353.99
2025-11-17,8535,48.9,17353.99
2025-11-18,8535,48.9,17353.99
2025-11-19,8535,48.91,17350.42
2025-11-20,8535,48.91,17350.42
2025-11-21,8535,48.91,17350.42
2025-11-24,8535,48.92,17346.85
2025-11-25,8535,48.92,17346.85
2025-11-26,8535,48.92,17346.85
2025-11-27,8535,48.92,17346.85
2025-11-28,8535,48.92,17346.85
2025-12-01,8535,48.92,17346.85
2025-12-02,8535,48.93,17343.29
2025-12-03,8535,48.93,17343.29
2025-12-04,8535,48.93,17343.29
2025-12-05,8535,48.93,17343.29
2025-12-08,8535,48.94,17339.72
2025-12-09,8535,48.94,17339.72
2025-12-10,8535,48.94,17339.72
2025-12-11,8535,48.94,17339.72
