,종가,NAV,괴리율
2025-08-06,9315,9268.26,0.5
2025-08-07,9260,9226.64,0.36
2025-08-08,9265,9219.91,0.49
2025-08-11,9275,9241.2,0.37
2025-08-12,9285,9136.58,1.62
2025-08-13,9185,9188.71,-0.04
2025-08-14,9190,9234.54,-0.48
2025-08-18,9205,9237.17,-0.35
2025-08-19,9240,9277.14,-0.4
2025-08-20,9280,9320.13,-0.43
2025-08-21,9300,9328.55,-0.31
2025-08-22,9270,9257.0,0.14
2025-08-25,9290,9307.78,-0.19
2025-08-26,9300,9315.91,-0.17
2025-08-27,9370,9363.7,0.07
2025-08-28,9360,9321.26,0.42
2025-08-29,9350,9354.41,-0.05
2025-09-01,9340,9335.04,0.05
2025-09-02,9325,9317.01,0.09
2025-09-03,9280,9281.52,-0.02
2025-09-04,9290,9273.5,0.18
2025-09-05,9340,9312.86,0.29
2025-09-08,9380,9345.48,0.37
2025-09-09,9380,9360.03,0.21
2025-09-10,9380,9348.66,0.34
2025-09-11,9505,9409.36,1.02
2025-09-12,9450,9458.36,-0.09
2025-09-15,9410,9409.49,0.01
2025-09-16,9375,9339.94,0.38
2025-09-17,9320,9341.07,-0.23
2025-09-18,9410,9406.55,0.04
2025-09-19,9440,9448.46,-0.09
2025-09-22,9440,9459.06,-0.2
2025-09-23,9475,9472.16,0.03
2025-09-24,9460,9464.93,-0.05
2025-09-25,9430,9459.93,-0.32
2025-09-26,9435,9457.85,-0.24
2025-09-29,9430,9409.89,0.21
2025-09-30,9420,9442.95,-0.24
2025-10-01,9455,9504.51,-0.52
2025-10-02,9510,9549.23,-0.41
2025-10-10,9665,9692.45,-0.28
2025-10-13,9600,9420.07,1.91
2025-10-14,9520,9603.49,-0.87
2025-10-15,9535,9553.81,-0.2
2025-10-16,9530,9579.66,-0.52
2025-10-17,9490,9545.05,-0.58
2025-10-20,9525,9526.33,-0.01
2025-10-21,9585,9632.61,-0.49
2025-10-22,9625,9650.54,-0.26
2025-10-23,9665,9679.18,-0.15
2025-10-24,9715,9709.66,0.05
2025-10-27,9765,9727.09,0.39
2025-10-28,9785,9816.79,-0.32
2025-10-29,9725,9752.79,-0.28
2025-10-30,9645,9672.55,-0.28
2025-10-31,9640,9632.86,0.07
2025-11-03,9625,9631.7,-0.07
2025-11-04,9630,9651.99,-0.23
2025-11-05,9690,9686.19,0.04
2025-11-06,9720,9729.46,-0.1
2025-11-07,9715,9739.15,-0.25
2025-11-10,9715,9707.92,0.07
2025-11-11,9830,9858.63,-0.29
2025-11-12,9890,9807.7,0.84
2025-11-13,9810,9884.5,-0.75
2025-11-14,9650,9669.39,-0.2
2025-11-17,9630,9640.14,-0.11
2025-11-18,9530,9607.58,-0.81
2025-11-19,9550,9568.8,-0.2
2025-11-20,9645,9645.59,-0.01
2025-11-21,9580,9600.63,-0.21
2025-11-24,9695,9693.58,0.01
2025-11-25,9700,9734.38,-0.35
2025-11-26,9820,9819.0,0.01
2025-11-27,9840,9890.17,-0.51
2025-11-28,9880,9928.18,-0.49
2025-12-01,9905,9970.3,-0.65
2025-12-02,9840,9836.0,0.04
2025-12-03,9860,9836.69,0.24
2025-12-04,9920,9948.89,-0.29
2025-12-05,9920,9903.57,0.17
2025-12-08,9905,9920.07,-0.15
2025-12-09,9920,9935.88,-0.16
2025-12-10,9915,9891.26,0.24
2025-12-11,10005,9892.26,1.14
2025-12-12,9985,9972.46,0.13
2025-12-15,9880,9816.53,0.65
2025-12-16,9830,9843.74,-0.14
2025-12-17,9800,9812.1,-0.12
2025-12-18,9730,9721.01,0.09
2025-12-19,9730,9743.69,-0.14
2025-12-22,9830,9834.62,-0.05
2025-12-23,9895,9919.95,-0.25
2025-12-24,9730,9706.84,0.24
2025-12-26,9690,9685.91,0.04
2025-12-29,9795,9620.66,1.81
2025-12-30,9655,9648.96,0.06
2026-01-02,9645,9578.3,0.7
2026-01-05,9665,9646.78,0.19
2026-01-06,9745,9734.14,0.11
2026-01-07,9880,9853.26,0.27
2026-01-08,9835,9815.15,0.2
2026-01-09,9860,9874.17,-0.14
2026-01-12,9985,10032.35,-0.47
2026-01-13,10070,9997.93,0.72
2026-01-14,9940,9964.14,-0.24
2026-01-15,9875,9879.65,-0.05
2026-01-16,9935,9954.3,-0.19
2026-01-19,9960,9991.91,-0.32
2026-01-20,9945,10021.59,-0.76
2026-01-21,9810,9801.2,0.09
2026-01-22,9870,9874.44,-0.04
2026-01-23,9865,9848.24,0.17
2026-01-26,9665,9627.7,0.39
2026-01-27,9705,9708.59,-0.04
2026-01-28,9540,9537.46,0.03
2026-01-29,9530,9539.27,-0.1
2026-01-30,9550,9632.4,-0.86
2026-02-02,9615,9746.03,-1.34
2026-02-03,9710,9688.44,0.22
2026-02-04,9635,9644.23,-0.1
2026-02-05,9745,9789.28,-0.45
2026-02-06,9675,9678.55,-0.04
2026-02-09,9835,9826.82,0.08
2026-02-10,9835,9830.18,0.05
2026-02-11,9800,9647.79,1.58
2026-02-12,9615,9579.58,0.37
2026-02-13,9500,9531.75,-0.33
2026-02-19,9670,9636.6,0.35
2026-02-20,9600,9620.81,-0.22
2026-02-23,9610,9601.14,0.09
2026-02-24,9555,9532.94,0.23
2026-02-25,9460,9479.68,-0.21
2026-02-26,9495,9490.47,0.05
2026-02-27,9515,9587.9,-0.76
2026-03-03,9630,9747.91,-1.21
2026-03-04,9625,9709.6,-0.87
2026-03-05,9655,9690.52,-0.37
2026-03-06,9660,9669.9,-0.1
2026-03-09,9590,9691.51,-1.05
2026-03-10,9620,9589.04,0.32
2026-03-11,9590,9422.9,1.77
2026-03-12,9480,9481.94,-0.02
2026-03-13,9440,9400.12,0.42
2026-03-16,9440,9411.56,0.3
2026-03-17,9450,9472.99,-0.24
2026-03-18,9425,9394.43,0.33
2026-03-19,9375,9380.35,-0.06
2026-03-20,9400,9384.3,0.17
2026-03-23,9355,9399.49,-0.47
2026-03-24,9325,9361.55,-0.39
2026-03-25,9445,9395.64,0.53
2026-03-26,9450,9477.81,-0.29
2026-03-27,9410,9381.01,0.31
2026-03-30,9300,9279.18,0.22
2026-03-31,9395,9363.47,0.34
2026-04-01,9465,9377.71,0.93
2026-04-02,9475,9532.9,-0.61
2026-04-03,9505,9440.88,0.68
2026-04-06,9465,9447.64,0.18
2026-04-07,9480,9474.98,0.05
2026-04-08,9515,9293.14,2.39
2026-04-09,9585,9636.84,-0.54
2026-04-10,9645,9667.43,-0.23
2026-04-13,9650,9581.1,0.72
2026-04-14,9670,9629.41,0.42
2026-04-15,9630,9594.16,0.37
2026-04-16,9600,9612.72,-0.13
2026-04-17,9670,9686.95,-0.17
2026-04-20,9765,9756.81,0.08
2026-04-21,9725,9691.02,0.35
2026-04-22,9720,9691.47,0.29
2026-04-23,9740,9772.77,-0.34
2026-04-24,9750,9796.29,-0.47
2026-04-27,9690,9682.86,0.07
2026-04-28,9665,9655.37,0.1
2026-04-29,9660,9606.53,0.56
2026-04-30,9585,9637.66,-0.55
2026-05-04,9605,9578.72,0.27
2026-05-06,9585,9547.08,0.4
2026-05-07,9640,9625.71,0.15
2026-05-08,9660,9664.55,-0.05
2026-05-11,9620,9651.71,-0.33
2026-05-12,9710,9763.02,-0.54
2026-05-13,9760,9662.0,1.01
2026-05-14,9655,9641.87,0.14
2026-05-15,9705,9770.39,-0.67
2026-05-18,9595,9682.04,-0.9
2026-05-19,9700,9743.31,-0.44
2026-05-20,9670,9671.93,-0.02
2026-05-21,9765,9781.09,-0.16
2026-05-22,9820,9843.96,-0.24
2026-05-26,9840,9821.5,0.19
2026-05-27,9900,9867.23,0.33
2026-05-28,9850,9843.98,0.06
2026-05-29,9930,9934.37,-0.04
2026-06-01,9965,9959.32,0.06
2026-06-02,10005,10038.38,-0.33
2026-06-04,10160,10173.64,-0.13
2026-06-05,10270,10268.35,0.02
2026-06-08,10065,10048.97,0.16
2026-06-09,9965,9937.54,0.28
2026-06-10,10095,10119.79,-0.24
2026-06-11,10015,9902.71,1.13
2026-06-12,10020,10012.71,0.07
2026-06-15,10100,10015.35,0.85
2026-06-16,10075,10110.86,-0.35
2026-06-17,10135,10109.22,0.26
2026-06-18,10185,10139.36,0.45
2026-06-19,10200,10185.9,0.14
2026-06-22,10210,10258.36,-0.47
2026-06-23,10205,10289.15,-0.82
2026-06-24,10150,10163.37,-0.13
2026-06-25,10215,10204.88,0.1
2026-06-26,10255,10217.26,0.37
2026-06-29,10255,10267.02,-0.12
2026-06-30,10435,10380.23,0.53
2026-07-01,10450,10471.84,-0.21
2026-07-02,10460,10419.83,0.39
2026-07-03,10205,10228.55,-0.23
2026-07-06,10290,10261.69,0.28
2026-07-07,10290,10269.56,0.2
2026-07-08,10040,10016.12,0.24
2026-07-09,10035,10005.13,0.3
2026-07-10,10115,10060.72,0.54
2026-07-13,10085,9966.54,1.19
2026-07-14,9845,9838.58,0.07
