,종가,NAV,괴리율
2026-04-30,101630,101369.69,0.26
2026-05-04,107065,107226.92,-0.15
2026-05-06,115120,115402.34,-0.24
2026-05-07,117420,117533.83,-0.1
2026-05-08,117705,117644.53,0.05
2026-05-11,123500,123800.47,-0.24
2026-05-12,120970,120913.99,0.05
2026-05-13,124715,124703.78,0.01
2026-05-14,126180,127051.08,-0.69
2026-05-15,118790,118875.13,-0.07
2026-05-18,119710,119689.89,0.02
2026-05-19,115990,115726.12,0.23
2026-05-20,114960,115036.38,-0.07
2026-05-21,125100,125189.55,-0.07
2026-05-22,125435,125274.36,0.13
2026-05-26,128645,128827.15,-0.14
2026-05-27,132225,132787.6,-0.42
2026-05-28,131960,132107.04,-0.11
2026-05-29,137010,137282.62,-0.2
2026-06-01,142285,143244.94,-0.67
2026-06-02,143785,143820.96,-0.03
2026-06-04,140905,140985.97,-0.06
2026-06-05,132800,132474.11,0.25
2026-06-08,121220,121129.01,0.08
2026-06-09,131880,132096.96,-0.16
2026-06-10,125735,125469.18,0.21
2026-06-11,125850,125818.95,0.02
2026-06-12,131105,131921.75,-0.62
2026-06-15,138445,139001.12,-0.4
2026-06-16,141890,142209.0,-0.22
2026-06-17,144170,144846.82,-0.47
2026-06-18,148800,149116.68,-0.21
2026-06-19,148820,149138.77,-0.21
2026-06-22,150355,150986.89,-0.42
2026-06-23,135315,135076.0,0.18
2026-06-24,140185,140006.48,0.13
2026-06-25,147815,148630.12,-0.55
2026-06-26,139710,139739.24,-0.02
2026-06-29,138575,138248.44,0.24
2026-06-30,140345,140145.33,0.14
2026-07-01,136170,136481.26,-0.23
2026-07-02,125200,124602.49,0.48
2026-07-03,132765,132745.58,0.01
2026-07-06,131965,132141.77,-0.13
2026-07-07,125415,125198.75,0.17
2026-07-08,118735,118272.06,0.39
2026-07-09,119395,119510.14,-0.1
2026-07-10,122390,122258.91,0.11
2026-07-13,110465,110153.31,0.28
2026-07-14,111315,111555.44,-0.22
2026-07-15,118565,118835.24,-0.23
2026-07-16,110585,110353.6,0.21
2026-07-20,105620,105420.63,0.19
2026-07-21,109595,109652.01,-0.05
2026-07-22,109990,110335.7,-0.31
2026-07-23,114935,115051.55,-0.1
2026-07-24,107975,107838.63,0.13
2026-07-27,109085,109195.53,-0.1
2026-07-28,97150,96589.93,0.58
2026-07-29,90770,90509.25,0.29
2026-07-30,89410,95631.16,-6.51
