,종가,NAV,괴리율
2025-12-23,1075385,1075257.39,0.01
2025-12-24,1075660,1075461.78,0.02
2025-12-26,1075745,1073200.12,0.24
2025-12-29,1073545,1073340.82,0.02
2025-12-30,1073795,1073587.05,0.02
2026-01-02,1073875,1073796.52,0.01
2026-01-05,1073960,1073887.17,0.01
2026-01-06,1074050,1073982.27,0.01
2026-01-07,1074145,1074078.97,0.01
2026-01-08,1074380,1074221.89,0.01
2026-01-09,1074465,1074420.32,0.0
2026-01-12,1074550,1074502.26,0.0
2026-01-13,1074635,1074582.57,0.0
2026-01-14,1074720,1074667.77,0.0
2026-01-15,1074965,1074795.01,0.02
2026-01-16,1075050,1075003.54,0.0
2026-01-19,1075130,1075073.14,0.01
2026-01-20,1075220,1075153.47,0.01
2026-01-21,1075305,1075232.44,0.01
2026-01-22,1075530,1075349.36,0.02
2026-01-23,1075610,1075546.17,0.01
2026-01-26,1075690,1075615.67,0.01
2026-01-27,1075770,1075690.23,0.01
2026-01-28,1075850,1073184.05,0.25
2026-01-29,1073495,1073308.68,0.02
2026-01-30,1073565,1073507.78,0.01
2026-02-02,1073645,1073578.05,0.01
2026-02-03,1073730,1073669.84,0.01
2026-02-04,1073815,1073737.09,0.01
2026-02-05,1074045,1073867.3,0.02
2026-02-06,1074130,1074070.1,0.01
2026-02-09,1074215,1074146.63,0.01
2026-02-10,1074300,1074230.06,0.01
2026-02-11,1074385,1074308.02,0.01
2026-02-12,1074870,1074506.4,0.03
2026-02-13,1074950,1074871.18,0.01
2026-02-19,1075185,1075001.77,0.02
2026-02-20,1075265,1075197.16,0.01
2026-02-23,1075350,1075277.45,0.01
2026-02-24,1075435,1075356.6,0.01
2026-02-25,1075515,1072827.38,0.25
2026-02-26,1073230,1072976.83,0.02
2026-02-27,1073310,1073232.23,0.01
2026-03-03,1073385,1073321.2,0.01
2026-03-04,1073465,1073395.71,0.01
2026-03-05,1073710,1073532.24,0.02
2026-03-06,1073795,1073730.28,0.01
2026-03-09,1073880,1073808.78,0.01
2026-03-10,1073960,1073895.62,0.01
2026-03-11,1074045,1073975.82,0.01
2026-03-12,1074290,1074104.36,0.02
2026-03-13,1074375,1074305.86,0.01
2026-03-16,1074455,1074392.99,0.01
2026-03-17,1074535,1074470.72,0.01
2026-03-18,1074620,1074552.21,0.01
2026-03-19,1074865,1074681.59,0.02
2026-03-20,1074950,1074888.76,0.01
2026-03-23,1075030,1074970.31,0.01
2026-03-24,1075115,1075050.43,0.01
2026-03-25,1075200,1075131.57,0.01
2026-03-26,1075445,1075258.31,0.02
2026-03-27,1075530,1073151.5,0.22
2026-03-30,1073305,1073222.42,0.01
2026-03-31,1073390,1073304.06,0.01
2026-04-01,1073470,1073393.91,0.01
2026-04-02,1073715,1073520.3,0.02
2026-04-03,1073795,1073718.86,0.01
2026-04-06,1073875,1073798.24,0.01
2026-04-07,1073955,1073880.19,0.01
2026-04-08,1074040,1073963.85,0.01
2026-04-09,1074280,1074102.96,0.02
2026-04-10,1074365,1074294.38,0.01
2026-04-13,1074445,1074373.34,0.01
2026-04-14,1074525,1074458.74,0.01
2026-04-15,1074610,1074542.87,0.01
2026-04-16,1074855,1074669.13,0.02
2026-04-17,1074935,1074868.79,0.01
2026-04-20,1075020,1074956.32,0.01
2026-04-21,1075100,1075031.34,0.01
2026-04-22,1075180,1075121.17,0.01
2026-04-23,1075430,1075257.73,0.02
2026-04-24,1075515,1075452.61,0.01
2026-04-27,1075595,1075530.99,0.01
2026-04-28,1075680,1073227.85,0.23
2026-04-29,1073620,1073381.41,0.02
2026-04-30,1073785,1073658.05,0.01
2026-05-04,1073865,1073799.0,0.01
2026-05-06,1073950,1073889.9,0.01
2026-05-07,1074200,1074017.59,0.02
2026-05-08,1074285,1074212.98,0.01
2026-05-11,1074365,1074297.55,0.01
2026-05-12,1074450,1074380.53,0.01
2026-05-13,1074530,1074461.27,0.01
2026-05-14,1074775,1074590.69,0.02
2026-05-15,1074860,1074791.49,0.01
2026-05-18,1074945,1074870.47,0.01
2026-05-19,1075030,1074954.61,0.01
2026-05-20,1075115,1075035.4,0.01
2026-05-21,1075445,1075189.72,0.02
2026-05-22,1075530,1075438.82,0.01
2026-05-26,1075610,1075523.23,0.01
2026-05-27,1075695,1073146.0,0.24
2026-05-28,1073480,1073274.4,0.02
2026-05-29,1073565,1073473.7,0.01
2026-06-01,1073735,1073581.7,0.01
2026-06-02,1073820,1073722.77,0.01
2026-06-04,1074075,1073856.55,0.02
2026-06-05,1074160,1074057.9,0.01
2026-06-08,1074240,1074141.36,0.01
2026-06-09,1074325,1074228.42,0.01
2026-06-10,1074410,1074306.66,0.01
2026-06-11,1074665,1074431.27,0.02
2026-06-12,1074750,1074635.23,0.01
2026-06-15,1074835,1074722.27,0.01
2026-06-16,1074920,1074813.54,0.01
2026-06-17,1075005,1074891.45,0.01
2026-06-18,1075260,1075026.17,0.02
2026-06-19,1075345,1075230.68,0.01
2026-06-22,1075430,1075323.68,0.01
2026-06-23,1075510,1075404.23,0.01
2026-06-24,1075595,1075479.06,0.01
2026-06-25,1075845,1075618.61,0.02
2026-06-26,1075930,1073151.64,0.26
2026-06-29,1073355,1073232.95,0.01
2026-06-30,1073440,1073311.77,0.01
2026-07-01,1073520,1073394.16,0.01
2026-07-02,1073775,1073542.86,0.02
2026-07-03,1073855,1073748.87,0.01
2026-07-06,1073935,1073831.7,0.01
2026-07-07,1074015,1073919.97,0.01
2026-07-08,1074100,1074008.68,0.01
2026-07-09,1074355,1074157.52,0.02
2026-07-10,1074435,1074356.57,0.01
2026-07-13,1074515,1074428.17,0.01
2026-07-14,1074595,1074517.14,0.01
2026-07-15,1074940,1074693.95,0.02
2026-07-16,1075020,1074956.9,0.01
2026-07-20,1075100,1075033.72,0.01
2026-07-21,1075180,1075129.72,0.0
2026-07-22,1075265,1075205.19,0.01
2026-07-23,1075520,1075355.94,0.02
2026-07-24,1075600,1075554.49,0.0
2026-07-27,1075680,1075639.96,0.0
2026-07-28,1075760,1075731.11,0.0
2026-07-29,1075840,1073343.43,0.23
2026-07-30,1073625,1073483.98,0.01
2026-07-31,1073705,1073697.82,0.0
2026-08-03,1073785,1073780.94,0.0
2026-08-04,1073870,1073952.93,-0.01
