,종가,NAV,괴리율
2026-06-01,11090,11042.89,0.43
2026-06-02,11145,11206.38,-0.55
2026-06-04,11265,11342.44,-0.68
2026-06-05,11245,11362.15,-1.03
2026-06-08,10815,10796.26,0.17
2026-06-09,10880,10814.49,0.61
2026-06-10,10740,10781.59,-0.39
2026-06-11,10760,10679.82,0.75
2026-06-12,10835,10844.79,-0.09
2026-06-15,11035,10855.32,1.66
2026-06-16,11035,11004.21,0.28
2026-06-17,10895,10820.11,0.69
2026-06-18,10935,10825.97,1.01
2026-06-19,10955,11043.41,-0.8
2026-06-22,11090,11119.13,-0.26
2026-06-23,10895,11135.0,-2.16
2026-06-24,10855,10799.69,0.51
2026-06-25,11000,10755.44,2.27
2026-06-26,10630,10636.44,-0.06
2026-06-29,10700,10654.55,0.43
2026-06-30,10870,10860.2,0.09
2026-07-01,10940,11012.95,-0.66
2026-07-02,10810,10864.08,-0.5
2026-07-03,10650,10469.62,1.72
2026-07-06,10590,10503.21,0.83
2026-07-07,10480,10574.35,-0.89
2026-07-08,10210,10179.8,0.3
2026-07-09,10325,10271.55,0.52
2026-07-10,10285,10321.3,-0.35
2026-07-13,10230,10381.41,-1.46
2026-07-14,10170,10119.26,0.5
2026-07-15,10270,10182.65,0.86
2026-07-16,10135,10123.98,0.11
2026-07-20,9825,9818.53,0.07
2026-07-21,9915,9801.41,1.16
2026-07-22,9955,10017.69,-0.63
2026-07-23,9860,9876.11,-0.16
2026-07-24,9660,9696.25,-0.37
2026-07-27,9780,9623.2,1.63
2026-07-28,9470,9555.27,-0.89
2026-07-29,9365,9215.55,1.62
2026-07-30,9035,8978.32,0.63
2026-07-31,9325,9154.61,1.86
2026-08-03,9340,9280.9,0.64
2026-08-04,9485,9412.81,0.77
2026-08-05,9500,9469.68,0.32
2026-08-06,9365,9421.12,-0.6
