,종가,NAV,괴리율
2026-05-14,9335,9334.76,0.0
2026-05-15,9395,9397.06,-0.02
2026-05-18,9335,9375.81,-0.44
2026-05-19,9465,9515.4,-0.53
2026-05-20,9530,9518.37,0.12
2026-05-21,9535,9523.88,0.12
2026-05-22,9615,9625.32,-0.11
2026-05-26,9765,9697.18,0.7
2026-05-27,9655,9620.16,0.36
2026-05-28,9650,9614.28,0.37
2026-05-29,9660,9667.64,-0.08
2026-06-01,9570,9580.27,-0.11
2026-06-02,9545,9571.95,-0.28
2026-06-04,9730,9707.35,0.23
2026-06-05,9865,9839.5,0.26
2026-06-08,9760,9750.68,0.1
2026-06-09,9655,9618.16,0.38
2026-06-10,9760,9747.63,0.13
2026-06-11,9780,9632.59,1.53
2026-06-12,9670,9650.16,0.21
2026-06-15,9715,9672.74,0.44
2026-06-16,9650,9612.95,0.39
2026-06-17,9610,9604.95,0.05
2026-06-18,9560,9533.15,0.28
2026-06-19,9575,9565.07,0.1
2026-06-22,9615,9629.23,-0.15
2026-06-23,9635,9654.37,-0.2
2026-06-24,9640,9677.17,-0.38
2026-06-25,9705,9676.39,0.3
2026-06-26,9690,9664.99,0.26
2026-06-29,9800,9779.56,0.21
2026-06-30,9765,9746.33,0.19
2026-07-01,9740,9726.37,0.14
2026-07-02,9785,9793.02,-0.08
2026-07-03,9840,9770.52,0.71
2026-07-06,9850,9796.62,0.54
2026-07-07,9705,9698.65,0.07
2026-07-08,9675,9631.47,0.45
2026-07-09,9615,9603.93,0.12
2026-07-10,9600,9540.53,0.62
2026-07-13,9640,9456.48,1.94
2026-07-14,9500,9474.12,0.27
2026-07-15,9370,9341.87,0.3
2026-07-16,9340,9331.16,0.09
2026-07-20,9500,9462.5,0.4
2026-07-21,9395,9390.94,0.04
2026-07-22,9445,9441.78,0.03
2026-07-23,9400,9392.17,0.08
2026-07-24,9370,9360.88,0.1
2026-07-27,9465,9489.69,-0.26
2026-07-28,9490,9481.46,0.09
2026-07-29,9565,9513.1,0.55
2026-07-30,9480,9463.0,0.18
2026-07-31,9385,9276.87,1.17
2026-08-03,9345,9324.89,0.22
2026-08-04,9415,9379.66,0.38
2026-08-05,9390,9363.52,0.28
2026-08-06,9340,9326.32,0.15
