,종가,NAV,괴리율
2025-10-28,39065,39212.66,-0.38
2025-10-29,39915,39460.31,1.15
2025-10-30,39835,39900.92,-0.17
2025-10-31,40215,40169.39,0.11
2025-11-03,40995,41132.05,-0.33
2025-11-04,40240,40380.81,-0.35
2025-11-05,39855,39823.35,0.08
2025-11-06,39780,39441.14,0.86
2025-11-07,39155,39394.07,-0.61
2025-11-10,39850,39480.16,0.94
2025-11-11,40115,40291.45,-0.44
2025-11-12,40110,40130.38,-0.05
2025-11-13,40130,40125.88,0.01
2025-11-14,38650,38803.41,-0.4
2025-11-17,39085,39036.01,0.13
2025-11-18,37845,38426.32,-1.51
2025-11-19,37455,37591.58,-0.36
2025-11-20,38885,37941.78,2.49
2025-11-21,37020,37754.21,-1.94
2025-11-24,37065,36964.12,0.27
2025-11-25,37510,37098.65,1.11
2025-11-26,38130,37892.6,0.63
2025-11-27,38815,38668.82,0.38
2025-11-28,38750,38597.47,0.4
2025-12-01,38595,38677.01,-0.21
2025-12-02,38945,38921.26,0.06
2025-12-03,39300,39207.42,0.24
2025-12-04,39455,39417.3,0.1
2025-12-05,39625,39647.1,-0.06
2025-12-08,40250,40387.33,-0.34
2025-12-09,40440,40459.83,-0.05
2025-12-10,40720,40484.48,0.58
2025-12-11,40205,40489.33,-0.7
2025-12-12,40320,40295.2,0.06
2025-12-15,39535,39738.72,-0.51
2025-12-16,38655,38906.51,-0.65
2025-12-17,38745,39102.09,-0.91
2025-12-18,39765,38998.21,1.97
2025-12-19,39290,38744.75,1.41
2025-12-22,39910,39692.67,0.55
2025-12-23,40325,40336.59,-0.03
2025-12-24,40105,39893.77,0.53
2025-12-26,40175,40329.74,-0.38
2025-12-29,40985,40991.61,-0.02
2025-12-30,41175,41587.15,-0.99
2026-01-02,42835,42718.89,0.27
2026-01-05,44615,44051.21,1.28
2026-01-06,45365,45037.86,0.73
2026-01-07,45630,45824.4,-0.42
2026-01-08,45530,45695.4,-0.36
2026-01-09,45255,45415.42,-0.35
2026-01-12,45740,45554.66,0.41
2026-01-13,45910,45893.12,0.04
2026-01-14,46335,46308.0,0.06
2026-01-15,46545,46769.52,-0.48
2026-01-16,47380,47081.15,0.63
2026-01-19,47920,47868.1,0.11
2026-01-20,47665,47521.56,0.3
2026-01-21,47245,47786.24,-1.13
2026-01-22,48540,47727.7,1.7
2026-01-23,48725,48511.94,0.44
2026-01-26,48555,48230.94,0.67
2026-01-27,49735,49680.19,0.11
2026-01-28,50485,50131.58,0.7
2026-01-29,50365,50697.73,-0.66
2026-01-30,50360,50836.62,-0.94
2026-02-02,48705,49117.35,-0.84
2026-02-03,50505,50381.31,0.25
2026-02-04,51140,51223.98,-0.16
2026-02-05,49550,50338.89,-1.57
2026-02-06,49475,49475.47,-0.0
2026-02-09,51030,50463.46,1.12
2026-02-10,51850,51083.36,1.5
2026-02-11,52170,51663.7,0.98
2026-02-12,52985,53114.52,-0.24
2026-02-13,53235,53282.2,-0.09
2026-02-19,54280,54102.79,0.33
2026-02-20,54805,54680.19,0.23
2026-02-23,55110,54864.95,0.45
2026-02-24,56590,56053.15,0.96
2026-02-25,57810,57354.46,0.79
2026-02-26,60065,60065.51,-0.0
2026-02-27,60320,59872.61,0.75
2026-03-03,55970,56982.66,-1.78
2026-03-04,51370,53231.57,-3.5
2026-03-05,54680,54020.51,1.22
2026-03-06,54320,54976.23,-1.19
2026-03-09,51145,53168.03,-3.8
2026-03-10,53800,53168.65,1.19
2026-03-11,55680,54271.27,2.6
2026-03-12,54955,55555.95,-1.08
2026-03-13,54220,54769.5,-1.0
2026-03-16,55075,55546.23,-0.85
2026-03-17,56060,55893.34,0.3
2026-03-18,58735,58257.16,0.82
2026-03-19,57465,58077.47,-1.05
2026-03-20,57375,57449.24,-0.13
2026-03-23,54420,55678.69,-2.26
2026-03-24,54925,55211.13,-0.52
2026-03-25,56880,55199.43,3.04
2026-03-26,54935,55186.38,-0.46
2026-03-27,54705,55026.18,-0.58
2026-03-30,53420,54225.29,-1.49
2026-03-31,51180,52410.64,-2.35
2026-04-01,54955,53443.52,2.83
2026-04-02,53155,53852.94,-1.3
2026-04-03,53980,53898.47,0.15
2026-04-06,54290,54523.58,-0.43
2026-04-07,55540,55004.86,0.97
2026-04-08,58985,57338.69,2.87
2026-04-09,58005,58576.45,-0.98
2026-04-10,59785,59236.06,0.93
2026-04-13,59885,59741.89,0.24
2026-04-14,61380,60836.57,0.89
2026-04-15,62765,62198.98,0.91
2026-04-16,64095,63636.52,0.72
2026-04-17,64100,64237.42,-0.21
2026-04-20,64700,64240.67,0.72
2026-04-21,66880,65463.39,2.16
2026-04-22,67435,66720.38,1.07
2026-04-23,66915,67577.21,-0.98
2026-04-24,68820,66946.45,2.8
2026-04-27,69800,69296.61,0.73
2026-04-28,70020,69826.97,0.28
2026-04-29,69810,70287.53,-0.68
2026-04-30,69290,69516.86,-0.33
2026-05-04,72940,70937.09,2.82
2026-05-06,77080,76224.1,1.12
2026-05-07,78460,77900.83,0.72
2026-05-08,78660,79463.55,-1.01
2026-05-11,82700,81329.3,1.69
2026-05-12,81885,81762.91,0.15
2026-05-13,82560,83550.84,-1.19
2026-05-14,83550,83510.36,0.05
2026-05-15,80460,81512.76,-1.29
2026-05-18,80500,80908.56,-0.5
2026-05-19,78210,79588.66,-1.73
2026-05-20,78165,78444.56,-0.36
2026-05-21,83775,81488.76,2.81
2026-05-22,85570,84064.73,1.79
2026-05-26,89320,89271.64,0.05
2026-05-27,92465,91289.93,1.29
2026-05-28,91290,92896.08,-1.73
2026-05-29,95105,93829.71,1.36
2026-06-01,98310,97250.08,1.09
2026-06-02,98765,98688.38,0.08
2026-06-04,97345,98938.9,-1.61
2026-06-05,93390,94749.89,-1.44
2026-06-08,88205,90154.04,-2.16
2026-06-09,93785,91704.95,2.27
2026-06-10,88675,91270.13,-2.84
2026-06-11,88305,89012.37,-0.79
2026-06-12,91875,90497.86,1.52
2026-06-15,95145,93666.92,1.58
2026-06-16,96715,96231.7,0.5
2026-06-17,97720,98056.3,-0.34
2026-06-18,101680,100633.75,1.04
2026-06-19,101940,101355.66,0.58
2026-06-22,104410,102582.18,1.78
2026-06-23,98510,99305.52,-0.8
2026-06-24,99150,100114.72,-0.96
2026-06-25,102440,101826.34,0.6
2026-06-26,96160,99142.42,-3.01
2026-06-29,96710,95892.43,0.85
2026-06-30,99305,97578.55,1.77
2026-07-01,99535,98149.82,1.41
2026-07-02,94470,95004.23,-0.56
2026-07-03,96090,96098.26,-0.01
2026-07-06,94740,95630.2,-0.93
2026-07-07,90430,92396.56,-2.13
2026-07-08,87920,87378.04,0.62
2026-07-09,88095,88463.19,-0.42
2026-07-10,89005,88819.36,0.21
2026-07-13,84385,84673.24,-0.34
2026-07-14,83460,84588.67,-1.33
2026-07-15,87210,85545.54,1.95
2026-07-16,83395,83626.97,-0.28
2026-07-20,77180,77758.43,-0.74
2026-07-21,80740,78560.17,2.77
2026-07-22,82015,81354.93,0.81
2026-07-23,83690,83699.7,-0.01
2026-07-24,79390,81220.22,-2.25
2026-07-27,79945,80211.81,-0.33
2026-07-28,73095,75823.03,-3.6
2026-07-29,68365,70478.07,-3.0
2026-07-30,66535,67011.12,-0.71
2026-07-31,76325,72399.97,5.42
2026-08-03,75880,75385.39,0.66
