,종가,NAV,괴리율
2026-03-03,16220,16344.76,-0.76
2026-03-04,16100,16185.92,-0.53
2026-03-05,16250,16308.12,-0.36
2026-03-06,16240,16216.33,0.15
2026-03-09,15780,15993.61,-1.34
2026-03-10,16110,16133.59,-0.15
2026-03-11,16145,16102.4,0.26
2026-03-12,15960,16087.03,-0.79
2026-03-13,15865,15838.18,0.17
2026-03-16,15835,15744.32,0.58
2026-03-17,15830,15903.68,-0.46
2026-03-18,16040,15944.09,0.6
2026-03-19,15710,15726.23,-0.1
2026-03-20,15695,15683.3,0.07
2026-03-23,15360,15438.69,-0.51
2026-03-24,15565,15628.41,-0.41
2026-03-25,15650,15572.69,0.5
2026-03-26,15610,15655.31,-0.29
2026-03-27,15480,15362.87,0.76
2026-03-30,15140,15100.97,0.26
2026-03-31,15165,15037.38,0.85
2026-04-01,15610,15473.18,0.88
2026-04-02,15385,15581.84,-1.26
2026-04-03,15575,15606.79,-0.2
2026-04-06,15625,15605.85,0.12
2026-04-07,15625,15673.42,-0.31
2026-04-08,16110,15686.11,2.7
2026-04-09,16055,16076.26,-0.13
2026-04-10,16170,16175.67,-0.04
2026-04-13,16065,16160.67,-0.59
2026-04-14,16325,16325.05,-0.0
2026-04-15,16530,16514.65,0.09
2026-04-16,16690,16646.8,0.26
2026-04-17,16700,16693.21,0.04
2026-04-20,16795,16893.02,-0.58
2026-04-21,16900,16856.37,0.26
2026-04-22,16840,16748.7,0.55
2026-04-23,16865,16922.17,-0.34
2026-04-24,16870,16854.74,0.09
2026-04-27,16975,16989.52,-0.09
2026-04-28,16990,16992.36,-0.01
2026-04-29,16945,16905.97,0.23
2026-04-30,16850,16900.69,-0.3
2026-05-04,17140,17123.45,0.1
2026-05-06,17250,17195.56,0.32
2026-05-07,17460,17441.66,0.11
2026-05-08,17440,17376.66,0.36
2026-05-11,17495,17530.55,-0.2
2026-05-12,17520,17569.99,-0.28
2026-05-13,17580,17541.51,0.22
2026-05-14,17700,17647.42,0.3
2026-05-15,17660,17785.8,-0.71
2026-05-18,17450,17567.61,-0.67
2026-05-19,17520,17552.74,-0.19
2026-05-20,17470,17436.92,0.19
2026-05-21,17615,17627.5,-0.07
2026-05-22,17720,17661.91,0.33
2026-05-26,17850,17729.52,0.68
2026-05-27,17850,17825.79,0.14
2026-05-28,17805,17824.39,-0.11
2026-05-29,17955,17928.26,0.15
2026-06-01,18020,17966.58,0.3
2026-06-02,17980,18014.56,-0.19
2026-06-04,17860,17911.34,-0.29
2026-06-05,17895,17985.26,-0.5
2026-06-08,17540,17507.54,0.19
2026-06-09,17615,17565.8,0.28
2026-06-10,17475,17515.98,-0.23
2026-06-11,17305,17232.3,0.42
2026-06-12,17530,17538.08,-0.05
2026-06-15,17860,17632.07,1.29
2026-06-16,17930,17924.13,0.03
2026-06-17,17870,17817.85,0.29
2026-06-18,17740,17598.27,0.81
2026-06-19,17705,17795.4,-0.51
2026-06-22,17770,17794.93,-0.14
2026-06-23,17535,17726.09,-1.08
2026-06-24,17510,17469.04,0.23
2026-06-25,17580,17454.1,0.72
2026-06-26,17365,17431.92,-0.38
2026-06-29,17510,17422.41,0.5
2026-06-30,17650,17633.79,0.09
2026-07-01,17720,17775.47,-0.31
2026-07-02,17730,17734.98,-0.03
2026-07-03,17815,17736.89,0.44
2026-07-06,17800,17736.7,0.36
2026-07-07,17820,17862.49,-0.24
2026-07-08,17755,17782.06,-0.15
2026-07-09,17790,17735.44,0.31
2026-07-10,17845,17879.0,-0.19
2026-07-13,17875,17949.67,-0.42
2026-07-14,17830,17809.31,0.12
2026-07-15,17930,17877.06,0.3
2026-07-16,17955,17940.75,0.08
2026-07-20,17665,17665.47,-0.0
2026-07-21,17725,17633.85,0.52
2026-07-22,17740,17788.54,-0.27
2026-07-23,17740,17763.75,-0.13
2026-07-24,17545,17546.64,-0.01
2026-07-27,17715,17551.35,0.93
2026-07-28,17510,17551.95,-0.24
2026-07-29,17590,17575.01,0.09
2026-07-30,17340,17312.13,0.16
2026-07-31,17690,17600.41,0.51
2026-08-03,17825,17717.54,0.61
2026-08-04,18035,17981.51,0.3
2026-08-05,18375,18303.31,0.39
